Display Order,Product Details,ASIN,Segment,URL,Marketplace,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
16,"DEXERYL Cleansing Oil: Daily Cleansing of Body and Face, for Dry Skin Prone to Ecema, 1 x 500ml",B0BLC6972T,Wash,https://www.amazon.de/dp/B0BLC6972T?psc=1,DE,https://m.media-amazon.com/images/I/51LlRcuTwCL._SY355_.jpg,DEXERYL,17.73,147,104,N/A,"2,814.18","1,761.53",95,"9,718",N/A,6.06,12,4.7,377,6,N/A,,Beauty,Small Parcel,MFN,20.70 x 6.40 x 6.50 cm,0.59,N/A,"Nov 3, 2022",,No,41,
53,Locobase Protect Cream - 48h Moisturising Cream for Dry & Irritated Skin - Body & Face Care - Strengthens the Skin Barrier - Fragrance-Free - for the Whole Family - 100 g,B0F3FCRFQQ,Cream,https://www.amazon.de/dp/B0F3FCRFQQ?psc=1,DE,https://m.media-amazon.com/images/I/51OVrahr08L._SY355_.jpg,Locobase,8.39,321,175,100,"5,175.14","1,748.01",170,"6,179",AMZ,3.58,5,4.6,75,7,4,Amazon,Beauty,Extra Large Envelope,AMZ,16.80 x 4.70 x 5.80 cm,0.13,N/A,"Apr 2, 2025",,No,12,Amazon
38,Kneipp Organic Care Oil Special - Natural Cosmetics - Skin Oil for Scars & Stretch Marks - For Dry & Stressed Skin - 100 ml,B0FLQCRYWT,Check,https://www.amazon.de/dp/B0FLQCRYWT?psc=1,DE,https://m.media-amazon.com/images/I/71AErD7+m4L._SY355_.jpg,Kneipp,7.03,881,213,100,"6,044.17","1,735.20",123,"2,583",AMZ,3.71,5,4.6,157,7,20,Amazon,Beauty,Extra Large Envelope,AMZ,16.50 x 5.00 x 5.60 cm,0.2,N/A,"Aug 8, 2025",,No,8,Amazon
37,BIODERMA Atoderm Intensive Gel Cream Nourishing and Cooling Anti-Itch Body Care Gel 500ml Gel,B089ZYDWJ5,Cream,https://www.amazon.de/dp/B089ZYDWJ5?psc=1,DE,https://m.media-amazon.com/images/I/61VWsyi5y1L._SY355_.jpg,Bioderma,26.95,65,65,N/A,"1,731.85","1,731.51",93,"23,098",FR,3.4,31,4.6,"1,214",10,23,Parapharmacie Centrale,Beauty,Small Parcel,FBA,21.10 x 6.90 x 7.10 cm,0.57,N/A,"Jun 9, 2020",,No,70,Parapharmacie Centrale
36,"SEBAMED Soap-free washing emulsion sea salt with dispenser 200 ml, for particularly mild cleaning of dry and sensitive skin, suitable for hand, face and body cleansing",B0FBX18Z1Z,Wash,https://www.amazon.de/dp/B0FBX18Z1Z?psc=1,DE,https://m.media-amazon.com/images/I/51gM4LTtvUL._SY355_.jpg,Sebamed,3.32,434,434,200,"1,712.06","1,711.92",167,"4,897",AMZ,2.97,1,4.7,55,5,12,Amazon,Beauty,Large Envelope,AMZ,14.70 x 3.40 x 8.10 cm,0.24,N/A,"Jun 10, 2025",,No,10,Amazon
48,La Roche Posay Micelles Cleansing Fluid Ultra for reactive skin 200 ml,B01MZ68OFL,Check,https://www.amazon.de/dp/B01MZ68OFL?psc=1,DE,https://m.media-amazon.com/images/I/718qYPXjyBL._SX342_.jpg,La Roche-Posay,13.15,113,113,50,"1,707.69","1,706.80",70,"6,580",AMZ,5.01,1,4.5,179,1,0,Amazon,Beauty,Large Envelope,AMZ,16.40 x 4.00 x 4.20 cm,0.23,N/A,"Dec 31, 2008",,No,208,Amazon
108,"Dexeryl Creme, 500 g",B0098G931Y,Cream,https://www.amazon.de/dp/B0098G931Y?psc=1,DE,https://m.media-amazon.com/images/I/61L+5+7R4ML._SY355_.jpg,Hengulus,19.39,83,83,N/A,"1,669.44","1,668.50",20,"49,120",N/A,7.32,4,4.6,"1,403",1,24,,Beauty,Extra Large Envelope,MFN,23.00 x 5.60 x 5.80 cm,0.56,N/A,"Sep 10, 2012",,No,163,
41,frei öl ReinigungsÖl & Maske 100 ml,B072JK614S,Wash,https://www.amazon.de/dp/B072JK614S?psc=1,DE,https://m.media-amazon.com/images/I/612WfN1q+uL._SY355_.jpg,frei öl,12.29,106,106,50,"1,667.20","1,666.13",35,"19,026",AMZ,6.22,5,4.4,134,6,0,Amazon,Beauty,Extra Large Envelope,AMZ,17.80 x 4.10 x 4.20 cm,0.18,N/A,"May 15, 2017",,No,107,Amazon
67,Leovet Bio Skin Oil,B0011BBNGW,Check,https://www.amazon.de/dp/B0011BBNGW?psc=1,DE,https://m.media-amazon.com/images/I/51ibZl7VLcL._AC_SY355_.jpg,Leovet,20.77,81,81,N/A,"1,639.91","1,639.38",19,"7,422",N/A,6.52,4,4.5,222,1,1,,Pet Supplies,Small Parcel,MFN,23.40 x 6.40 x 6.70 cm,0.51,N/A,"Aug 18, 2009",,No,200,
44,"PRIMAVERA Organic St. John's Wort Oil 100 ml - Natural Plant Power - Glass Bottle - Aroma Oil, Body Oil, Natural Cosmetics - Relieving, Warming, Regenerating - Vegan",B0BTMK1QRP,Check,https://www.amazon.de/dp/B0BTMK1QRP?psc=1,DE,https://m.media-amazon.com/images/I/61C4-4b7q9L._SY355_.jpg,Primavera,14.62,111,103,50,"1,654.42","1,579.16",165,"12,541",N/A,5.41,7,4.8,85,8,0,apominga - Die Online Apotheke in München,Health & Personal Care,Large Envelope,MFN,14.00 x 3.90 x 4.10 cm,0.24,N/A,"Feb 1, 2023",,No,38,apominga - Die Online Apotheke in München
134,"Australian Bodycare Wound and Healing Ointment for Intimate Area, 200 ml, Anti-Inflammatory Wound Cream, Wound Ointment with Zinc for the Butt for Incontinence, Anti Redness Cream",B0CGJTY2G5,Cream,https://www.amazon.de/dp/B0CGJTY2G5?psc=1,DE,https://m.media-amazon.com/images/I/717+iOiW4cL._AC_SY355_.jpg,Australian Bodycare,9.87,784,121,200,"6,109.73","1,555.65",179,"5,690",DK,5.22,1,4.3,"1,440",5,15,Australian Bodycare,Health & Personal Care,Extra Large Envelope,FBA,17.90 x 4.80 x 7.80 cm,0.22,N/A,"Aug 24, 2023",,No,32,Australian Bodycare
66,"Uriage Xemose Irritation-Relieving Lipid Building Cream for Dry, Atopy Prone Skin with Shea Butter - Relieves Itching, Long Lasting Comfort - Face & Body - Fragrance-Free - 400 ml",B019HPS6XQ,Cream,https://www.amazon.de/dp/B019HPS6XQ?psc=1,DE,https://m.media-amazon.com/images/I/61J-9iQp2VL._SY355_.jpg,Uriage,21,88,74,N/A,"1,759.43","1,555.14",179,"9,577",N/A,6.55,1,4.6,"3,389",6,35,,Beauty,Small Parcel,FBA,18.50 x 8.00 x 8.30 cm,0.49,N/A,"Jan 19, 2016",,No,123,
28,"Sebamed Dry Skin Body Lotion Omega 12%, 200ml",B004O77LRK,Cream,https://www.amazon.de/dp/B004O77LRK?psc=1,DE,https://m.media-amazon.com/images/I/513jbXH6oxL._SY355_.jpg,sebamed TROCKENE HAUT,7.02,192,192,100,"1,538.99","1,538.30",45,"9,928",AMZ,3.71,8,4.5,327,5,1,Amazon,Beauty,Extra Large Envelope,AMZ,16.60 x 4.20 x 6.80 cm,0.25,N/A,"Feb 17, 2011",,No,182,Amazon
18.1.,Bioderma Atoderm Ultra Nourishing Cream Unscented 2 x 500 ml,B09J9ZY7G5,Cream,https://www.amazon.de/dp/B09J9ZY7G5?psc=1,DE,"https://m.media-amazon.com/images/I/51k9jY8derL._SY355_PIbundle-2,TopRight,0,0_AA355SH20_.jpg",Bioderma,31.06,321,47,N/A,"6,337.52","1,533.15",60,"4,283",N/A,7.81,2,4.4,"4,710",8,94,Cosmeco,Beauty,Small Parcel,FBA,21.20 x 6.90 x 14.10 cm,1.11,N/A,"Sep 24, 2020",,No,67,Cosmeco
37,Leti AT-4 Body Milk 500 ml,B009M4O1J6,Cream,https://www.amazon.de/dp/B009M4O1J6?psc=1,DE,https://m.media-amazon.com/images/I/41Lube0mZhL._SX342_.jpg,Leti,26.47,68,58,N/A,"1,704.06","1,515.78",26,"18,244",DE,N/A,16,4.5,373,5,2,APONEO - Deutsche Versand-Apotheke,Beauty,Extra Large Envelope,MFN,4.50 x 24.00 x 9.50 cm,0.58,N/A,"Jan 1, 2009",,No,207,APONEO - Deutsche Versand-Apotheke
64,Kose softymo Deep Cleansing Oil 230 ml (Japan Import),B000V2FB88,Check,https://www.amazon.de/dp/B000V2FB88?psc=1,DE,https://m.media-amazon.com/images/I/51wHEbqC-9L._SY355_.jpg,softymo,14.02,130,99,50,"1,879.48","1,484.16",53,"13,986",DE,5.52,7,4.4,"3,098",8,11,Alpine Trading Mittenwald,Beauty,Extra Large Envelope,FBA,19.30 x 5.10 x 6.80 cm,0.25,N/A,"Jul 31, 2014",,No,141,Alpine Trading Mittenwald
125,wesentlich. Almond Oil Cold Pressed 100 ml | 100% Pure Oil without Additives | Natural Body Care | Unrefined for Hair and Face | Perfect Massage Oil,B01N38FFG2,Check,https://www.amazon.de/dp/B01N38FFG2?psc=1,DE,https://m.media-amazon.com/images/I/61TGEi8ebrL._SY355_.jpg,wesentlich.,8.83,444,148,50,"5,740.17","1,466.48",148,"4,879",DE,3.84,1,4.5,922,7,12,Vitabody Wellness und natürliche Pflege,Beauty,Extra Large Envelope,FBA,12.60 x 5.30 x 6.20 cm,0.2,N/A,"Mar 12, 2018",,No,97,Vitabody Wellness und natürliche Pflege
111,Sulphur/Sulphur Ointment 10% Bioeel 70g,B09DW2S8H1,Check,https://www.amazon.de/dp/B09DW2S8H1?psc=1,DE,https://m.media-amazon.com/images/I/51QIbrucvWL._SX355_.jpg,BioEEL,8.75,120,113,100,"1,552.29","1,460.25",39,"6,506",RO,5.98,1,4.4,867,8,19,Ultra Effective,Beauty,Large Envelope,FBA,17.80 x 3.60 x 3.70 cm,0.09,N/A,"Sep 1, 2021",,No,55,Ultra Effective
53,"Bioderma, Atoderm Intensive Tree Soothing Skin Cream Dry Skin 2 x 500ml",B07BJK5W3J,Cream,https://www.amazon.de/dp/B07BJK5W3J?psc=1,DE,"https://m.media-amazon.com/images/I/51UCkJxOGHL._SY355_PIbundle-2,TopRight,0,0_AA355SH20_.jpg",Bioderma,54.54,37,29,N/A,"1,565.81","1,448.30",71,"71,536",FR,11.04,4,4.6,"1,194",3,3,Parapharmacie Centrale,Beauty,Small Parcel,FBA,21.20 x 7.00 x 14.50 cm,1.12,N/A,"Apr 11, 2018",,No,96,Parapharmacie Centrale
50,Uriage Xemose Cleansing Soothing Oil 500ml,B06XXWTV3H,Wash,https://www.amazon.de/dp/B06XXWTV3H?psc=1,DE,https://m.media-amazon.com/images/I/71H2h7cq2pL._SY355_.jpg,Uriage,16.25,262,90,50,"4,765.22","1,444.70",42,"6,982",CH,5.58,16,4.5,"1,936",9,35,DERMA EU,Beauty,Small Parcel,FBA,20.50 x 6.30 x 6.40 cm,0.62,N/A,"May 11, 2017",,No,107,DERMA EU
59,CeraVe Moisturising Cream for Dry to Very Dry Skin with 3 Essential Ceramides and Hyaluronan 340 g,B07CH9XWHR,Cream,https://www.amazon.de/dp/B07CH9XWHR?psc=1,DE,https://m.media-amazon.com/images/I/61p0999flgL._SX342_.jpg,CeraVe,14.03,79,79,50,"1,441.99","1,441.66",98,"38,042",AMZ,6.53,3,4.5,"8,223",10,66,Amazon,Beauty,Small Parcel,AMZ,9.35 x 7.20 x 9.20 cm,0.39,N/A,"Apr 19, 2018",,No,96,Amazon
54,"LETI AT4 Intensive Cream - Acute Aid for Skin Irritation & Eczema Due to Eczema or Allergy-Prone Skin, for Extremely Dry Skin, Irritation Reducing and Moisturising, 100 ml",B0798TKB8S,Cream,https://www.amazon.de/dp/B0798TKB8S?psc=1,DE,https://m.media-amazon.com/images/I/410pHS5RTrL._SY355_.jpg,Leti,26.71,55,55,N/A,"1,439.55","1,439.18",171,"26,839",NL,7.37,16,4.5,260,5,0,Dr. Vital e-Pharmacy,Beauty,Extra Large Envelope,FBA,15.40 x 4.40 x 5.10 cm,0.13,N/A,"Jan 24, 2018",,No,99,Dr. Vital e-Pharmacy
32,"EUBOS SENSITIVE Feuchtigkeitscreme Tagespflege, 50 ml [Misc.]",B000TV9S08,Cream,https://www.amazon.de/dp/B000TV9S08?psc=1,DE,https://m.media-amazon.com/images/I/61kU358NskL._SY355_.jpg,EUBOS,18.55,76,76,N/A,"1,417.65","1,416.74",61,"23,322",AMZ,6.2,23,4.6,260,8,5,Amazon,Beauty,Extra Large Envelope,AMZ,6.90 x 4.70 x 6.80 cm,0.09,N/A,"Aug 29, 2007",,No,224,Amazon
5,Kneipp Sensitive Care Oil - Skin Oil for Dry & Sensitive Skin - Body Oil with High-Quality Almond Oil - 100 ml,B0FLQCBT59,Check,https://www.amazon.de/dp/B0FLQCBT59?psc=1,DE,https://m.media-amazon.com/images/I/71-erZh71xL._SY355_.jpg,Kneipp,5.42,881,220,100,"6,044.17","1,413.94",110,"2,583",AMZ,3.56,5,4.6,157,7,20,Amazon,Beauty,Extra Large Envelope,AMZ,16.30 x 6.00 x 6.00 cm,0.1,N/A,"Aug 8, 2025",,No,8,Amazon
48,"Rose Oil for Face with Rose Petals, Organic Vitamin E Oil for Anti-Ageing, Scars & Stretch Marks, Gua Sha Oil, Natural Massage Body Oil with Fragrance for Dry Skin, Scalp and Nails - 60 ml",B0DL5M2LV7,Other,https://www.amazon.de/dp/B0DL5M2LV7?psc=1,DE,https://m.media-amazon.com/images/I/71S1nmf0YjL._SY355_.jpg,RoongDuuDll,7.17,186,166,50,"1,570.36","1,388.25",188,"9,541",CN,3.35,1,4.6,187,7,3,rongduUK,Beauty,Extra Large Envelope,FBA,12.60 x 4.19 x 4.39 cm,0.14,N/A,"Oct 28, 2024",,No,18,rongduUK
72,Neuroderm Repair Cream 25 ml,B07MXLF4DS,Cream,https://www.amazon.de/dp/B07MXLF4DS?psc=1,DE,https://m.media-amazon.com/images/I/71QibWPhu3L._SY355_.jpg,InfectoPharm,10.06,363,115,50,"4,986.29","1,359.74",28,"7,726",N/A,5.81,4,4.6,355,1,0,apominga - Die Online Apotheke in München,Beauty,Large Envelope,MFN,11.10 x 3.40 x 4.10 cm,0.04,N/A,"Jan 18, 2019",,No,87,apominga - Die Online Apotheke in München
35,Dermoscent Atop 7 Shampoo for Dogs and Cats - 200ml,B00KG5RWPA,Other,https://www.amazon.de/dp/B00KG5RWPA?psc=1,DE,https://m.media-amazon.com/images/I/61gukgcI7TL._AC_SY355_.jpg,Dermoscent,26.95,56,56,N/A,"1,359.77","1,359.41",51,"38,287",SE,7.16,7,4.5,252,9,0,Strawfield Pets Europe,Pet Supplies,Extra Large Envelope,FBA,18.50 x 4.80 x 10.70 cm,0.25,N/A,"Jul 15, 2014",,No,141,Strawfield Pets Europe
48,"Satin Naturel Organic Rosehip Oil 100 ml - 100% Pure Cold Pressed Pink Canina - Face Oil, Body Oil, Massage Oil & Hair Oil - Wild Rose Oil for Dry Skin Care with Anti-Wrinkle Effect",B07GRX1P9V,Oil,https://www.amazon.de/dp/B07GRX1P9V?psc=1,DE,https://m.media-amazon.com/images/I/71WJCIdWV5L._SY355_.jpg,Satin Naturel,19.99,394,69,50,"7,829.35","1,358.84",181,"2,936",BE,6.42,3,4.4,"3,601",9,N/A,Satin Naturel BV,Beauty,Extra Large Envelope,FBA,15.30 x 4.50 x 4.60 cm,0.24,N/A,"Aug 22, 2018",,No,92,Satin Naturel BV
17,"Grape Seed Oil Organic Skin Oil 50 ml - 100% Pure, Cold Pressed - Care for Face, Body, Hair - for Dry and Sensitive Skin - Premium Quality BotanyRoom®",B0D3C2TWB4,Check,https://www.amazon.de/dp/B0D3C2TWB4?psc=1,DE,https://m.media-amazon.com/images/I/61swewaOGxL._SY355_.jpg,BotanyRoom,9.92,353,104,50,"4,848.36","1,343.83",150,"5,976",LT,5.97,1,4.5,136,7,12,Botany Room,Beauty,Large Envelope,FBA,12.50 x 3.90 x 3.90 cm,0.12,N/A,"May 5, 2024",,No,23,Botany Room
64,"Tallow Beef Tallow Intensive Cream for Neurodermatitis, Eczema, Psoriasis & Rosacea; Natural Acute Care for Irritated, Dry, Itchy, Irritated and Reddened Skin (1 x 120 ml, Evening Primrose Oil)",B0G3QR2F44,Cream,https://www.amazon.de/dp/B0G3QR2F44?psc=1,DE,https://m.media-amazon.com/images/I/81CDSA19lsL._SY355_.jpg,Nature Nation,29.9,"1,293",44,N/A,"30,809.22","1,301.13",193,"1,243",DE,7.91,1,4.1,365,9,N/A,Nature Nation DE,Beauty,Extra Large Envelope,FBA,6.70 x 5.50 x 5.60 cm,0.23,N/A,"Nov 24, 2025",,No,5,Nature Nation DE
134,"A-DERMA Exomega Control Moisturising Cream for Neurodermatitis Prone Skin, 400 ml Cream",B0B4WKYBY2,Cream,https://www.amazon.de/dp/B0B4WKYBY2?psc=1,DE,https://m.media-amazon.com/images/I/61yVGSeM7wL._SY355_.jpg,A-Derma,26.35,52,52,N/A,"1,282.91","1,282.63",87,"36,067",N/A,7.35,7,4.6,77,1,2,,Beauty,Small Parcel,MFN,18.20 x 6.30 x 6.50 cm,0.47,N/A,"May 27, 2022",,No,47,
60,Linola® Fett - for atopic eczema (neurodermatitis) in subacute and chronic stage 2X50 pack 100g.,B00AHWJ80O,Check,https://www.amazon.de/dp/B00AHWJ80O?psc=1,DE,"https://m.media-amazon.com/images/I/51Evc8emZFL._AC_SX355_PIbundle-2,TopRight,0,0_SH20_.jpg",Dr Wolff,15.97,64,64,N/A,"1,268","1,267.37",96,"30,919",BG,4.46,4,4.6,35,2,0,Dealon,Health & Personal Care,Standard Envelope,MFN,2.01 x 8.00 x 2.01 cm,0,N/A,"Dec 4, 2012",,No,160,Dealon
143,"dline CC CoolingCream | From the Care Professional for Dry, Sensitive Skin | 200 ml Tube | Moisturising Cream | Eczema Cream | Aloe Vera, Beeswax, Glycerin, Jojoba Oil, Almond Oil, Castor Oil, Menthol",B003O9Z78Y,Cream,https://www.amazon.de/dp/B003O9Z78Y?psc=1,DE,https://m.media-amazon.com/images/I/61-ESZVqzvL._SY355_.jpg,dline,20.61,61,61,N/A,"1,259.92","1,259.79",200,"29,180",DE,6.51,1,4.6,70,6,0,dline GmbH Deutschland,Beauty,Extra Large Envelope,FBA,18.00 x 5.00 x 7.00 cm,0.26,N/A,"Jun 17, 2010",,No,190,dline GmbH Deutschland
132,"Kneipp nourishing massage oil, Almond Blossom, gentle on the skin, 100 ml",B000ZIYJXG,Check,https://www.amazon.de/dp/B000ZIYJXG?psc=1,DE,https://m.media-amazon.com/images/I/61TGEAogsNL._AC_SY355_.jpg,Kneipp,7.9,473,156,N/A,"3,922.74","1,234.71",73,"7,809",AMZ,3.67,1,4.7,"3,500",1,N/A,Amazon,Health & Personal Care,Extra Large Envelope,AMZ,13.70 x 5.20 x 5.20 cm,0.21,N/A,"Nov 21, 2007",,No,221,Amazon
17,frei öl BabyÖl 140 ml,B076CRBXCN,Oil,https://www.amazon.de/dp/B076CRBXCN?psc=1,DE,https://m.media-amazon.com/images/I/719qEho0YHL._AC_SY355_.jpg,frei öl,8.39,127,127,50,"1,232.05","1,230.67",21,"3,404",AMZ,3.19,5,4.6,359,6,0,Amazon,Baby Products,Large Envelope,AMZ,14.71 x 3.71 x 6.91 cm,0.19,N/A,"Oct 7, 2017",,No,102,Amazon
112,"AESHORY Rosehip Oil 100 ml 100% Pure Natural, Cold Pressed, Unrefined, Vegan - Natural Moisturiser Premium Rosehip Seed Oil for Face, Body, Hair, Skin, Nails",B09J4T5CVP,Check,https://www.amazon.de/dp/B09J4T5CVP?psc=1,DE,https://m.media-amazon.com/images/I/71m-tY21aWL._SY355_.jpg,Aeshory,8.39,122,122,50,"1,222.27","1,220.91",157,"24,546",CN,3.84,1,4.5,"1,496",7,30,MEDSW-EU,Beauty,Extra Large Envelope,FBA,13.90 x 4.80 x 5.20 cm,0.2,N/A,"Nov 11, 2021",,No,53,MEDSW-EU
52,"Cream Forte 15 ml | Rich Moisturiser for Neurodermatitis, Psoriasis & Eczema Cream | Face Cream & Body Cream | With Neem Extract | Moisturiser Also as Eczema Cream",B0F1X79JJK,Cream,https://www.amazon.de/dp/B0F1X79JJK?psc=1,DE,https://m.media-amazon.com/images/I/61YG0vSv1DL._SY355_.jpg,natüür,11.09,136,87,50,"3,040.12","1,209.15",163,"14,256",DE,5.13,1,4.3,7,9,N/A,natüür,Beauty,Large Envelope,FBA,8.50 x 3.20 x 3.20 cm,0.04,N/A,"Mar 18, 2025",,No,13,natüür
63,"Eucerin AtopiControl Soothing Light Balm 200 ml, Basic Skin Care for Dry and Atopic Skin, Moisturising Body Cream with Ceramides and Licochalcone A",B08LYSVT7V,Cream,https://www.amazon.de/dp/B08LYSVT7V?psc=1,DE,https://m.media-amazon.com/images/I/61ZbtV6HpWL._SX342_.jpg,Eucerin,17.05,69,69,N/A,"1,204.90","1,204.48",147,"18,233",GB,N/A,8,4.7,41,8,0,Glamstore DE,Beauty,Extra Large Envelope,MFN,16.60 x 4.80 x 6.00 cm,0.23,N/A,"Dec 31, 2008",,No,208,Glamstore DE
110,"Naissance Apricot Kernel Oil (No. 204) – 900 ml – Natural, Vegan, GMO Free – Moisturising, Nourishing for Face, Hair, Lip Balm, Body, Massage, Cosmetics, Skin Care",B004RG7B8W,Check,https://www.amazon.de/dp/B004RG7B8W?psc=1,DE,https://m.media-amazon.com/images/I/61LdT5zmIhL._SY355_.jpg,Naissance,17.75,126,63,N/A,"2,018.60","1,203.85",163,"14,810",GB,6.25,1,4.6,"2,554",7,9,naissance ®,Beauty,Small Parcel,FBA,21.90 x 8.60 x 8.80 cm,0.88,N/A,"Jul 14, 2016",,No,117,naissance ®
71,A-DERMA Exomega Control Moisturising Balm 400ml,B0B4WM18WQ,Cream,https://www.amazon.de/dp/B0B4WM18WQ?psc=1,DE,https://m.media-amazon.com/images/I/61nM0aTIbeL._SY355_.jpg,A-Derma,17.99,47,47,N/A,"1,202.81","1,202.41",47,"23,450",PT,8.09,14,4.7,63,1,9,Beauty Lovy,Beauty,Small Parcel,MFN,18.40 x 6.50 x 6.50 cm,0.46,N/A,"Dec 24, 2020",,No,64,Beauty Lovy
141,"Colloidal Silver Cream Hydro (100 g) from Pharmacy Production - Less Fat Content, Easier to Apply - Silver Cream Hydro Pestalozzi Pharmacy",B0BMFWGFXW,Check,https://www.amazon.de/dp/B0BMFWGFXW?psc=1,DE,https://m.media-amazon.com/images/I/71DJgXhXbwL._AC_SY355_.jpg,Pestalozzi Apotheke,17.7,65,65,N/A,"1,153","1,152.90",138,"34,272",N/A,5.7,1,4.6,86,9,0,,Beauty,Extra Large Envelope,FBA,7.90 x 5.80 x 5.80 cm,0.15,N/A,"Nov 15, 2022",,No,41,
29,"MAYJAM Sweet Almond Oil Organic 473 ml, Body Oil Almond Oil Cold Pressed Pure Natural Carrier Oil for Skin Hair, Skin Oil Repair and Care, USDA Organic Sweet Almond Oil for Massage",B0FMF5XLBJ,Check,https://www.amazon.de/dp/B0FMF5XLBJ?psc=1,DE,https://m.media-amazon.com/images/I/71HALlJtcGL._SY355_.jpg,MAYJAM,13.56,137,79,N/A,"1,953.55","1,135.82",180,"8,445",CN,5.43,1,4.6,548,8,17,MAYJAM,Health & Personal Care,Small Parcel,FBA,19.80 x 6.90 x 7.10 cm,0.47,N/A,"Aug 14, 2025",,No,8,MAYJAM
44,"Almond Oil BIO Cold Pressed, Body Oil, 200ml, Vegan, Light Protection Glass Bottle, Almond Oil Organic for Cosmetics & Organic Massage Oil for the Whole Body, Satin Naturel, Almond Oil Made in Germany",B07J1XTMYB,Check,https://www.amazon.de/dp/B07J1XTMYB?psc=1,DE,https://m.media-amazon.com/images/I/71ygCfLrjfL._SY355_.jpg,Satin Naturel,16.99,394,64,N/A,"7,829.35","1,089.93",200,"2,936",BE,5.97,4,4.5,"2,864",9,N/A,Satin Naturel BV,Beauty,Extra Large Envelope,FBA,16.60 x 5.70 x 5.80 cm,0.4,N/A,"Jul 28, 2018",,No,93,Satin Naturel BV
58,"Cream Forte 150 ml | Rich Moisturising Cream for Neurodermatitis, Psoriasis & Eczema Cream | Face Cream & Body Cream | With Neem Extract | Moisturiser Also as Eczema Cream",B0GHPG2XH8,Cream,https://www.amazon.de/dp/B0GHPG2XH8?psc=1,DE,https://m.media-amazon.com/images/I/61ZOyuvw66L._SY355_.jpg,natüür,39.83,136,22,N/A,"3,040.12","1,083.18",171,"12,325",DE,10.91,1,4.3,7,9,N/A,natüür,Beauty,Extra Large Envelope,FBA,5.00 x 16.00 x 5.00 cm,0.22,N/A,"Jan 19, 2026",,No,3,natüür
62,"Hautöl, 50 ml oil",B00E4ZU020,Oil,https://www.amazon.de/dp/B00E4ZU020?psc=1,DE,https://m.media-amazon.com/images/I/71GKqcuRkbS._SY355_.jpg,Befelka,11.31,17,17,N/A,226.29,226.27,17,"84,399",N/A,5.2,11,4.3,92,5,0,Schongau-apo,Beauty,Large Envelope,MFN,10.30 x 3.90 x 4.10 cm,0.11,N/A,"Jul 22, 2013",,No,156,Schongau-apo
39,ZIAJA MED Fabric Softening Bath and Shower Oil Dermatological Formula for Atopic Skin 270ml,B0DGFHSB6G,Wash,https://www.amazon.de/dp/B0DGFHSB6G?psc=1,DE,https://m.media-amazon.com/images/I/51DqoZEEXPL._SY355_.jpg,Ziaja,7.31,6,6,N/A,54.07,54.05,91,"88,837",AMZ,3.78,2,5,2,3,0,Amazon,Beauty,Extra Large Envelope,AMZ,18.50 x 5.40 x 5.50 cm,0.29,N/A,"Mar 27, 2025",,No,16,Amazon
43,"SVR - Topialyse Huile Lavante - 24H Replenishing, Itch-Relieving Cleansing Oil - For Dry to Atopic Skin - Omegas 3-6-9, Niacinamide, Prebiotics - 1000ml",B09D8SW19S,Wash,https://www.amazon.de/dp/B09D8SW19S?psc=1,DE,https://m.media-amazon.com/images/I/61pEzoLLLyL._SY355_.jpg,SVR,14.47,55,37,N/A,"1,085.48",823.29,152,"15,674",FR,6.04,15,4.6,"1,669",8,66,Cosmeco,Beauty,Small Parcel,FBA,23.30 x 8.30 x 8.80 cm,1.17,N/A,"Aug 21, 2021",,No,59,Cosmeco
15,"Rilastil Xerolact Face and Body Oil for Babies, Children and Adults, Moisturising, Relipidizing for Dry, Irritated and Atopic Skin 1000ml",B0DVM1G1B3,Wash,https://www.amazon.de/dp/B0DVM1G1B3?psc=1,DE,https://m.media-amazon.com/images/I/61qoRmZRZTL._SY445_.jpg,Rilastil,14.83,97,97,50,"1,732.55","1,732.54",137,"24,092",AMZ,6.21,7,4.6,503,7,22,Amazon,Beauty,Small Parcel,AMZ,24.80 x 8.70 x 9.50 cm,1.17,N/A,"Feb 5, 2025",,No,17,Amazon
54,"PAEDIPROTECT Care Oil for Babies & Children, 200 ml, Baby Oil with Almond Oil for Young Skin, Body Oil for Mild Skin Care and Cleaning in the Nappy Area, Skin Oil without Perfume and Microplastic, Vegan",B07M8B7LTY,Oil,https://www.amazon.de/dp/B07M8B7LTY?psc=1,DE,https://m.media-amazon.com/images/I/71-JES2Jz7L._SY355_.jpg,PaediProtect,3.32,80,80,200,315.42,315.42,202,"1,464",AMZ,3.01,2,4.5,335,5,0,Amazon,Baby Products,Large Envelope,AMZ,16.80 x 3.10 x 6.70 cm,0.21,N/A,"Jan 7, 2019",,No,90,Amazon
