Product Details,ASIN,Segment,URL,Marketplace,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
"BIODERMA Atoderm Intensive Foaming Gel - Cleans, Purifies, Helps Soothe Itching - Supergreasy Cleansing Base - Dermatologist Prescribed - For the Whole Family - Pump Bottle 500ml",B00VIU15QO,Wash,https://www.amazon.fr/dp/B00VIU15QO?psc=1,FR,https://m.media-amazon.com/images/I/51UTwUhIZxL._AC_SY355_.jpg,Bioderma,15.7,66,66,N/A,"1,037.82","1,037.06",178,"12,495",N/A,7.08,8,4.4,716,8,4,,Beauty,Extra Large Envelope,FBA,20.10 x 5.10 x 8.30 cm,0.57,N/A,"Apr 1, 2015",,No,132,
Love & Green - Organic Surgras Cleansing Gel 500ml - For the Whole Family - Moisturizing Sensitive Skin - Formula based on pure ingredients,B07RK5C7HJ,Wash,https://www.amazon.fr/dp/B07RK5C7HJ?psc=1,FR,https://m.media-amazon.com/images/I/61QQik6w+VL._AC_SY355_.jpg,Love & Green,6.41,732,149,100,"5,922.84","1,081.15",139,266,AMZ,4.82,1,4.6,513,7,N/A,Amazon,Baby Products,Extra Large Envelope,AMZ,21.20 x 4.50 x 8.34 cm,0.58,N/A,"May 27, 2019",,No,83,Amazon
"Corine de Farme - Superfatty Monoi Shower Cream - pH Neutral for Skin, Natural Origin - Dermatological Control - 100% Made in France - 750 ml",B0DDT2QKSH,Cream,https://www.amazon.fr/dp/B0DDT2QKSH?psc=1,FR,https://m.media-amazon.com/images/I/61XSmnm7mDL._AC_SY355_.jpg,Corine de Farme,4.84,"1,676",285,200,"6,141.20","1,407.46",141,875,AMZ,5.3,1,4.6,"1,447",2,49,Amazon,Health & Household,Small Parcel,AMZ,20.80 x 6.10 x 9.80 cm,0.83,N/A,"Aug 21, 2024",,No,20,Amazon
LABORATOIRES VENDÔME - NUTRI V+ - Dermatological Bread Apricot Oil - Body & Face - Gently cleanses & nourishes - pH Neutral & Soap Free - High Tolerance - Dry to Very Dry Skin - 100g,B0DMSVT7G6,Wash,https://www.amazon.fr/dp/B0DMSVT7G6?psc=1,FR,https://m.media-amazon.com/images/I/71CbczK-HmL._AC_SY355_.jpg,Laboratoires Vendôme,3.71,487,487,200,"1,806.75","1,806.61",182,"1,452",AMZ,4.26,1,4.5,173,7,10,Amazon,Beauty,Large Envelope,AMZ,10.60 x 4.00 x 6.70 cm,0.11,N/A,"Nov 12, 2024",,No,17,Amazon
"Uriage Extra-Rich Cleansing Superfat Gel - Sensitive Skin - Preserves the Hydrolipidic Film of the Skin - Fresh Foaming Gel - Cleans without drying out - Face & Body - Soap Free, Physiological pH - 1L",B00IZA1132,Wash,https://www.amazon.fr/dp/B00IZA1132?psc=1,FR,https://m.media-amazon.com/images/I/61ArqWDXCnL._AC_SY355_.jpg,Uriage,12.49,160,118,50,"1,834.19","1,482.22",200,"5,720",FR,7.92,6,4.5,"1,759",8,17,Cosmeco,Beauty,Small Parcel,FBA,27.20 x 8.70 x 11.80 cm,1.13,N/A,"Mar 22, 2014",,No,145,Cosmeco
Le Petit Marseillais – Shea Butter Superfat Care Soap (2 100g loaves) – Hand and body soap with 98% ingredients of natural origin – Recyclable paper packaging,B0B45JPRJ9,Check,https://www.amazon.fr/dp/B0B45JPRJ9?psc=1,FR,https://m.media-amazon.com/images/I/71kdbX2EgmL._AC_SY355_.jpg,Le Petit Marseillais,1.72,523,523,N/A,"1,069.88","1,069.49",158,"2,405",AMZ,3.11,6,4.6,350,7,10,Amazon,Beauty,Standard Envelope,AMZ,12.30 x 2.20 x 8.20 cm,0.18,N/A,"Oct 17, 2019",,No,78,Amazon
Le Petit Marseillais – Sweet Almond Oil Surgras Care Soap (2 100g roll) – Solid hand & body soap with 98% ingredients of natural origin – Recyclable paper packaging,B0B99SBC1W,Wash,https://www.amazon.fr/dp/B0B99SBC1W?psc=1,FR,https://m.media-amazon.com/images/I/71oJPO-7vpL._AC_SY355_.jpg,Le Petit Marseillais,1.86,853,853,400,"1,586.98","1,586.82",164,898,AMZ,3.11,9,4.7,525,8,19,Amazon,Beauty,Standard Envelope,AMZ,12.20 x 2.40 x 8.30 cm,0.2,N/A,"Oct 17, 2019",,No,78,Amazon
"Topicrem - DA PROTECT Supergreasy Cleansing Gel - Cleans, Soothes, Protects - Shower Gel for Sensitive, Dry, Atopic Skin, Babies, Children and Adults - Made in France - 500ml",B00PTZXTQ8,Wash,https://www.amazon.fr/dp/B00PTZXTQ8?psc=1,FR,https://m.media-amazon.com/images/I/51W-+KX0TXL._AC_SY355_.jpg,Topicrem,10.89,243,212,N/A,"2,375.38","2,045.24",174,"3,248",N/A,8.41,11,4.5,"1,275",3,11,,Beauty,Small Parcel,MFN,25.20 x 8.10 x 9.80 cm,0.58,N/A,"Nov 19, 2014",,No,137,
Nuxe Dream Honey Cleansing Gel for Face and Body 750 ml,B09FW48XQV,Check,https://www.amazon.fr/dp/B09FW48XQV?psc=1,FR,https://m.media-amazon.com/images/I/61Pl-e0qTiL._AC_SY355_.jpg,Nuxe,28.94,207,185,N/A,"5,310.81","4,567.03",55,"4,050",N/A,10.13,2,4.6,854,5,9,,Beauty,Small Parcel,FBA,21.10 x 7.20 x 7.80 cm,0.87,N/A,"Jun 9, 2021",,No,58,
Bath and Shower Gel for Sensitive Skin 2x400ml Active Superfat Rogé Cavaillès,B075M8Q2G6,Check,https://www.amazon.fr/dp/B075M8Q2G6?psc=1,FR,"https://m.media-amazon.com/images/I/6174f0wojkL._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",Rogé Cavaillès,18.12,133,133,50,"2,535.05","2,534.75",77,"8,022",N/A,8.49,12,4.3,86,1,2,WE DISTRIB,Beauty,Extra Large Envelope,FBA,20.70 x 5.90 x 15.40 cm,0.95,N/A,"Sep 14, 2017",,No,103,WE DISTRIB
ROGÉ CAVAILLÈS | Bath Shower Gel – The Original | Nourishes & Protects the Skin | Gentle Cleansing | Sensitive Skin | Soap Free | 100% Recycled Plastic | Pack: Bath Shower Gel 1L + Eco-Refill 1L,B0CKBRV9VZ,Wash,https://www.amazon.fr/dp/B0CKBRV9VZ?psc=1,FR,"https://m.media-amazon.com/images/I/41n6r1sAF+L._AC_SX355_PIbundle-2,TopRight,0,0_SH20_.jpg",PARAVOSTRA,35.06,32,32,N/A,"1,124.04","1,123.91",194,"14,220",FR,13.06,1,4.3,32,4,0,WEB-MARKET,Beauty,Small Parcel,FBA,24.00 x 11.30 x 15.50 cm,2.17,N/A,"Oct 3, 2023",,No,30,WEB-MARKET
"Le Petit Marseillais – Sublimating Body Oil (Spray 150 Ml) – Body Care Hydration 24H – Body Oil with Shea Butter, Sweet Almond and Argan Oil",B0FDKKQD17,Check,https://www.amazon.fr/dp/B0FDKKQD17?psc=1,FR,https://m.media-amazon.com/images/I/61B9xtobk5L._AC_SY355_.jpg,Le Petit Marseillais,5.5,749,749,400,"5,238.10","5,235.15",140,596,AMZ,4.4,1,4.5,85,7,21,Amazon,Beauty,Large Envelope,AMZ,17.10 x 3.10 x 5.30 cm,0.17,N/A,"Jun 18, 2025",,No,10,Amazon
"Topicrem - CICA+, Stretch Marks and Scars Concentrated Oil - Attenuated, Helps Prevent, Soothes, Moisturizes 24h - Face and Body Care for Sensitive Skin - Non Greasy, Non Sticky Finish - 100ml",B0B5B2HG2W,Oil,https://www.amazon.fr/dp/B0B5B2HG2W?psc=1,FR,https://m.media-amazon.com/images/I/51K1t2jvhKL._AC_SY355_.jpg,Topicrem,9.98,810,810,400,"8,302.65","8,294.42",192,827,AMZ,5.11,3,4.5,537,7,22,Amazon,Beauty,Extra Large Envelope,AMZ,13.30 x 4.20 x 4.40 cm,0.12,N/A,"Jun 27, 2022",,No,46,Amazon
Vaseline Intensive Care Coconut Restore Body Oil for Healthy and Hydrated Skin Regenerating Body Oil Gel with 100% Pure Coconut Oil (1 x 200ml),B0FYQBNRRC,Check,https://www.amazon.fr/dp/B0FYQBNRRC?psc=1,FR,https://m.media-amazon.com/images/I/610qgwOxIqL._AC_SY355_.jpg,Vaseline,11.99,120,120,50,"1,435.48","1,434.14",143,"6,286",AT,6.75,1,4.2,53,7,44,prsWORLD,Beauty,Large Envelope,FBA,16.10 x 3.00 x 6.20 cm,0.2,N/A,"Jan 6, 2026",,No,3,prsWORLD
"CeraVe - Moisturising Foaming Cleansing Oil - Moisturizes and Soothes Without Altering the Skin Barrier - Ceramides, Triglycerides, Squalane - Normal to Very Dry, Atopic Prone Skin - 473 ml",B0967LDZ7R,Wash,https://www.amazon.fr/dp/B0967LDZ7R?psc=1,FR,https://m.media-amazon.com/images/I/517+j47c8uL._AC_SX342_.jpg,CeraVe,11.9,"2,220","2,220","1,000","26,239.16","26,216.79",189,240,AMZ,6.1,3,4.6,"6,153",8,92,Amazon,Beauty,Extra Large Envelope,AMZ,18.80 x 4.80 x 8.40 cm,0.54,N/A,"Jul 22, 2021",,No,57,Amazon
"Mixa - Anti-Stretch Mark Oil - 30% Omega 6 & 9 - Reduces Color, Texture and Thickness of Post-Pregnancy Stretch Marks or Weight and Size Variations - 100ml",B0DQLCYKRC,Check,https://www.amazon.fr/dp/B0DQLCYKRC?psc=1,FR,https://m.media-amazon.com/images/I/51AtLzFiEfL._AC_SY355_.jpg,Mixa,9.99,"1,408",674,300,"12,745.54","6,459.89",155,465,AMZ,5.75,1,4.5,"1,258",6,48,Amazon,Beauty,Large Envelope,AMZ,15.60 x 3.10 x 5.00 cm,0.1,N/A,"Dec 16, 2024",,No,16,Amazon
Veet - Hydrating Miraculous Oil Post Hair Removal and Pre and Post Shave - Based on Natural Oils,B07YVFG9CJ,Check,https://www.amazon.fr/dp/B07YVFG9CJ?psc=1,FR,https://m.media-amazon.com/images/I/61nyX80T4hL._AC_SY355_.jpg,Veet,9.35,"1,179","1,010",800,"14,423.98","8,845.79",96,454,AMZ,4.71,1,4.5,"2,983",5,8,Amazon,Health & Household,Large Envelope,AMZ,13.80 x 2.70 x 4.60 cm,0.11,N/A,"May 12, 2020",,No,71,Amazon
"Uriage Xemose Cleansing Oil for dry skin with atopic tendency I Cleanses and soothes itching. Foaming, Nourishing Gel-en-Oil I Face & Body I Unscented, Soap Free I Physiological pH",B00P9YV0Z6,Wash,https://www.amazon.fr/dp/B00P9YV0Z6?psc=1,FR,https://m.media-amazon.com/images/I/71EWe75PRLL._AC_SY355_.jpg,Uriage,20,216,216,100,"2,772","2,771.50",180,"1,860",CH,8.6,9,4.6,597,9,3,Skincare Expert France,Beauty,Small Parcel,FBA,24.21 x 7.70 x 8.10 cm,1.21,N/A,"Aug 27, 2014",,No,140,Skincare Expert France
WELEDA - Relaxing Lavender Oil - Relaxes and soothes - For a moment of relaxation while nourishing the skin - NATRUE* - Vegan*** - 100 ml,B000ORYDJI,Check,https://www.amazon.fr/dp/B000ORYDJI?psc=1,FR,https://m.media-amazon.com/images/I/51oWFRHd20L._AC_SY355_.jpg,Weleda,13.49,360,360,100,"4,763.73","4,760.78",137,"3,587",AMZ,6.41,2,4.7,"2,531",6,26,Amazon,Beauty,Large Envelope,AMZ,15.60 x 3.71 x 6.10 cm,0.27,N/A,"Aug 9, 2010",,No,188,Amazon
"n2 Aromatherapy Sweet Almond Oil 900ml - For Skin, Hair, Massage, Nails, Cuticles, Ears, Face, Body",B0BTM352LL,Other,https://www.amazon.fr/dp/B0BTM352LL?psc=1,FR,https://m.media-amazon.com/images/I/61G-3WZKNEL._AC_SY355_.jpg,n2 Aromatherapy,12.99,666,558,300,"8,411.08","7,239.98",99,"1,423",GB,7.74,1,4.6,247,7,18,naissance ®,Beauty,Small Parcel,FBA,21.90 x 8.70 x 8.80 cm,0.83,N/A,"May 24, 2023",,No,35,naissance ®
"Corine de Farme Nourishing and Moisturizing After-Sun Oil for Body and Hair, Soothes, Moisturizes, Prolongs Tanning, Repairs Hair, Island Fragrance - 150 ml",B01N1A3PRG,Other,https://www.amazon.fr/dp/B01N1A3PRG?psc=1,FR,https://m.media-amazon.com/images/I/61q+kT+AytL._AC_SY355_.jpg,Corine de Farme,7.49,902,145,50,"5,035.92","1,083.87",156,592,AMZ,4.55,1,4.6,494,5,N/A,Amazon,Beauty,Large Envelope,AMZ,17.50 x 3.00 x 6.60 cm,0.16,N/A,"Mar 15, 2017",,No,109,Amazon
Vibratissimo Hot Moments Heating and Soothing Massage Oil 100ml,B0BRT2T99X,Check,https://www.amazon.fr/dp/B0BRT2T99X?psc=1,FR,https://m.media-amazon.com/images/I/61WaAk5frbL._AC_SY355_.jpg,Vibratissimo,9.99,"1,250",618,400,"16,244.29","7,014.74",63,659,DE,4.76,1,4.2,"4,306",6,28,HaJa GmbH,Health & Household,Large Envelope,FBA,13.20 x 3.60 x 3.90 cm,0.1,N/A,"Mar 15, 2023",,No,37,HaJa GmbH
"MIXA - Multi-purpose Anti-Drying Cream - 48H Hydration & Soothing - 100% Vegetable Oils (Shea, Sweet Almond, Soy) - Dry and Sensitive Skin - 400ml",B0GHPPCY2Y,Cream,https://www.amazon.fr/dp/B0GHPPCY2Y?psc=1,FR,https://m.media-amazon.com/images/I/61cUHwVSzbL._AC_SY355_.jpg,Mixa,5.98,"2,349",369,200,"17,092.80","2,454.92",146,84,AMZ,6.27,1,4.2,3,6,0,Amazon,Beauty,Small Parcel,AMZ,9.10 x 8.80 x 9.00 cm,0.45,N/A,"Jan 19, 2026",,No,3,Amazon
"LE PETIT OLIVIER - Lait Corps Hydratant - Huile D'Olive - Adoucit, Apaise & Hydrate - Peaux Normales A Sèches - 96% D'Origine Naturelle - Sans Silicone - Fabriqué en France - 250 ml",B083J7HTLJ,Check,https://www.amazon.fr/dp/B083J7HTLJ?psc=1,FR,https://m.media-amazon.com/images/I/61maaTQzuRL._AC_SY355_.jpg,Le Petit Olivier,3.95,549,402,200,"2,139.71","1,595.35",181,"2,152",AMZ,4.63,2,4.6,275,8,15,Amazon,Beauty,Extra Large Envelope,AMZ,20.40 x 4.70 x 7.30 cm,0.29,N/A,"Jan 6, 2020",,No,75,Amazon
"WELEDA - Skin Food Body Balm - For dry to very dry skin - Intensely nourishes, moisturizes and soothes the skin - NATRUE - Vegan - 150 ml",B07JKZWSRW,Check,https://www.amazon.fr/dp/B07JKZWSRW?psc=1,FR,https://m.media-amazon.com/images/I/51xhWvtW9lL._AC_SY355_.jpg,Weleda,14.95,382,382,100,"5,310.72","5,308.19",137,"3,292",AMZ,7.31,1,4.7,"6,168",6,58,Amazon,Beauty,Small Parcel,AMZ,7.80 x 7.01 x 7.80 cm,0.29,N/A,"Dec 23, 2018",,No,88,Amazon
"Topicrem - DA Balm Emollient - Moisturizing Cream, Relipid, Nourishes & Soothes - Face and Body Care for Sensitive, Dry, Atopic Skin, Babies, Children & Adults - Made in France - 500ml",B00PAUP3J8,Cream,https://www.amazon.fr/dp/B00PAUP3J8?psc=1,FR,https://m.media-amazon.com/images/I/51sBe8myOhL._AC_SY355_.jpg,Topicrem,12.79,"1,793","1,143","1,000","19,225.50","13,741.35",184,201,AMZ,6.64,7,4.5,"2,234",7,28,Amazon,Beauty,Small Parcel,AMZ,20.40 x 6.10 x 6.30 cm,0.57,N/A,"Nov 6, 2014",,No,137,Amazon
"MAYJAM White Musk Fragrance Oil 100ml, Premium White Musk Fragrance Oil for Essential Oil Diffuser, Aromatherapy, Unwinding",B0FK55ZQP7,Check,https://www.amazon.fr/dp/B0FK55ZQP7?psc=1,FR,https://m.media-amazon.com/images/I/61jsIj-2GYL._AC_SY355_.jpg,MAYJAM,9.99,349,170,300,"3,466.12","1,613.86",123,748,CN,5.4,1,4.2,924,6,38,MAYJAM-FR,Health & Household,Extra Large Envelope,FBA,13.10 x 5.10 x 6.20 cm,0.21,N/A,"Jul 28, 2025",,No,9,MAYJAM-FR
"Le Petit Marseillais – Hydrating Care Milk (400 ml pump) – Body Lotion for Very Dry Skin 24H Hydration – Body Milk with Shea Butter, Sweet Almond and Argan Oil",B0FDKH396F,Cream,https://www.amazon.fr/dp/B0FDKH396F?psc=1,FR,https://m.media-amazon.com/images/I/61Ne-tNbX8L._AC_SY355_.jpg,Le Petit Marseillais,5.11,439,439,200,"2,264.14","2,263.57",159,"1,877",AMZ,4.37,1,4.8,51,7,5,Amazon,Beauty,Large Envelope,AMZ,22.10 x 3.80 x 9.50 cm,0.45,N/A,"Jun 18, 2025",,No,10,Amazon
Lierac - Phytolastil - Massage Oil 100ml - Stretch marks Body Care - Nourishes - Soothes - Improves skin elasticity - 99% ingredients of natural origin - Fragrance free -All skin types,B0CX91SM77,Check,https://www.amazon.fr/dp/B0CX91SM77?psc=1,FR,https://m.media-amazon.com/images/I/51szTOW6-cL._AC_SY445_.jpg,Lierac,12.99,97,97,50,"1,210.98","1,210.61",184,"10,866",AMZ,6.73,1,4.6,23,4,0,Amazon,Beauty,Extra Large Envelope,AMZ,14.80 x 4.80 x 4.80 cm,0.22,N/A,"Feb 15, 2024",,No,26,Amazon
Uriage Xemose Cleansing Oil for Dry Skin - Cleanses and Soothes Itching - Foaming and Nourishing - Face & Body - Unscented - Soap Free - Physiological pH - 500 ml,B06XXWTV3H,Wash,https://www.amazon.fr/dp/B06XXWTV3H?psc=1,FR,https://m.media-amazon.com/images/I/71-h6r86HIL._AC_SY355_.jpg,Uriage,11.41,129,107,N/A,"1,536.15","1,291.42",162,"5,395",N/A,7.5,13,4.6,"1,883",8,245,,Beauty,Small Parcel,FBA,20.50 x 6.30 x 6.40 cm,0.62,N/A,"Mar 7, 2017",,No,109,
Johnson & Johnson Moisturizing Oils 1 Unit 500ml,B01N7L4UMQ,Check,https://www.amazon.fr/dp/B01N7L4UMQ?psc=1,FR,https://m.media-amazon.com/images/I/71hQBlUcoHL._AC_SY355_.jpg,Johnson's Baby,6.32,598,598,200,"3,707.65","3,706.47",48,934,N/A,4.8,2,4.6,"1,246",6,31,,Baby Products,Extra Large Envelope,MFN,18.70 x 5.10 x 8.00 cm,0.46,N/A,"May 7, 2016",,No,119,
"Cyperus Rotundus 100% Pure Natural Hair Removal Oil for Body & Face for Women, Reduces Unwanted Hair Growth After Shaving, Shrinks Pores, Moisturizes, Soothes and",B0F29M8GMG,Check,https://www.amazon.fr/dp/B0F29M8GMG?psc=1,FR,https://m.media-amazon.com/images/I/81UbWmdbXOL._AC_SY355_.jpg,JIUYUANCHUNJJ,9.99,281,141,50,"3,645.72","1,407.24",162,"2,499",CN,5.11,1,4.1,185,7,30,Happy Cart Shop,Health & Household,Extra Large Envelope,FBA,12.50 x 4.19 x 4.29 cm,0.13,N/A,"May 9, 2025",,No,11,Happy Cart Shop
"NIVEA Repair Balm Face, Body & Hands Very Dry Skin (1 x 400ml), Vitamin E & Glycerin Cream for Extra Dry Rough Skin, 72H Moisturizing Body Care",B0CZRN24YX,Cream,https://www.amazon.fr/dp/B0CZRN24YX?psc=1,FR,https://m.media-amazon.com/images/I/61AOUDboWXL._AC_SY355_.jpg,NIVEA,5.85,"1,931","1,642",900,"11,299.40","9,677.29",143,345,AMZ,7.25,4,4.6,553,11,N/A,Amazon,Beauty,Small Parcel,AMZ,9.40 x 9.20 x 9.30 cm,0.45,N/A,"Apr 3, 2024",,No,24,Amazon
"PraNaturals Pure & Natural Moroccan Argan Oil for Face & Body 100 ml - Rich in Vitamin E for Healthy Skin, Hair & Nails - Paraben and SLS Free - Vegan and Cruelty Free",B08DYFPD6F,Other,https://www.amazon.fr/dp/B08DYFPD6F?psc=1,FR,https://m.media-amazon.com/images/I/71rNeZ84S3L._AC_SY355_.jpg,PraNaturals,13.99,142,142,50,"1,991.15","1,989.56",167,"6,108",GB,6.82,1,4.6,"3,203",8,71,Just Beauty UK,Beauty,Extra Large Envelope,FBA,14.00 x 6.00 x 6.80 cm,0.22,N/A,"Aug 7, 2020",,No,68,Just Beauty UK
Pranarôm rosehip organic vegetable oil 50 ml,B000VYP9ZQ,Check,https://www.amazon.fr/dp/B000VYP9ZQ?psc=1,FR,https://m.media-amazon.com/images/I/71RaSvK7BaL._AC_SY355_.jpg,Pranarôm,7.99,"1,582","1,582",800,"12,619.12","12,603.17",44,437,AMZ,4.95,1,4.5,"1,625",6,42,Amazon,Beauty,Extra Large Envelope,AMZ,11.40 x 4.40 x 4.50 cm,0.12,N/A,"Jun 29, 2009",,No,202,Amazon
"Bionoble Gel Aloe Vera Bio 100% Pur Aloe 100ml - Flacon Verre Recyclable + Pompe - Gel Aloe Vera Cheveux Bouclés, Hydratant Crème Aloe Vera Visage, Soin Coup de Soleil Corps - Aloe Vera Gel Bio",B08PPPP1RK,Other,https://www.amazon.fr/dp/B08PPPP1RK?psc=1,FR,https://m.media-amazon.com/images/I/81HXB1uRv+L._AC_SY355_.jpg,BIONOBLE,10.98,624,391,200,"8,486.41","4,289.80",193,"1,288",AMZ,6.95,1,4.5,"3,356",9,37,Amazon,Beauty,Extra Large Envelope,AMZ,14.40 x 4.90 x 5.00 cm,0.22,N/A,"Dec 20, 2020",,No,64,Amazon
"n2 Aromatherapy Grape Seed Oil 900 ml for Massage, Face, Hair",B0C77VSW14,Other,https://www.amazon.fr/dp/B0C77VSW14?psc=1,FR,https://m.media-amazon.com/images/I/71r1bp17P4L._AC_SY355_.jpg,n2 Aromatherapy,11.99,178,178,50,"2,139.22","2,137.32",61,"4,190",GB,7.55,1,4.6,81,7,4,naissance ®,Beauty,Small Parcel,FBA,22.00 x 8.40 x 8.80 cm,0.89,N/A,"Jul 27, 2023",,No,33,naissance ®
Cicabiafine – Nourishing Anti-Irritation Cream (200 ml tube) – Moisturizing cream for extra-dry skin with atopic tendency – Repairing enriched with glycerin,B0052EBJF4,Cream,https://www.amazon.fr/dp/B0052EBJF4?psc=1,FR,https://m.media-amazon.com/images/I/61FnrTTAMJL._AC_SY355_.jpg,Cicabiafine,12.79,"1,138","1,138",600,"14,442","14,431.22",156,751,AMZ,6.64,3,4.6,"1,153",6,26,Amazon,Beauty,Extra Large Envelope,AMZ,19.61 x 5.59 x 7.49 cm,0.24,N/A,"May 24, 2011",,No,179,Amazon
"SVR - Topialyse Crème - Soothing nourishing cream 48H - For dry and sensitive skin - Shea butter, vegetable oils - 200ml",B0BLXN5JDH,Cream,https://www.amazon.fr/dp/B0BLXN5JDH?psc=1,FR,https://m.media-amazon.com/images/I/61hJpVlqK4L._AC_SY355_.jpg,SVR,17.41,312,106,50,"5,317.01","1,673.26",120,"2,332",FR,7.11,1,4.6,529,6,17,Cosmeco,Beauty,Extra Large Envelope,FBA,16.10 x 4.50 x 7.80 cm,0.21,N/A,"Sep 21, 2022",,No,43,Cosmeco
"Foucaud - LA FRICTION - Body Lotion, Relief, Soothes, Relaxes, Refreshes, 7 Essential Oil 100% Natural - Body Oil - French Brand Since 1946 - Glass Bottle 250ml",B002HGSH46,Check,https://www.amazon.fr/dp/B002HGSH46?psc=1,FR,"https://m.media-amazon.com/images/I/61VTK8q5rmL._AC_SX355_PIbundle-250,TopRight,0,0_SH20_.jpg",Foucaud,11.89,558,162,50,"9,156.36","1,922.68",160,"1,221",AMZ,6.19,1,4.7,"2,960",6,32,Amazon,Health & Household,Extra Large Envelope,AMZ,17.10 x 5.90 x 5.90 cm,0.48,N/A,"May 27, 2011",,No,179,Amazon
Professional Body Massage Oil + Free Dispenser Economical Size The Massage You Expect Ayurveda Oil Aromatherapy Spa Massage Oil 1000ml 1 Litre,B0B2KBHHK8,Check,https://www.amazon.fr/dp/B0B2KBHHK8?psc=1,FR,https://m.media-amazon.com/images/I/714lRTTyQJL._AC_SY355_.jpg,bleu & marine Bretania,21.65,357,265,100,"10,260.86","5,674.40",142,"3,088",FR,9.11,2,3.9,438,6,N/A,Amazon,Beauty,Small Parcel,FBA,22.30 x 7.30 x 19.60 cm,0.99,N/A,"May 27, 2022",,No,47,Amazon
"BIONOBLE Organic Pure Black Seed Oil - Cold Pressed, 100% Natural Origin, Hexane Free - Anti-Acne, Purifies - Face, Body, Hair - Vegan Black Seed Oil - Glass Bottle, Pipette, Pump - 50ml",B087WQP8PM,Other,https://www.amazon.fr/dp/B087WQP8PM?psc=1,FR,https://m.media-amazon.com/images/I/81ZceVfmezL._AC_SY355_.jpg,BIONOBLE,11.98,"12,470",346,200,"197,550.10","4,137.96",186,8,AMZ,6.11,1,4.4,"1,236",9,78,Amazon,Beauty,Extra Large Envelope,AMZ,12.70 x 4.30 x 4.40 cm,0.13,N/A,"Jun 24, 2022",,No,46,Amazon
"Foucaud - LA FRICTION - Body Lotion, Relief, Soothes, Relaxes, Refreshes, 7 Essential Oil 100% Natural - Body Oil - French Brand Since 1946 - Glass Bottle 500ml",B0052EE6NG,Check,https://www.amazon.fr/dp/B0052EE6NG?psc=1,FR,https://m.media-amazon.com/images/I/61TOcGyrmeL._AC_SX355_.jpg,Foucaud,18.5,558,351,200,"9,156.36","6,415.96",160,"1,081",AMZ,8.67,1,4.7,"2,960",6,32,Amazon,Health & Household,Small Parcel,AMZ,22.20 x 6.90 x 7.10 cm,0.85,N/A,"May 24, 2011",,No,179,Amazon
EOS Shea Better 24H Moisture Body Lotion Vanilla Cashmere,B08KT2Z93D,Check,https://www.amazon.fr/dp/B08KT2Z93D?psc=1,FR,https://m.media-amazon.com/images/I/51lP01--ejL._AC_SY355_.jpg,eos,22.04,686,626,300,"15,059.18","13,565.76",57,"1,805",AMZ,6.07,7,4.5,"46,651",12,"1,371",Amazon US,Beauty,Standard Envelope,AMZ,14.90 x 2.40 x 10.30 cm,0.04,N/A,"May 11, 2023",,No,35,Amazon US
"DEXERYL - Emollient Body Cream - Medical Device - Moisturizes & Restores the Skin Barrier from birth - Very Dry or Atopic Skin - Fragrance Free, Paraben Free - Eczema, Psoriasis - 500g",B0GKQ4Y7S2,Cream,https://www.amazon.fr/dp/B0GKQ4Y7S2?psc=1,FR,https://m.media-amazon.com/images/I/51Y27Bv8n1L._AC_SY355_.jpg,DEXERYL,16.5,554,229,N/A,"7,012.84","3,782.80",184,703,N/A,8.27,1,5,6,1,4,,Beauty,Extra Large Envelope,FBA,23.10 x 5.70 x 5.80 cm,0.56,N/A,"Jan 30, 2026",,No,3,
"Topicrem - DA PROTECT Balm Emollient - Moisturizing Cream, Relipid, Nourishes & Soothes - Face and Body Care for Sensitive, Dry, Atopic Skin, Babies, Children & Adults - Made in France - 200ml",B00FL00DPQ,Cream,https://www.amazon.fr/dp/B00FL00DPQ?psc=1,FR,https://m.media-amazon.com/images/I/51JgRQuzlQL._AC_SY355_.jpg,Topicrem,7.99,"1,793",506,200,"19,225.50","3,853.40",192,201,AMZ,4.95,6,4.5,"2,234",8,43,Amazon,Beauty,Extra Large Envelope,AMZ,17.30 x 4.80 x 7.20 cm,0.22,N/A,"Oct 2, 2013",,No,150,Amazon
"BIODERMA Atoderm Intensive Balm - Anti-itch, Repairing and Nourishing Care - Very Dry, Irritated to Atopic Skin - Dermatologist Prescribed - Pump Bottle 500ml",B0161ZC5GY,Cream,https://www.amazon.fr/dp/B0161ZC5GY?psc=1,FR,https://m.media-amazon.com/images/I/51j19A6MGZL._AC_SY355_.jpg,Bioderma,23.5,281,281,N/A,"6,605.65","6,605.53",158,"3,245",N/A,9.32,18,4.7,"8,958",8,116,,Beauty,Small Parcel,FBA,20.95 x 6.60 x 6.81 cm,0.55,N/A,"Oct 1, 2015",,No,126,
