Product Details,ASIN,URL,Image URL,Brand,Price  €,ASIN Revenue,BSR,Ratings,Review Count,Creation Date,Seller Age (mo)
"Raid Essentials Freeze Spray, Insecticide-Free Aerosol Against Crawling Insects, Pack of 1 (1 x 350 ml)",B08WQRQ14Y,https://www.amazon.de/dp/B08WQRQ14Y?psc=1,https://m.media-amazon.com/images/I/718EuXXO55L._AC_SY355_.jpg,Raid ESSENTIALS,9.99,140.3,"71,170",3.7,292,"Mar 2, 2021",60
Safe Protection Insect Spray - Ready-to-Use Liquid Against Crawling & Flying Insects - Without Aerosols 500 ml,B0GLG26BLY,https://www.amazon.de/dp/B0GLG26BLY?psc=1,https://m.media-amazon.com/images/I/51F7i+0lOpL._AC_SY355_.jpg,AL Faras,18.95,112.99,"84,542",N/A,0,"Jan 27, 2026",2
"BugLock Insect Spray – 400 ml – Biocide Free – Encapsulation Effect with Physical Effect – Universal Spray – Against Silverfish, Ants, Cockroaches, Beetles, Spiders and More – Direct Contact Spray",B0DV9YFGJW,https://www.amazon.de/dp/B0DV9YFGJW?psc=1,https://m.media-amazon.com/images/I/81YSAn18rQL._AC_SY355_.jpg,Panteer,12.95,80.99,"154,213",3.4,15,"Jan 28, 2025",14
INSIGO Biocide-free insect repellent 500 ml - spray against insects and bugs control - immediate effect - insect spray & agent against bugs - low odour and stain free - insect repellent,B093B8XGV4,https://www.amazon.de/dp/B093B8XGV4?psc=1,https://m.media-amazon.com/images/I/51JqWiL903L._AC_SY355_.jpg,INSIGO,12.99,47.31,"136,347",4.1,9,"Apr 23, 2021",59
Set of 3 ice spray against vermin iced at -45 °C 400 ml insect spray insect fly spray,B0FN43PVLS,https://www.amazon.de/dp/B0FN43PVLS?psc=1,"https://m.media-amazon.com/images/I/611MIutbUlL._AC_SY355_PIbundle-3,TopRight,0,0_SH20_.jpg",HAC24,18.9,26.44,"64,519",N/A,0,"Aug 20, 2025",7
"RepellShield Natural Insect Spray Against Crawling Insects, 0.5 L, Ready to Use & Non-Colouring, with Essential Oils, Indoor and Outdoor Use, Multi-Use Insect Barrier",B0F6VH1JHH,https://www.amazon.de/dp/B0F6VH1JHH?psc=1,https://m.media-amazon.com/images/I/61YOg1FOnGL._AC_SY355_.jpg,RepellShield,15.99,23.92,"142,477",3.8,43,"Jul 15, 2025",8
"Ant Repellent Powder - 500 g - Instant Effect Against Ants, Woodlice Beetles - For Indoor and Outdoor Use - Sprinkle or Watering - Ant Litter - Ant Powder - PT19 Repellent (1 x 500 g)",B0FH72PDX2,https://www.amazon.de/dp/B0FH72PDX2?psc=1,https://m.media-amazon.com/images/I/81uvDt809xL._AC_SY355_.jpg,Panteer,16.97,"4,842.89","5,679",3.9,51,"Jul 10, 2025",8
"EcoVenger Ant & Crawling Insect Spray 16 oz, Works Quickly in Minutes, Also Kills Spiders, Centipedes and More, Leaves a Deterrent Residue - Child and Pet Friendly",B00GD752XO,https://www.amazon.de/dp/B00GD752XO?psc=1,https://m.media-amazon.com/images/I/614cAzgy4IL._SX342_.jpg,EcoVenger,18.95,"3,211.54","8,130",4.1,"5,343","Sep 15, 2014",138
Raid Essentials Ameisen- und Schabenabwehr Raumschutz-Spray,B0CQP54QVC,https://www.amazon.de/dp/B0CQP54QVC?psc=1,https://m.media-amazon.com/images/I/61EPiywqRQL._AC_SY355_.jpg,Raid,4.95,"2,500.47","1,530",4.2,276,"Dec 20, 2023",27
"Ant Repellent Powder - 1000 g - Instant Effect Against Ants, Woodlice Beetles - For Indoor and Outdoor Use - Sprinkle or Watering - Ant Litter - Ant Powder - PT19 Repellent - Made in Europe (2 x 500 g",B0FNRZCLTW,https://www.amazon.de/dp/B0FNRZCLTW?psc=1,"https://m.media-amazon.com/images/I/81xNRtXNDEL._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",Panteer,25.2,"1,788.55","5,681",3.9,51,"Aug 26, 2025",7
"Catchmaster 100i, 300 x Premium Cockroach Traps, Cockroach Trap Adhesive Traps, Fighting Cockroaches, Poison and Biocide Free, Agent Against Cockroaches, Crickets, Cockroaches",B08F7JHXJX,https://www.amazon.de/dp/B08F7JHXJX?psc=1,https://m.media-amazon.com/images/I/81G8reoJHzL._AC_SY355_.jpg,Catchmaster,129.99,935.06,"1,527",4.1,"4,033","Aug 12, 2020",67
"Catchmaster Cockroach Trap, 30 x Premium Adhesive Traps 100i, Simple Insect Trap for Kitchen, Traps for Cockroaches, Agent Against Cockroach Infestation incl. E-book (English language not guaranteed).",B08D246QL2,https://www.amazon.de/dp/B08D246QL2?psc=1,https://m.media-amazon.com/images/I/71iTIUR+5TL._AC_SY355_.jpg,Catchmaster,15.67,"9,657.8","1,527",4.1,"4,033","Aug 7, 2020",67
"Vermin Bait Box, Pack of 4 Cockroaches Gel Bait for Effective Indoors",B0FWRRG1RZ,https://www.amazon.de/dp/B0FWRRG1RZ?psc=1,https://m.media-amazon.com/images/I/81xI1N4gNbL._SX342_.jpg,Yineaae,19.98,"6,688.22","2,822",4.6,21,"Oct 17, 2025",5
"Adhesive Trap, Cricket Trap, Pack of 20 Adhesive Traps, Cockroach Traps, Cockroach Traps, for Pests, Cockroaches, Cockroaches, Cockroaches",B0BRSJPTT4,https://www.amazon.de/dp/B0BRSJPTT4?psc=1,https://m.media-amazon.com/images/I/7112bl02L7L._AC_SY355_.jpg,DAZZTIME,22.99,"4,195.62","4,196",4.2,373,"Mar 27, 2023",36
"Cockroaches Stop Spray 500 ml - Anti Cockroaches Spray I Effective Repellent Spray Against Cockroaches, Cockroaches I Non-Staining I Long-Lasting Protection",B0G1YWBLGV,https://www.amazon.de/dp/B0G1YWBLGV?psc=1,https://m.media-amazon.com/images/I/51aUfi65WBL._AC_SY355_.jpg,naturetrend,16.9,"4,001.82","1,285",4.2,690,"Nov 12, 2025",4
"Pack of 6 x 30 g Cockroach Trap, Cockroach Trap for Kitchens, Living Rooms and Outdoor Use",B0G1BHRD6N,https://www.amazon.de/dp/B0G1BHRD6N?psc=1,https://m.media-amazon.com/images/I/81YX5OpLU-L._AC_SY355_.jpg,Tiezeeu,22.97,"3,753.46","8,170",4.3,13,"Jan 12, 2026",2
"Pack of 4 Cockroaches Gel Baits for Effective Indoors - 4 x 30 g, Odourless, Safe for Children & Pets",B0GDG7HX5X,https://www.amazon.de/dp/B0GDG7HX5X?psc=1,"https://m.media-amazon.com/images/I/816XSgH5O+L._AC_SY355_PIbundle-4,TopRight,0,0_SH20_.jpg",Yineaae,19.99,"3,336.38","14,498",4.7,4,"Dec 31, 2025",3
"Super Ninja Cockroach Trap - Pack of 12 Cockroach Traps for Indoor Spaces, Cockroach Control, Non-Toxic Vermin Traps with Attractant, Safe for Home, Garage & Basement",B0BQ3DGXQP,https://www.amazon.de/dp/B0BQ3DGXQP?psc=1,https://m.media-amazon.com/images/I/815fAfiB0eL._AC_SX355_.jpg,Super Ninja,11.99,"3,093.3","5,006",3.9,"2,282","Dec 14, 2022",39
"Patronus Cockroach Power Fogger – 2 x 150 ml – Effective Nebuliser with Maximum Immediate Effect to Repel Cockroaches & Cockroaches, Ideal for Small Cockroach Hiding Areas – Made in Germany",B0DYGKDSX9,https://www.amazon.de/dp/B0DYGKDSX9?psc=1,"https://m.media-amazon.com/images/I/91qJFXvaSmL._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",Patronus,24.95,"2,864.53","7,392",3.6,74,"Feb 25, 2025",13
"Pack of 48 Cockroaches Gel Repellent Cockroach Trap - Cockroach Trap Anti Kitchen Cockroach Gel, Suitable for Bugs such as Bed Bugs, Cockroaches, Bread Beetles, Crickets",B0FXMJYFKJ,https://www.amazon.de/dp/B0FXMJYFKJ?psc=1,https://m.media-amazon.com/images/I/81pi6UnbKDL._AC_SY355_.jpg,ELF-GRETTER,12.99,"2,396.19","13,878",4.1,48,"Dec 20, 2025",3
"Patronus Cockroach Trap [Pack of 18] with Effective & Toxin-Free Bait Tablets, Strong Monitoring Adhesive Trap, Cockroach Trap for Determining Infestation of Kitchen Cockroaches and Cockroaches in All Living Rooms",B0FCMT2K6W,https://www.amazon.de/dp/B0FCMT2K6W?psc=1,https://m.media-amazon.com/images/I/81l7POufyvL._AC_SY355_.jpg,Patronus,12.45,"2,257.57","3,963",3.9,305,"Jun 12, 2025",9
"Patronus Cockroach Trap [Pack of 9] with Effective & Toxin-Free Bait Tablets, Strong Monitoring Adhesive Trap, Cockroach Trap for Determining Infestation of Kitchen Cockroaches and Cockroaches in All Living Rooms",B0FCMVNF8W,https://www.amazon.de/dp/B0FCMVNF8W?psc=1,https://m.media-amazon.com/images/I/81P1qzZgJ6L._AC_SY355_.jpg,Patronus,8.49,"1,682.02","3,963",3.9,305,"Jun 11, 2025",9
"Pack of 10 Adhesive Traps 31.5 cm x 21 cm Cockroach Trap Bed Bugs - Cockroaches Kitchen Cockroach Trap for Pest Control, Strong Sticky and Easy to Use",B0FX7TRNCP,https://www.amazon.de/dp/B0FX7TRNCP?psc=1,https://m.media-amazon.com/images/I/81KYXJyaeRL._AC_SY355_.jpg,PATRICHOR,10.9,"1,597.09","8,529",5,6,"Jan 30, 2026",2
"Cockroach Trap, Multifunctional Ant Bait Box for Use in Dining Rooms, Kitchens and Bathrooms, Pack of 36",B0G1MBLG84,https://www.amazon.de/dp/B0G1MBLG84?psc=1,"https://m.media-amazon.com/images/I/81mV3I0yKfL._AC_SY355_PIbundle-36,TopRight,0,0_SH20_.jpg",Tiezeeu,21.97,"1,512.87","6,701",2,5,"Nov 10, 2025",4
"Patronus Cockroach Power Fogger – 1 x 150 ml – Effective Nebuliser with Maximum Immediate Effect to Repel Cockroaches & Cockroaches, Ideal for Small Cockroach Hiding Areas",B0DYGH9BWP,https://www.amazon.de/dp/B0DYGH9BWP?psc=1,https://m.media-amazon.com/images/I/81m3LmYWbZL._AC_SY355_.jpg,Patronus,15.95,"1,042.57","7,392",3.6,74,"Feb 25, 2025",13
Cockroach Traps Green Cockroach Traps Effective Against Cockroaches Reusable Pack of 48,B0DPM4CTD5,https://www.amazon.de/dp/B0DPM4CTD5?psc=1,https://m.media-amazon.com/images/I/81i1jKkXPGL._AC_SY355_.jpg,FEBCAT Catch,15.19,"1,037.32","17,517",4,384,"Dec 5, 2024",15
"Cockroach Trap LUNEKUCK 25 x Cockroaches Traps Against Cockroaches Control Bed Bugs Cockroaches Strong Adhesive Traps for Cockroaches Monitoring Kitchen Cockroaches Trap, Non-Toxic",B09NR76CS3,https://www.amazon.de/dp/B09NR76CS3?psc=1,https://m.media-amazon.com/images/I/819bwsy3A6L._AC_SY355_.jpg,LUNEKUCK,9.99,955.58,"10,490",4,"1,570","Mar 24, 2022",48
5L Cockroach Repellent Spray | Cockroach Repellent | Mechanical Formula | Direct Cockroaches Repellent | Water Based | Does Not Egg/Burn | Immobilises Cockroaches and Eggs,B0BCGF4KFZ,https://www.amazon.de/dp/B0BCGF4KFZ?psc=1,https://m.media-amazon.com/images/I/51mbd+bjE3L._AC_SX355_.jpg,Futum,55.99,866.1,"31,546",3.7,28,"Aug 30, 2022",43
Cockroach Spray 500 ml with E-Book by QR Code - Anti Scraping Spray with Long-Lasting Effect for Kitchen and Bathroom - Cockroach Spray Against Cockroaches in the House,B0FWD7FNGW,https://www.amazon.de/dp/B0FWD7FNGW?psc=1,https://m.media-amazon.com/images/I/81JnPgY0wgL._AC_SY355_.jpg,Silberkraft,19.99,800.23,"75,831",4.2,13,"Oct 15, 2025",5
"30 x Cockroach Traps, Bed Bug Traps, Cockroach Traps, Adhesive Traps for Cockroaches, Non-Toxic Vermin Traps, Strong Sticky, 15.9 cm x 9 cm",B0G2QFGRR4,https://www.amazon.de/dp/B0G2QFGRR4?psc=1,https://m.media-amazon.com/images/I/81vkrei3mmL._AC_SY355_.jpg,LUNEKUCK,10.99,711.23,"12,611",4.1,14,"Dec 18, 2025",3
Copyr Gel Cockroaches Forte - Cockroaches and Cockroaches Ready to Use 25g x 1 Piece for Application in Drops Indoor Use,B0F43T4LS8,https://www.amazon.de/dp/B0F43T4LS8?psc=1,https://m.media-amazon.com/images/I/711dVuj32sL._SX342_.jpg,COPYR,12.9,633.8,"34,095",4.6,81,"Jun 8, 2025",9
"Pack of 24 Cockroaches Bait, Get Rid of Cockroaches Gel for Kitchen Indoor Use",B0G4495GDL,https://www.amazon.de/dp/B0G4495GDL?psc=1,"https://m.media-amazon.com/images/I/81-NE-Q+OFL._AC_SY355_PIbundle-24,TopRight,0,0_SH20_.jpg",Puciuua,9.99,571.55,"35,286",3.3,5,"Nov 26, 2025",4
"Cockroach Spray, Cockroach Agent, 5 Litres + Sprayer, Mechan Cockroaches Combat, Water-based, Without Propellant Gases, Works Against Eggs Indoor and Outdoor Use",B0BGPY7PHG,https://www.amazon.de/dp/B0BGPY7PHG?psc=1,https://m.media-amazon.com/images/I/71ZSqU3IYxL._SX342_.jpg,Futum,59.99,530.35,"66,388",3.5,34,"Sep 28, 2022",42
"Cockroach Gel - Cockroach Traps for Indoor Spaces, Cockroach Repellent Quickly Fights Bread Beetles, Cockroaches, Crickets in the House (32 Pieces)",B0G4CPWLNN,https://www.amazon.de/dp/B0G4CPWLNN?psc=1,"https://m.media-amazon.com/images/I/81-AkSRv1uL._AC_SY355_PIbundle-32,TopRight,0,0_SH20_.jpg",Jawell,9.99,526.77,"24,043",5,3,"Nov 28, 2025",4
"Cockroach Traps, Pack of 30 Cockroach Traps, Cockroach Traps, Insect Traps, for Cockroach Monitoring, Kitchen Cockroach Trap, Non-Toxic",B0BFWDBV2X,https://www.amazon.de/dp/B0BFWDBV2X?psc=1,https://m.media-amazon.com/images/I/81farAwPACL._AC_SY355_.jpg,DAZZTIME,12.99,466.95,"10,617",4.2,414,"Nov 6, 2022",40
"Cockroach Repellent Gel - Highly Effective Agent Against Cockroaches for Indoor Use, Suitable for Cockroaches, Bread Beetles, Crickets in the House (24 Pieces)",B0FY3BHBJG,https://www.amazon.de/dp/B0FY3BHBJG?psc=1,"https://m.media-amazon.com/images/I/81Qp55vKBFL._AC_SY355_PIbundle-24,TopRight,0,0_SH20_.jpg",Jawell,9.99,458.53,"29,969",3.2,26,"Oct 28, 2025",5
"Pack of 48 Cockroaches Monitoring Device, Gel Against Cockroaches, Effective Indoors, for Kitchen, Home and Motorhome",B0G5PY3R9G,https://www.amazon.de/dp/B0G5PY3R9G?psc=1,https://m.media-amazon.com/images/I/81kWl6RZFdL._AC_SY355_.jpg,Yineaae,10.99,407.78,"28,487",4,5,"Sep 25, 2025",6
"XPEX Pack of 50 Cockroaches Halloween Decorations, Plastic Insects, Realistic Bugs Made of Plastic, Realistic Insect Toy, Halloween Teasing Prank Props",B0DCNYMLBK,https://www.amazon.de/dp/B0DCNYMLBK?psc=1,https://m.media-amazon.com/images/I/714CjHdDbOL._AC_SX342_.jpg,XPEX,5.99,392.64,"29,077",4.4,44,"Aug 9, 2024",19
Cockroach Spray 2 Litres + Pressure Sprayer Water Based Cockroaches Without Propellant Gases Works Against Eggs Indoor and Outdoor Use,B0BGJGD6VF,https://www.amazon.de/dp/B0BGJGD6VF?psc=1,https://m.media-amazon.com/images/I/712lM4q4pnL._SX342_.jpg,Futum,39.99,384.69,"91,583",3.5,49,"Sep 26, 2022",42
"Cockroach Spray 500 ml, Effective Cockroach Control with Long-Lasting Effect as an Alternative to Cockroach Trap & Cockroach Gel, Cockroach Spray for Indoor and Outdoor Use as an Ideal Addition to Gel",B0FG89865Z,https://www.amazon.de/dp/B0FG89865Z?psc=1,https://m.media-amazon.com/images/I/71goxBV+e0L._AC_SY355_.jpg,Futura-Shop,16.95,352.56,"29,602",3.5,23,"Jul 1, 2025",8
"Premium 12 x Cockroach Traps, with Strong Attractant, Vermin and Insect Trap, Monitoring Cockroach Traps, Alternative to Cockroach Gel",B0DQWYDDCG,https://www.amazon.de/dp/B0DQWYDDCG?psc=1,https://m.media-amazon.com/images/I/81blBavR3cL._AC_SY355_.jpg,KRAFTKÖNIG,10.99,339.64,"57,241",4,41,"Dec 19, 2024",15
Set of 45 Cockroaches Adhesive Traps Toxin-Free Pest Control Indoor Safe Discreet Traps Against Cockroaches Effective for Home Office Kitchen Bathroom Long-Lasting Odourless No Chemicals (45),B0FR9FRY4S,https://www.amazon.de/dp/B0FR9FRY4S?psc=1,https://m.media-amazon.com/images/I/61cSMpcmKuL._AC_SY355_.jpg,Rupeca,10.49,279.86,"15,696",4.4,254,"Feb 12, 2026",1
"Premium Cockroach Trap - 30 x Cockroach Adhesive Traps - Toxin Free & Biocide Free - Non-Toxic Adhesive Traps for Insects in the Home, Basement & Garage - For Monitoring Only (Pack of 30)",B0FWRSGN9W,https://www.amazon.de/dp/B0FWRSGN9W?psc=1,https://m.media-amazon.com/images/I/611scN0Rf9L._AC_SY355_.jpg,DECEVI,11.99,274.18,"85,532",4.4,6,"Oct 31, 2025",5
10 x Cockroach Traps with Bait Tablets - Cockroach Trap - Effective Bait for Cockroaches - Efficiently Fight Cockroaches - Ghilotina for Determining Needs,B0FPXRNTYK,https://www.amazon.de/dp/B0FPXRNTYK?psc=1,https://m.media-amazon.com/images/I/71UbfMMyNQL._AC_SY355_.jpg,Novokill,9.89,252.25,"78,397",4.1,37,"Sep 5, 2025",6
"Cockroaches/Cockroach Repellent Spray - Ready to Spray Power Concentrate with Vegetable Oils | 500 ml for Indoor & Outdoor Use | Immediate, Effective & Sustainable",B0FX5W7ZDQ,https://www.amazon.de/dp/B0FX5W7ZDQ?psc=1,https://m.media-amazon.com/images/I/711qJ7FeebL._AC_SY355_.jpg,GREEN GUARDIA,19.9,244.77,"79,162",3.9,10,"Oct 21, 2025",5
"Super Ninja Cockroach Trap - Pack of 4 Cockroach Traps for Indoor Spaces, Cockroach Control, Non-Toxic Vermin Traps with Attractant, Safe for Home, Garage & Basement",B0DP2T2Q8Z,https://www.amazon.de/dp/B0DP2T2Q8Z?psc=1,https://m.media-amazon.com/images/I/712jn9dWPUL._AC_SX355_.jpg,Super Ninja,6.99,205.25,"5,006",3.9,"2,282","Jun 15, 2025",9
"Cockroach Traps Pack of 30 Cockroaches - Non-Toxic Adhesive Traps for Home & Office - Quick Solution Against Cockroaches & Bugs in Kitchen, Bathroom - Safe for Children & Pets",B0FDF5XQ21,https://www.amazon.de/dp/B0FDF5XQ21?psc=1,https://m.media-amazon.com/images/I/81LZHauQMNL._AC_SY355_.jpg,LAOYE,9.99,174.93,"69,298",4.1,51,"Oct 2, 2025",5
"Cockroach Trap, Pack of 24 Cockroach Traps, Cockroach Traps, Insect Traps, Medium Against Cockroaches, Crickets, Bread Beetle Cockroaches",B0FPLRLD2Q,https://www.amazon.de/dp/B0FPLRLD2Q?psc=1,https://m.media-amazon.com/images/I/71yoaJcfIeL._AC_SY355_.jpg,BENBENGO,7.99,162.31,"26,489",2.9,16,"Sep 3, 2025",6
"Cockroach Game, Joke Items, 30 Pieces Realistic Insects Made of Plastic, Stimulating Artificial Spider, Scorpion, Cockroach, Halloween Teasing Prank Props",B0FJ1HTCHB,https://www.amazon.de/dp/B0FJ1HTCHB?psc=1,https://m.media-amazon.com/images/I/71sE8z5Q9hL._AC_SX342_.jpg,Teegxddy,6.99,82.58,"82,736",5,7,"Jul 18, 2025",8
Pack of 48 Cockroach Ant Gel for Home and Garden (Blue and Green),B0GSZDJX6S,https://www.amazon.de/dp/B0GSZDJX6S?psc=1,https://m.media-amazon.com/images/I/81IdRlpk6JL._AC_SY355_.jpg,Tiezeeu,16.97,0,"1,254",5,4,"Mar 22, 2026",0
"Cockroach Trap, Pack of 10 Cockroach Traps, Cockroach Traps, Cockroach Adhesive Traps, Effective Control of Cockroaches, for Kitchen, Living Room, Storage Room",B0CNV8VZFN,https://www.amazon.de/dp/B0CNV8VZFN?psc=1,https://m.media-amazon.com/images/I/71imMyzPBjL._AC_SY355_.jpg,DAZZTIME,11.99,393.54,"4,196",4.2,373,"Jan 2, 2024",26
"Cockroach Trap, Pack of 30 Cockroach Traps, Cockroach Traps, Cockroach Adhesive Traps, Effective Control of Cockroaches, for Kitchen, Living Room, Storage Room",B0BMDZ94Y2,https://www.amazon.de/dp/B0BMDZ94Y2?psc=1,https://m.media-amazon.com/images/I/71sgR0N61nL._AC_SY355_.jpg,DAZZTIME,12.99,534.15,"4,196",4.2,373,"Jan 12, 2023",38
"Super Ninja Cockroach Trap - Pack of 24 Cockroach Traps for Indoor Spaces, Cockroach Control, Non-Toxic Vermin Traps with Attractant, Safe for Home, Garage & Basement",B0DP2T83GJ,https://www.amazon.de/dp/B0DP2T83GJ?psc=1,https://m.media-amazon.com/images/I/81H1wygfoJL._AC_SX355_.jpg,Super Ninja,19.99,"1,003.6","5,006",3.9,"2,282","Feb 10, 2025",13
"Super Ninja Cockroach Traps - Pack of 60 Cockroach Traps for Indoor Spaces, Cockroach Control, Non-Toxic Vermin Traps with Attractant, Safe for Home, Garage & Basement",B0CW63WZ2L,https://www.amazon.de/dp/B0CW63WZ2L?psc=1,https://m.media-amazon.com/images/I/81cNXR3QhqL._AC_SX355_.jpg,Super Ninja,45.99,811.85,"5,006",3.9,"2,282","Mar 24, 2024",24
