Product Details,ASIN,URL,Image URL,Brand,Price  €,ASIN Revenue,BSR,Ratings,Review Count,Creation Date,Seller Age (mo)
"Super Ninja Cockroach Traps - 4 Pieces with Glue and Attractive, Non-Toxic, Against Cockroaches and Cockroaches, Safe for Pest Control at Home, Cellar, Garage, Recycled Cardboard",B0DP2T2Q8Z,https://www.amazon.it/dp/B0DP2T2Q8Z?psc=1,https://m.media-amazon.com/images/I/81FtWHv1liL._AC_SY355_.jpg,Super Ninja,7.99,372.1,46,3.9,"2,363","Nov 26, 2024",16
"Super Ninja Cockroach Traps - 60 Pieces with Glue and Attractive, Non-Toxic, Against Cockroaches and Cockroaches, Safe for Pest Control at Home, Cellar, Garage, Recycled Cardboard",B0CW63WZ2L,https://www.amazon.it/dp/B0CW63WZ2L?psc=1,https://m.media-amazon.com/images/I/91K6wz2ipGL._AC_SY355_.jpg,Super Ninja,45.99,571.59,46,3.9,"2,363","Mar 24, 2024",24
Orphea Bipack Cockroach House Bait Protection - Innovative Gel Formulation - Removes Cockroaches and Cockroaches Infestations - Lasts Up to 3 Months from Opening,B0CHK36D7H,https://www.amazon.it/dp/B0CHK36D7H?psc=1,https://m.media-amazon.com/images/I/81udmozkFhL._SY445_.jpg,Orphea,13.68,337.87,12,4,"1,953","Sep 7, 2023",30
"Orphea, Cockroach Bait, Insecticide Gel for Cockroaches, Eliminates Colony and Eliminates Infestation, Pack of 6",B0DTPT77ZM,https://www.amazon.it/dp/B0DTPT77ZM?psc=1,https://m.media-amazon.com/images/I/51xt69+FNgL._SX342_.jpg,Orphea,10.98,0,12,4,"1,953","Jan 22, 2025",14
"Orphea Spray Killer Ants, Cockroaches, Crawling Insects, Fleas and Bedbugs, Multicoloured, 400 ml",B00XQC10VM,https://www.amazon.it/dp/B00XQC10VM?psc=1,https://m.media-amazon.com/images/I/71dAjGVtSUL._SX342_.jpg,Orphea,6.48,315.7,12,4,"1,953","Jul 11, 2015",128
"Orphea, Silverfish Cockroach Trap Long Lasting Effect No Insecticides for Silver Fish",B091TZ6PXL,https://www.amazon.it/dp/B091TZ6PXL?psc=1,https://m.media-amazon.com/images/I/719CZGnGKTL._SX342_.jpg,Orphea,4.38,"1,553.87",12,4,"1,953","Apr 19, 2021",59
Albagarden - Gel Cockroaches Ready to Use - Poison for Home Pest Control with Delayed Action to Eliminate Colony - Insecticide Bait for Cockroaches and Cockroaches 5 g Pack of 2,B0GDXRCBF6,https://www.amazon.it/dp/B0GDXRCBF6?psc=1,https://m.media-amazon.com/images/I/71PxHAmYymL._SX342_.jpg,Albagarden,23.8,0,128,4.2,242,"Apr 1, 2025",11
Albagarden - Insecticide for Disinfestation Environments - Rapid Action Against Cockroaches Ants Ticks Flea Lice Bedbugs - Powder x 1 kg (Animal Farming and Sheltering),B0C2V3NYJW,https://www.amazon.it/dp/B0C2V3NYJW?psc=1,https://m.media-amazon.com/images/I/71fbkMT+SSL._SX342_.jpg,Albagarden,17.9,804.8,789,4.3,369,"Apr 18, 2023",35
"Copyr Cockroaches Forte Gel – Anti-Cockroaches and Cockroaches Ready to Use, 25 g x 3 Pcs – to Apply in Drops, for Indoor Environments",B0F4DYRR4H,https://www.amazon.it/dp/B0F4DYRR4H?psc=1,https://m.media-amazon.com/images/I/813t5MnZs0L._SX342_.jpg,COPYR,39.9,993.5,838,4.6,84,"Apr 10, 2025",11
"Copyr Cockroaches Forte Gel – Anti-Cockroaches and Cockroaches Ready to Use, 25 g x 6 Pcs – to Apply in Drops, for Indoor Environments",B0F4R3GB4X,https://www.amazon.it/dp/B0F4R3GB4X?psc=1,https://m.media-amazon.com/images/I/81qPbGIiVJL._SX342_.jpg,COPYR,73.9,755.57,838,4.6,84,"Apr 10, 2025",11
"Catchmaster 100i - Cockroach Traps 300x | Poison Free | Pest Control with Integrated Adhesive Baits | Effective Against German Cockroaches, Shackles and Spiders",B08F7JHXJX,https://www.amazon.it/dp/B08F7JHXJX?psc=1,https://m.media-amazon.com/images/I/81lLm+p7DKL._AC_SY355_.jpg,Catchmaster,129,415.16,"1,588",4.2,"3,897","Aug 17, 2020",67
