Product Details,ASIN,URL,Image URL,Brand,Price  €,ASIN Revenue,BSR,Ratings,Review Count,Creation Date,Seller Age (mo)
"BARSEC1000N Insect Barrier Spray for Crawling Insects, Flyers, Mite, Ready to Use, 1 L, BARSEC1000N (Pack of 2)",B0DZN5WYJ7,https://www.amazon.fr/dp/B0DZN5WYJ7?psc=1,https://m.media-amazon.com/images/I/41hcOYKkTsL._AC_SY355_.jpg,Barrière à Insectes,15.78,0,19,4.3,"7,867","Mar 6, 2025",12
Roach Gel Pro 2 x 10 g – Anti-Cockroach Gel with Delayed Effect – Powerful Professional Product – Syringe for Precise Application – Powerful Long-Lasting Cockroach Gel,B0F7RVDH9C,https://www.amazon.fr/dp/B0F7RVDH9C?psc=1,https://m.media-amazon.com/images/I/71j269rXolL._AC_SY355_.jpg,Novokill,22.99,"5,250.8",751,4.4,156,"May 7, 2025",10
Catchmaster 100i Cockroach Traps 300x - Premium Adhesives - Cockroach and Cockroach Traps - No Poison or Biocides - Simple and Powerful Solution to Cockroaches - Natural Adhesive,B08F7JHXJX,https://www.amazon.fr/dp/B08F7JHXJX?psc=1,https://m.media-amazon.com/images/I/81sPsQU1tWL._AC_SY355_.jpg,Catchmaster,129,0.25,"4,779",4.2,"3,935","Sep 8, 2020",66
Catch Expert Cockroaches - Cockroach & Cockroach Traps - 6 Contaminator Traps - Food Bait to Eradicate Colony (Pack of 2),B0CJ2DDT7T,https://www.amazon.fr/dp/B0CJ2DDT7T?psc=1,"https://m.media-amazon.com/images/I/51LVU19nG4L._AC_SX355_PIbundle-2,TopRight,0,0_SH20_.jpg",CATCH,9.4,0,N/A,4,"2,051","Nov 9, 2025",4
ATAQ - 10g Professional Powerful Cockroach Bait Gel - Cockroaches - Insecticide - Effective Eradicator - Quickly Eliminates Cockroaches - Professional Formula - Fast Result,B0CGDWW6BX,https://www.amazon.fr/dp/B0CGDWW6BX?psc=1,https://m.media-amazon.com/images/I/61Sj-5wYLeL._SX342_.jpg,ATAQ,16.99,"33,836.37",40,4.3,904,"Aug 22, 2023",31
Cockroach Traps - Anti Green Cockroach Traps - Effective Against Cockroaches - Pack of 48,B0DPM4CTD5,https://www.amazon.fr/dp/B0DPM4CTD5?psc=1,https://m.media-amazon.com/images/I/81i1jKkXPGL._AC_SY355_.jpg,FEBCAT Catch,18.49,"13,877",154,4.2,448,"Dec 5, 2024",15
ATAQ - Pack of 2 Gel Bait 10 g Powerful Professional Cockroaches - Cockroaches - Insecticide - Effective Eradicator - Quickly Eliminates Cockroaches - Professional Formula - Fast Result,B0CHBJC1KZ,https://www.amazon.fr/dp/B0CHBJC1KZ?psc=1,https://m.media-amazon.com/images/I/51yEQHAVDbL._SX342_.jpg,ATAQ,25.99,"9,643.46",842,4,345,"Sep 5, 2023",30
"Catch - Anti-Cockroach Gel 10 g, Insecticide Syringe, Pack of 3",B07FQQPTTZ,https://www.amazon.fr/dp/B07FQQPTTZ?psc=1,"https://m.media-amazon.com/images/I/71XGpcR6bEL._AC_SX342_PIbundle-3,TopRight,0,0_SH20_.jpg",CATCH,23.99,"9,493.5",482,4.4,"1,437","Jul 19, 2018",92
Magnum Effective Cockroach Gel - Professional Syringe Treatment - Cockroach & Cockroach,B0FT177DYL,https://www.amazon.fr/dp/B0FT177DYL?psc=1,https://m.media-amazon.com/images/I/315cUyZh-mL._SX342_.jpg,M.Cafard,29,"7,219.86","1,070",4.3,24,"Sep 27, 2025",6
DIGRAIN Cockroach and Cockroach Repellent Oil Dilute 1000 m²,B07TJQZPY7,https://www.amazon.fr/dp/B07TJQZPY7?psc=1,https://m.media-amazon.com/images/I/51C015C7PbL._AC_SY355_.jpg,DIGRAIN,24.17,"6,758.11","2,079",4.4,511,"Jun 28, 2019",81
CATCH Set of 2 Syringes 10 g Anti-Cockroach and Cockroach Gel,B07N8YH77N,https://www.amazon.fr/dp/B07N8YH77N?psc=1,https://m.media-amazon.com/images/I/71SkIoFFftL._AC_SY355_.jpg,CATCH,16.99,"6,343.23",587,4.5,206,"Nov 24, 2021",52
48 x Powerful Professional Cockroach Trap - Effective Outdoor Indoor,B0FXMJYFKJ,https://www.amazon.fr/dp/B0FXMJYFKJ?psc=1,https://m.media-amazon.com/images/I/81pi6UnbKDL._AC_SY355_.jpg,ELF-GRETTER,13.29,"6,196.32",712,4,50,"Dec 23, 2025",3
Excellium | Special Crawling Insecticide Spray for Cockroaches & Bedbugs | Spray 1 L Long Lasting Protection,B0CZDXQQRK,https://www.amazon.fr/dp/B0CZDXQQRK?psc=1,https://m.media-amazon.com/images/I/41y8JVr29zL._AC_SY355_.jpg,EXCELLIUM PROFESSIONNEL,31,"5,717.1",560,4.2,61,"Jul 30, 2025",8
Excellium | Special Insecticide Shock Spray for Cockroaches and Bedbugs | Ready to Use Spray | Long-Lasting Protection | 500 ml,B0CZDYQ7JY,https://www.amazon.fr/dp/B0CZDYQ7JY?psc=1,https://m.media-amazon.com/images/I/41mkFCHfDmL._AC_SY355_.jpg,EXCELLIUM PROFESSIONNEL,22.9,"5,397.62",560,4.2,61,"Mar 29, 2024",24
Excellium - Instant Shock Cockroach Smoke Spray - 500 ml - 3 Weeks,B0FKTTPHLV,https://www.amazon.fr/dp/B0FKTTPHLV?psc=1,https://m.media-amazon.com/images/I/41UDCRTffeL._SX342_.jpg,EXCELLIUM PROFESSIONNEL,29.9,"4,275.07","1,186",4.2,39,"Aug 1, 2025",7
CATCH Set of 3 Syringes 10 g Anti-Cockroach and Cockroach Gel,B00HZ0VSW2,https://www.amazon.fr/dp/B00HZ0VSW2?psc=1,https://m.media-amazon.com/images/I/71XGpcR6bEL._AC_SY355_.jpg,CATCH,24.99,"3,999.91","3,198",4.3,"1,124","Jan 20, 2022",50
"Cockroach Trap, 24 Pieces, Powerful Professional Cockroach Catcher",B07XMK3YWB,https://www.amazon.fr/dp/B07XMK3YWB?psc=1,https://m.media-amazon.com/images/I/71RN2yZR-EL._AC_SY355_.jpg,Fullsexy,11.99,"3,486.17","2,355",3.9,"2,830","May 6, 2020",70
Excellium Shock Instant Cockroach Smoke Spray 150 ml 3 Weeks,B0FKTVSRNB,https://www.amazon.fr/dp/B0FKTVSRNB?psc=1,https://m.media-amazon.com/images/I/51U1vJXzvJL._SX342_.jpg,EXCELLIUM PROFESSIONNEL,19.99,"3,219.98","1,186",4.2,39,"Aug 1, 2025",7
"Super Ninja Cockroach Traps - 12 Sticky Traps with Attractive, Powerful Non-Toxic Anti Cockroach Product for Home, Garage and Basement, Recyclable and Odourless",B0BQ3DGXQP,https://www.amazon.fr/dp/B0BQ3DGXQP?psc=1,https://m.media-amazon.com/images/I/919VPWsJIaL._AC_SY355_.jpg,Super Ninja,13.99,"3,197.28",796,4,"2,042","Jan 21, 2023",38
Cockroach Syringe | Professional Effectiveness | Removes 50 Cockroaches with One Drop | Powerful and Fast Insecticide Gel Bait | Ecopack 10g,B08CC9JM62,https://www.amazon.fr/dp/B08CC9JM62?psc=1,https://m.media-amazon.com/images/I/71ZXi9cMK2L._SX342_.jpg,ECOGEL,10,"3,069.74",630,4.2,"1,934","Apr 15, 2021",59
Professional Cockroach Killer Gel 30g - Effective Odourless Insecticide to Kill Cockroaches and Cockroaches - Long-Lasting Protection Up to 2 Months - Accurate Syringe for Kitchen and Home - SPARIL®,B0BMJW9H11,https://www.amazon.fr/dp/B0BMJW9H11?psc=1,https://m.media-amazon.com/images/I/716-XAZl5xL._SX342_.jpg,SPARIL,29.99,"2,669.93","3,930",3.8,173,"Nov 14, 2022",40
"25 x Cockroach Traps and Cockroach Traps - Powerful Non-Toxic - Professional Cockroach Catcher - Effective for Garden, Home, Kitchen, Bathroom, Office",B0FCKQ45TN,https://www.amazon.fr/dp/B0FCKQ45TN?psc=1,https://m.media-amazon.com/images/I/81ZbIdeGYEL._AC_SY355_.jpg,LAOYE,11.99,"2,507.8","5,683",4.4,41,"Oct 27, 2025",5
"10 Powerful Cockroach Traps for Insecticide-Free Cockroaches for Interiors, Garages, Professional Premises",B0BWH9VXHW,https://www.amazon.fr/dp/B0BWH9VXHW?psc=1,https://m.media-amazon.com/images/I/71w6jS8xHjL._AC_SY355_.jpg,ExaHouse,17.97,"2,400.68","2,173",4.1,547,"Feb 22, 2023",37
Roach Gel Pro 10 g – Powerful Cockroach Gel – Professional Product – Long-acting Cockroach Gel – Syringe for Easy Application – Powerful Effective,B0F7RWQLVZ,https://www.amazon.fr/dp/B0F7RWQLVZ?psc=1,https://m.media-amazon.com/images/I/71XJ0M22GpL._AC_SY355_.jpg,Novokill,14.99,"1,957.66",751,4.4,156,"May 7, 2025",10
Catchmaster 100i Cockroach Traps 30x - Premium Adhesive - Cockroach Traps - No Poison or Biocides - Simple and Powerful Solution to Cockroaches - Natural Adhesive,B08D246QL2,https://www.amazon.fr/dp/B08D246QL2?psc=1,https://m.media-amazon.com/images/I/71Gmzf8fsCL._AC_SY355_.jpg,Catchmaster,18.99,"1,858.44","4,779",4.2,"3,935","Sep 7, 2020",66
Veddelholzer XXL 2 in 1 Cockroach Trap Divisible with Integrated Bait Attractive 30 Pieces Cockroach Trap Effective Against All Cockroach Species Without Poison,B0FWRQ1BQW,https://www.amazon.fr/dp/B0FWRQ1BQW?psc=1,https://m.media-amazon.com/images/I/817kVqGYExL._AC_SY355_.jpg,Veddelholzer,11.95,"1,785.42","5,840",4.4,90,"Jan 17, 2026",2
"Catch - Expert Cockroaches - Cockroach & Cockroach Traps - Food bait to eradicate the colony - Maximum effectiveness - No fragrance, steam or smoke - 6 contaminator traps",B015NBO1HS,https://www.amazon.fr/dp/B015NBO1HS?psc=1,https://m.media-amazon.com/images/I/71gkI4Y4OOS._AC_SY355_.jpg,CATCH,4.7,"1,642.02",N/A,4,"2,051","Sep 17, 2015",126
"25pcs Cockroach Traps Sticky Product Anti Powerful Cockroach Trap Professional Non-Toxic Cockroach Catcher for Garden, Home, Kitchen, Bathroom, Office",B09NR76CS3,https://www.amazon.fr/dp/B09NR76CS3?psc=1,https://m.media-amazon.com/images/I/819bwsy3A6L._AC_SY355_.jpg,LUNEKUCK,10.9,"1,591.99","3,667",4.3,"1,065","Mar 24, 2022",48
Ultra Powerful Professional Cockroach Killer - Multi-Action Insecticide Spray for Home & Garden | Express Cockroach Elimination,B0DBFK7H3N,https://www.amazon.fr/dp/B0DBFK7H3N?psc=1,https://m.media-amazon.com/images/I/81ux2n31-aL._AC_SY355_.jpg,ExaHouse,24.97,"1,143.97","3,218",4.2,274,"Jul 27, 2024",20
30 Pcs Cockroach Trap Product Powerful Professional Cockroach Catcher for Kitchen Bathroom,B0G2QFGRR4,https://www.amazon.fr/dp/B0G2QFGRR4?psc=1,https://m.media-amazon.com/images/I/814uB8fCyhL._AC_SY355_.jpg,LUNEKUCK,10.9,"1,051.41","3,094",4.2,14,"Dec 24, 2025",3
Buster Cockroach Gel 10g Professional - Powerful Fast-Acting Insecticide Bait - Cockroaches and Cockroaches - Long Lasting Protection for Indoor Use,B0GDFJ4XPD,https://www.amazon.fr/dp/B0GDFJ4XPD?psc=1,https://m.media-amazon.com/images/I/51rNDxhQy+L._SX342_.jpg,Teskad,16.97,"1,026.75","6,690",1,1,"Aug 22, 2023",31
"Gerobug Professional Cockroach Trap 12 Pieces - Glue Trap for Monitoring Cockroaches I Cockroach Trap, Vermin and Cockroach Trap",B07NWWFLL8,https://www.amazon.fr/dp/B07NWWFLL8?psc=1,https://m.media-amazon.com/images/I/81Ef-JdFk7L._AC_SY355_.jpg,Gerobug,10.82,973.09,"3,431",3.9,"2,601","Jun 26, 2019",81
20 Cockroach Traps and Cockroach Traps - Powerful Professional Anti Cockroach Product - Non-Toxic Cockroach and Insect Traps,B0BKQP49D8,https://www.amazon.fr/dp/B0BKQP49D8?psc=1,https://m.media-amazon.com/images/I/91eELidOJYL._AC_SY355_.jpg,Stop Cafard,23.95,923.26,"6,730",4.1,519,"Jan 22, 2023",38
Raid Crawling Spray – Ant and Cockroach Repellent – Long-Lasting Protection – 1 Aerosol 300 ml,B0CS6TQ4M3,https://www.amazon.fr/dp/B0CS6TQ4M3?psc=1,https://m.media-amazon.com/images/I/71LnAIpASnL._AC_SY355_.jpg,Raid,3.36,757.55,979,4.2,410,"Jan 12, 2024",26
"Indoor Cockroach Traps, 18 Pack Sticky Traps, Cockroach Bait, Insect Traps for Home, Garage and Shed",B0G645HS5X,https://www.amazon.fr/dp/B0G645HS5X?psc=1,"https://m.media-amazon.com/images/I/71ryLTQA9rL._AC_SY355_PIbundle-18,TopRight,0,0_SH20_.jpg",TRIITECH,12.99,602.62,"7,118",4.8,19,"Feb 1, 2026",1
"48 x Cockroach Traps, Cockroach Control Product, More Effective Than Ultrasonic",B0FPG32RS5,https://www.amazon.fr/dp/B0FPG32RS5?psc=1,https://m.media-amazon.com/images/I/61wAoElfA1L._AC_SY355_.jpg,Générique,8.29,188.76,"44,388",4.2,13,"Sep 9, 2025",6
"ACTO | CAFARDS SPECIAL TRAPS | Against cockroaches, cockroaches or ravets | ACAF4",B0847T8WWK,https://www.amazon.fr/dp/B0847T8WWK?psc=1,https://m.media-amazon.com/images/I/51sAGs-EkaL._AC_SY355_.jpg,ACTO,19.59,175.66,"23,928",4.4,19,"Mar 8, 2020",72
"18 x Cockroach Traps, Powerful Professional Cockroach Trap, Catcher, for Home, Garage",B0GGS9777N,https://www.amazon.fr/dp/B0GGS9777N?psc=1,https://m.media-amazon.com/images/I/616QzuOWC8L._AC_SX355_.jpg,RQJLZ,7.99,19.94,"10,302",N/A,0,"Jan 15, 2026",2
Baygon Cockroach & Ant Insecticide - The 400ml Bomb (Pack of 3),B0G52BJSR8,https://www.amazon.fr/dp/B0G52BJSR8?psc=1,https://m.media-amazon.com/images/I/51nQFC-fuhL._AC_SY355_.jpg,Baygon,14.55,0,N/A,4.4,5,"Jun 1, 2018",93
Goliath Cockroach Gel,B0GM7MY594,https://www.amazon.fr/dp/B0GM7MY594?psc=1,https://m.media-amazon.com/images/I/61FTP35IugL._SY445_.jpg,Générique,59.99,0,"3,914",N/A,0,"Feb 7, 2026",1
"Super Ninja Cockroach Traps - 4 Sticky Traps with Attractive, Powerful Non-Toxic Anti Cockroach Product for Home, Garage and Basement, Odourless",B0DP2T2Q8Z,https://www.amazon.fr/dp/B0DP2T2Q8Z?psc=1,https://m.media-amazon.com/images/I/81HosTDs7WL._AC_SY355_.jpg,Super Ninja,7.99,388.31,796,3.6,85,"Jun 10, 2025",9
"Super Ninja Cockroach Traps - 24 Sticky Traps with Attractive, Powerful Non-Toxic Anti Cockroach Product for Home, Garage and Basement, Odourless",B0DP2T83GJ,https://www.amazon.fr/dp/B0DP2T83GJ?psc=1,https://m.media-amazon.com/images/I/91Qh3i9TdjL._AC_SY355_.jpg,Super Ninja,19.99,720.24,796,4.3,89,"Dec 26, 2024",15
"Super Ninja Cockroach Traps - 60 Sticky Traps with Attractive, Powerful Non-Toxic Anti Cockroach Product for Home, Garage and Basement, Recyclable and Odourless",B0CW63WZ2L,https://www.amazon.fr/dp/B0CW63WZ2L?psc=1,https://m.media-amazon.com/images/I/91BXwYktclL._AC_SY355_.jpg,Super Ninja,45.99,266.91,796,4.2,57,"Mar 25, 2024",24
36 Pieces Cockroach Trap Professional Powerful Product Sticky Cockroach Trap,B0F4JSJBRD,https://www.amazon.fr/dp/B0F4JSJBRD?psc=1,https://m.media-amazon.com/images/I/81ZPWUdYHiL._AC_SY355_.jpg,FEBCAT Catch,15.99,"1,544.92",154,4.2,448,"Apr 11, 2025",11
