Product Details,ASIN,Segment,URL,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
"ISDIN Calm Protector Nourishing Shower Oil, White, 400 ml (Pack of 1)",B01B4QSKQ4,Check,https://www.amazon.es/dp/B01B4QSKQ4?psc=1,https://m.media-amazon.com/images/I/61GMIhTgzwL._SX342_.jpg,ISDIN,16.79,128,128,100,"2,126.02","2,125.90",69,"9,045",AMZ,7.46,16,4.7,655,7,3,Amazon,Beauty,Extra Large Envelope,AMZ,21.60 x 4.90 x 6.60 cm,0.44,N/A,"Jan 27, 2016",,No,123,Amazon
"La Roche Posay Shower Gel, Soothes and Protects, Enriched with Shea Butter, For Dry Skin with Atopic Eczema, Lipikar AP+M, 750 ml",B00V4PB09K,Wash,https://www.amazon.es/dp/B00V4PB09K?psc=1,https://m.media-amazon.com/images/I/61WxWK0CmML._SX342_.jpg,La Roche-Posay,13.5,382,382,200,"5,560.32","5,560.11",129,"1,757",AMZ,5.98,5,4.7,"1,372",8,11,Amazon,Beauty,Small Parcel,AMZ,21.80 x 7.60 x 7.70 cm,0.83,N/A,"Apr 24, 2015",,No,132,Amazon
"La Roche-Posay | Lipikar Routine | AP+ Lavante Oil & AP+M Balm | Repairs, Soothes and Hydrates | Suitable for Dry, Very Dry and Atopic Skin | From Birth | 400ml x 2",B0FFTH6ZJX,"Cream, Wash",https://www.amazon.es/dp/B0FFTH6ZJX?psc=1,"https://m.media-amazon.com/images/I/71WAENV-ksL._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",La Roche-Posay,53.95,24,24,N/A,"1,317.85","1,317.72",164,"37,681",ES,11.94,1,4.1,10,8,0,Distribuidor de Parafarmacia,Beauty,Extra Large Envelope,FBA,20.50 x 6.00 x 13.00 cm,0.8,N/A,"Jun 27, 2025",,No,10,Distribuidor de Parafarmacia
"BIODERMA Atoderm Shower Oil – Soothing and Anti-Rhythant Cleanser – Immediate Comfort and Hydration for 24 Hours – Sensitive, Very Dry or Irritated Skin – Container with 1 Litre Dispenser",B00ZY65OSI,Oil,https://www.amazon.es/dp/B00ZY65OSI?psc=1,https://m.media-amazon.com/images/I/615ZenpkpGL._AC_SY355_.jpg,Bioderma,18.12,132,132,50,"1,921","1,920.48",187,"6,399",AMZ,7.15,32,4.7,"30,183",8,269,Amazon,Beauty,Small Parcel,AMZ,21.50 x 7.80 x 10.50 cm,1.17,N/A,"Aug 27, 2015",,No,128,Amazon
"Atoderm Cleansing Oil | Immediate Hydration and Comfort | Intensely Nourishes | Cleans, Lipidizes and Soothes Irritations | Very Good Tolerance | Set of 2x1L",B0CXTMQ54T,Oil,https://www.amazon.es/dp/B0CXTMQ54T?psc=1,https://m.media-amazon.com/images/I/71NCI03jdgL._AC_SY355_.jpg,PARAVOSTRA,39.41,125,125,50,"4,995.65","4,994.76",157,"3,806",FR,11.41,1,4.8,136,2,10,WEB-MARKET,Beauty,Small Parcel,FBA,22.00 x 7.90 x 21.30 cm,2.35,N/A,"Mar 12, 2024",,No,25,WEB-MARKET
"MUSSVITAL Dermactive Body Wash for Atopic Skin, White, No Specific Fragrance, 750 ml",B078X2DFYT,Wash,https://www.amazon.es/dp/B078X2DFYT?psc=1,https://m.media-amazon.com/images/I/51QivsFqBIL._AC_SY355_.jpg,MUSSVITAL,11.99,196,196,100,"2,354.68","2,352.55",84,"4,807",AMZ,5.03,6,4.4,246,5,1,Amazon,Beauty,Extra Large Envelope,AMZ,26.80 x 5.20 x 9.80 cm,0.78,N/A,"Jan 26, 2018",,No,99,Amazon
"Repavar Atopic Piel – Ultra-Soft and Anti-Irritant Body Wash – Relieves Itching and Strengthens the Aggravated Skin Barrier – For Atopic, Dry and Very Dry Skin – 750 ml",B009SM834Q,Wash,https://www.amazon.es/dp/B009SM834Q?psc=1,https://m.media-amazon.com/images/I/51cqC5H9FsL._AC_SY355_.jpg,Atopic-Piel,16.11,100,100,50,"1,704.84","1,704.25",168,"8,843",AMZ,6.38,11,4.2,144,2,0,Amazon,Beauty,Extra Large Envelope,AMZ,26.60 x 6.00 x 8.40 cm,0.86,N/A,"Oct 18, 2012",,No,162,Amazon
"Heel - Dermaveel Cream for Atopic Dermatitis, with Ectoin, Hazel Bark Extract and Lamellar Cream, Relieves Itching, Reduces Inflammation and Hydrates - 30ml",B01FFST6UG,Cream,https://www.amazon.es/dp/B01FFST6UG?psc=1,https://m.media-amazon.com/images/I/41htbWnwFTL._AC_SY355_.jpg,Dermaveel,7.99,664,664,400,"5,224.26","5,219.37",156,"1,117",AMZ,3.64,15,4.5,369,11,6,Amazon,Beauty,Large Envelope,AMZ,13.40 x 2.90 x 3.80 cm,0.03,N/A,"May 10, 2016",Sponsored Brand,No,119,Amazon
Dermaveel® Pro – Probiotics and Prebiotics with Biotin | Bifidobacterium & Lactobacillus | Support Gut Microbiota and Skin Health | Common Use in Atopic Dermatitis | 30 Capsules,B0792JS6D8,Cream,https://www.amazon.es/dp/B0792JS6D8?psc=1,https://m.media-amazon.com/images/I/510RoRE4MyL._AC_SY355_.jpg,HEEL,19.2,189,189,100,"3,761.44","3,761.17",177,"3,532",AMZ,6.11,6,4.1,180,8,0,Amazon,Health & Household,Extra Large Envelope,AMZ,8.40 x 6.00 x 7.70 cm,0.06,N/A,"Jan 16, 2018",Sponsored Brand,No,99,Amazon
"Heel - Dermaveel PureHydro, Emollient Cream with D-Panthenol and Defensil-Plus, Moisturizes, Protects, Softens, Regenerates and Reduces Dryness on Dry, Sensitive and Atopic Skin, Suitable for Babies -",B094G6DY6F,Cream,https://www.amazon.es/dp/B094G6DY6F?psc=1,https://m.media-amazon.com/images/I/41ATK4OYb+L._AC_SY355_.jpg,HEEL,12.95,86,86,50,"1,110.90","1,109.88",200,"4,421",AMZ,6.78,3,4.8,38,7,0,Amazon,Baby Products,Extra Large Envelope,AMZ,18.20 x 4.90 x 7.50 cm,0.22,N/A,"May 8, 2021",Sponsored Brand,No,59,Amazon
"ISDIN Nutratopic Pro-AMP Lotion, Emollient Body Lotion, Helps Relieve Itchy Atopic Skin, 400 ml",B07Q6GKZ4R,Check,https://www.amazon.es/dp/B07Q6GKZ4R?psc=1,https://m.media-amazon.com/images/I/61AZDXro30L._SX342_.jpg,ISDIN,22.59,491,491,200,"11,944.78","11,939.88",95,"2,351",AMZ,7.34,24,4.6,394,8,3,Amazon,Beauty,Small Parcel,AMZ,19.40 x 6.40 x 6.40 cm,0.43,N/A,"Mar 20, 2019",,No,85,Amazon
"Mussvital Dermactive Skin Lotion for Atopic Skin 750 ml, Emollient Lotion, Hypoallergenic",B086Q4CNVX,Cream,https://www.amazon.es/dp/B086Q4CNVX?psc=1,https://m.media-amazon.com/images/I/51zkwPR8QZL._AC_SY355_.jpg,MUSSVITAL,13.69,152,152,50,"1,890.47","1,889.41",89,"4,839",AMZ,6.99,10,4.4,197,5,5,Amazon,Beauty,Small Parcel,AMZ,24.20 x 8.20 x 9.40 cm,0.82,N/A,"Apr 12, 2018",,No,96,Amazon
Avena Kinesia - Atopic Body Lotion 400ml,B01ITP39RS,Cream,https://www.amazon.es/dp/B01ITP39RS?psc=1,https://m.media-amazon.com/images/I/51XubyHskDL._AC_SY355_.jpg,Avena Kinesia,4.5,314,314,100,"1,413.28","1,413.15",40,"3,366",AMZ,3.36,3,4.4,266,2,3,Amazon,Beauty,Large Envelope,AMZ,23.01 x 3.99 x 8.99 cm,0.4,N/A,"Jul 21, 2016",,No,117,Amazon
"ISDIN Nutratopic Pro-Amp Emollient Cream, Fresh, Black, 200 ml (Pack of 1)",B00A7WFZ88,Cream,https://www.amazon.es/dp/B00A7WFZ88?psc=1,https://m.media-amazon.com/images/I/61KcD4FZq1L._SX342_.jpg,ISDIN,21.01,82,82,50,"1,723.32","1,723.20",74,"5,491",AMZ,7,19,4.6,834,1,1,Amazon,Beauty,Extra Large Envelope,AMZ,18.90 x 5.40 x 7.20 cm,0.22,N/A,"Sep 28, 2015",,No,127,Amazon
"Xemose Universal Emollient Cream, 400 ml",B002WZD4DG,Cream,https://www.amazon.es/dp/B002WZD4DG?psc=1,https://m.media-amazon.com/images/I/51-gvWKc2gL._AC_SX355_.jpg,Uriage,15.41,105,105,50,"1,625.28","1,624.10",40,"7,883",PT,7.25,9,4.6,198,1,4,Love my Pharma,Beauty,Small Parcel,MFN,18.50 x 7.70 x 8.30 cm,0.49,N/A,"Aug 12, 2012",,No,164,Love my Pharma
"Aveeno Dermexa Daily Emollient Cream (200ml), Daily Use Emollient Cream, Face Moisturizer for Atopic Skin, Body Lotion for Eczema Prone Skin",B005OT1P9W,Cream,https://www.amazon.es/dp/B005OT1P9W?psc=1,https://m.media-amazon.com/images/I/71Rvma9i6OL._AC_SY355_.jpg,Aveeno,19.9,70,70,N/A,"1,372.84","1,372.11",140,"8,016",AMZ,6.84,5,4.5,"1,536",7,15,Amazon,Beauty,Extra Large Envelope,AMZ,19.40 x 5.60 x 6.80 cm,0.24,N/A,"Aug 31, 2012",,No,164,Amazon
ISDIN Psorisdin Emollient,B0CHK3H7V1,Cream,https://www.amazon.es/dp/B0CHK3H7V1?psc=1,https://m.media-amazon.com/images/I/61MPkriw93L._SX342_.jpg,ISDIN,23.55,316,288,100,"7,561.39","6,774.54",25,"2,409",AMZ,7.48,15,4.3,565,8,10,Amazon,Beauty,Small Parcel,AMZ,19.50 x 6.40 x 6.40 cm,0.47,N/A,"Sep 7, 2023",,No,31,Amazon
Instituto Español - Ultratopic Lotion - 300 ML,B0D8TKHL7S,Cream,https://www.amazon.es/dp/B0D8TKHL7S?psc=1,https://m.media-amazon.com/images/I/71+aJiWpLJL._AC_SY355_.jpg,Instituto Español,4.7,235,235,100,"1,103.42","1,100.96",46,"3,500",AMZ,3.61,2,4.4,79,7,7,Amazon,Beauty,Extra Large Envelope,AMZ,19.30 x 4.20 x 8.40 cm,0.37,N/A,"Jul 4, 2024",,No,21,Amazon
"Dexeryl Cream, 500 g",B0098G931Y,Cream,https://www.amazon.es/dp/B0098G931Y?psc=1,https://m.media-amazon.com/images/I/61L+5+7R4ML._AC_SY355_.jpg,Hengulus,15.99,723,723,N/A,"11,126.66","11,120.46",20,"3,118",N/A,6.25,6,4.6,"1,364",1,24,,Beauty,Extra Large Envelope,MFN,23.00 x 5.60 x 5.80 cm,0.56,N/A,"Dec 31, 2012",,No,160,
"DEXERYL Cream - 3 Pack - Body Lotion, Dry Skin & Neurodermitis Treatment, Repair & Care Cream, 500ml, Moisturizer, Moisturizing Body Milk",B084ZKNCX1,Cream,https://www.amazon.es/dp/B084ZKNCX1?psc=1,"https://m.media-amazon.com/images/I/61uLEen+5CS._AC_SY355_PIbundle-3,TopRight,0,0_SH20_.jpg",DEXERYL,36.32,78,78,50,"2,984.47","2,984.31",137,"3,858",ES,9.97,3,4.6,127,7,2,Bigfarma,Beauty,Small Parcel,MFN,27.80 x 9.40 x 21.80 cm,1.71,N/A,"Sep 30, 2020",,No,67,Bigfarma
Instituto Español Hypoallergenic Body Milk for Atopic Skin - 300 ml,B00BN7XQGO,Cream,https://www.amazon.es/dp/B00BN7XQGO?psc=1,https://m.media-amazon.com/images/I/511quFRQcAS._AC_SY355_.jpg,Instituto Español,4.5,413,413,200,"1,857.24","1,857.13",67,"2,910",AMZ,3.36,10,4.6,"1,628",1,4,Amazon,Beauty,Extra Large Envelope,AMZ,19.40 x 4.10 x 8.30 cm,0.36,N/A,"Sep 28, 2015",,No,127,Amazon
"Instituto Español Comprehensive Care Cream for Atopic Skin, 400 Milliliters",B00XAIPT0U,Cream,https://www.amazon.es/dp/B00XAIPT0U?psc=1,https://m.media-amazon.com/images/I/41RqrMdRgEL._AC_SY355_.jpg,Instituto Español,5.25,0,541,200,0,"2,839.68",75,"1,108",AMZ,4.37,14,3.7,6,1,3,Amazon,Beauty,Small Parcel,AMZ,10.20 x 8.70 x 9.80 cm,0.53,N/A,"Sep 28, 2015",,No,127,Amazon
"CeraVe Limpiador en Aceite Espumoso Hidratante, Para Pieles Normales a Muy Secas con Tendencia Atópica, Para Rostro y Cuerpo, Limpia e Hidrata, Enriquecido con Ácido Hialurónico, 473ml",B0967LDZ7R,Wash,https://www.amazon.es/dp/B0967LDZ7R?psc=1,https://m.media-amazon.com/images/I/71ARYOCHBCL._SX342_.jpg,CeraVe,15.2,"2,827","1,199",400,"32,599.51","18,141.32",184,153,AMZ,6.15,14,4.6,"10,161",7,150,Amazon,Beauty,Extra Large Envelope,AMZ,18.80 x 4.80 x 8.40 cm,0.54,N/A,"Nov 5, 2025",,No,5,Amazon
"La Roche Posay Gel- Crema de Ducha, Limpiador, Relipidizante, Anti-Irritación, Nutre y Calma, Enriquecido con Niacinamida, Para Pieles Secas y Atópicas, Lipikar Syndet AP+, 400 ml",B01LTGM28G,Wash,https://www.amazon.es/dp/B01LTGM28G?psc=1,https://m.media-amazon.com/images/I/61cz6zoDRtL._SX342_.jpg,La Roche-Posay,12.99,281,211,N/A,"3,468.45","2,792.27",179,"3,680",AMZ,5.8,16,4.6,"4,837",6,75,Amazon,Beauty,Extra Large Envelope,AMZ,19.90 x 5.90 x 14.50 cm,0.53,N/A,"Sep 16, 2016",,No,115,Amazon
"CeraVe Foaming Cleansing Gel, For Normal to Oily Skin, Removes Excess Oil and Dirt, Enriched with Essential Ceramides, Niacinamide and Hyaluronic Acid, Suitable for Face and Body, 473 ml",B07C5XD33D,Check,https://www.amazon.es/dp/B07C5XD33D?psc=1,https://m.media-amazon.com/images/I/61zf6W+qqkL._SX342_.jpg,CeraVe,11.76,"1,887","1,887","2,000","22,195.52","22,195.42",186,30,AMZ,4.99,16,4.7,"53,966",9,578,Amazon,Beauty,Extra Large Envelope,AMZ,18.70 x 4.70 x 8.70 cm,0.54,N/A,"Dec 21, 2023",,No,28,Amazon
"CeraVe Limpiador en Aceite Espumoso Hidratante, Para Pieles Normales a Muy Secas con Tendencia Atópica, Para Rostro y Cuerpo, Limpia e Hidrata, Enriquecido con Ácido Hialurónico, 473ml",B09CCJD53W,Wash,https://www.amazon.es/dp/B09CCJD53W?psc=1,https://m.media-amazon.com/images/I/51xAIwj5PTL._SX342_.jpg,CeraVe,13.92,"2,827","1,628",N/A,"32,599.51","14,443.10",184,219,AMZ,5.69,7,4.6,"10,161",1,195,Amazon,Beauty,Large Envelope,AMZ,17.10 x 3.40 x 6.90 cm,0.28,N/A,"Sep 6, 2021",,No,55,Amazon
Isdin Nutratopic Pro-AMP Emollient Bath Gel (Atopic Skin) - 750 ml (690013153),B00BN7XF2E,Wash,https://www.amazon.es/dp/B00BN7XF2E?psc=1,https://m.media-amazon.com/images/I/61lmIepxRiL._SX342_.jpg,ISDIN,19.99,139,139,100,"2,777.25","2,775.75",78,"4,534",AMZ,6.95,21,4.4,"1,004",7,13,Amazon,Beauty,Small Parcel,AMZ,21.30 x 7.70 x 7.80 cm,0.8,N/A,"Jul 28, 2014",,No,141,Amazon
"Avena Kinesia - Alcohol-free Emollient Bath Gel for Sensitive and Atopic Skin, Hypoallergenic Formula with 100% Natural Oatmeal - Pack of 4 x 750ml",B0BGQKLGVX,Wash,https://www.amazon.es/dp/B0BGQKLGVX?psc=1,https://m.media-amazon.com/images/I/81h3rvCPtkL._AC_SY355_.jpg,Avena Kinesia,11.95,144,144,50,"1,724.69","1,723.11",147,"5,182",AMZ,7.29,1,4.7,160,8,1,Amazon,Beauty,Small Parcel,AMZ,28.70 x 10.20 x 22.20 cm,3.41,N/A,"Sep 28, 2022",,No,43,Amazon
"Neutrogena Hydro Boost Water Gel Cleanser (1 x 200ml) Facial Cleansing Gel for Removing Makeup and Dirt, Moisturizing Soap with Hyaluronic Acid",B01MDOJGDK,Check,https://www.amazon.es/dp/B01MDOJGDK?psc=1,https://m.media-amazon.com/images/I/61ZSJZQbP9L._AC_SY355_.jpg,Neutrogena,7.3,"9,005","9,005","3,000","65,319.78","65,318.03",143,51,AMZ,3.81,8,4.6,"14,920",8,70,Amazon,Beauty,Extra Large Envelope,AMZ,15.20 x 4.40 x 4.50 cm,0.22,N/A,"Nov 9, 2016",,No,113,Amazon
"CeraVe Gel Limpiador Espumoso, Para Piel Normal a Grasa, Elimina el Exceso de Grasa y Suciedad, Enriquecido Con Ceramidas Esenciales, Niacinamida y Ácido Hialurónico, Apto para Rostro y Cuerpo, 473ml",B07C5SKVL7,Check,https://www.amazon.es/dp/B07C5SKVL7?psc=1,https://m.media-amazon.com/images/I/614qiRQqc3L._SX342_.jpg,CeraVe,9.25,"3,636",677,200,"42,658.93","6,700.52",199,53,AMZ,3.74,15,4.7,"43,174",10,342,Amazon,Beauty,Large Envelope,AMZ,17.20 x 3.45 x 7.00 cm,0.28,N/A,"Dec 21, 2023",,No,28,Amazon
"La Roche Posay, Lipikar Physiological Shower Gel Relipidizing, With Niacinamide and Shea Butter, Soap and Paraben Free, for Sensitive and Dry Skin, 1L",B0DJPBRNDF,Wash,https://www.amazon.es/dp/B0DJPBRNDF?psc=1,https://m.media-amazon.com/images/I/51hTwyHSmAL._AC_SY355_.jpg,La Roche-Posay,14.49,"1,582","1,290",700,"21,995.12","18,575.61",150,332,N/A,7.37,23,4.6,"2,765",1,5,,Beauty,Small Parcel,MFN,22.40 x 8.90 x 9.00 cm,1.09,N/A,"Sep 22, 2024",,No,19,
Ziaja Niacinamide Vitamin C.B3 Cleansing Gel 190ml,B0C89TBL99,Check,https://www.amazon.es/dp/B0C89TBL99?psc=1,https://m.media-amazon.com/images/I/61asocFk+TL._AC_SY355_.jpg,Ziaja,3.96,"1,878","1,878","1,000","7,435.29","7,435.17",50,218,AMZ,4.54,5,4.6,"1,201",4,33,Amazon,Beauty,Extra Large Envelope,AMZ,17.00 x 4.40 x 4.50 cm,0.22,N/A,"Jun 20, 2023",,No,34,Amazon
"Eucerin pH5 Body Wash (1000ml), Gentle Face and Body Cleanser for Daily Use and Frequent Washes, Soap-Free Foam for the Whole Family, for Dry and Sensitive Skin",B004MIV6JA,Check,https://www.amazon.es/dp/B004MIV6JA?psc=1,https://m.media-amazon.com/images/I/618XRTV8IUL._SX342_.jpg,Eucerin,17.99,433,433,200,"7,230.52","7,229.18",160,"3,728",AMZ,6.76,21,4.7,162,7,7,Amazon,Beauty,Small Parcel,AMZ,26.80 x 6.30 x 10.90 cm,1.16,N/A,"Sep 6, 2012",,No,163,Amazon
"CETAPHIL PRO REDNESS Control Facial Cleansing Foam, for Skin with Rosacea and Redness Tendency, 236ML",B082Y8TYSP,Wash,https://www.amazon.es/dp/B082Y8TYSP?psc=1,https://m.media-amazon.com/images/I/6133NaX-UmL._AC_SY355_.jpg,Cetaphil,14.45,971,792,400,"14,398.77","11,096.84",101,653,AMZ,5.77,9,4.5,189,10,N/A,Amazon,Beauty,Large Envelope,AMZ,19.10 x 3.60 x 7.00 cm,0.29,N/A,"Dec 20, 2019",,No,76,Amazon
"La Roche Posay, Toleriane Dermo Facial Cleanser, Daily Cleansing Without Irritation, For Face and Eye Contour, With Glycerin, Hypoallergenic, For Very Sensitive Skin, 400 ml",B0052EM8L8,Wash,https://www.amazon.es/dp/B0052EM8L8?psc=1,https://m.media-amazon.com/images/I/51sJ+JP0hTL._AC_SY355_.jpg,La Roche-Posay,17.92,795,723,400,"13,712.25","12,342.63",173,999,AMZ,6.54,12,4.3,"5,525",1,124,Amazon,Beauty,Extra Large Envelope,AMZ,20.30 x 5.50 x 5.60 cm,0.45,N/A,"Sep 28, 2015",,No,127,Amazon
"Garnier Pure Active Pack of 2 Purifying Cleansing Gel with Hyaluronic Acid, Ceramide and Clay, Removes Impurities, Grease and Makeup, 2 x 250 ml",B0CLD6JFMV,Check,https://www.amazon.es/dp/B0CLD6JFMV?psc=1,"https://m.media-amazon.com/images/I/711ey34d9LL._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",Garnier,10.64,0,430,300,0,"4,591.37",144,"1,084",AMZ,6.54,2,4.4,468,8,N/A,Amazon,Beauty,Small Parcel,AMZ,19.40 x 7.60 x 9.00 cm,0.63,N/A,"Oct 19, 2023",,No,30,Amazon
"Sensilis - Purify Essential Cleanser Cleansing Gel, Oily Combination Skin Hyaluronic Acid Zinc, Mattifying - 400 ml",B09FFFMZQ1,Check,https://www.amazon.es/dp/B09FFFMZQ1?psc=1,https://m.media-amazon.com/images/I/61N5cy8zCHL._AC_SY355_.jpg,Sensilis,10.99,334,141,100,"4,746.62","1,548.40",115,"1,702",AMZ,5.87,13,4.4,609,5,156,Amazon,Beauty,Extra Large Envelope,AMZ,21.00 x 5.60 x 5.70 cm,0.46,N/A,"Sep 3, 2021",,No,55,Amazon
"Sanex Natural Prebiotic Atopiderm Nutri Repair, Shower or Bath Gel, Atopic Leather, Pack of 6 x 470 ml",B0CCPJH974,Wash,https://www.amazon.es/dp/B0CCPJH974?psc=1,"https://m.media-amazon.com/images/I/71Sf586zhmL._AC_SY355_PIbundle-6,TopRight,0,0_SH20_.jpg",Sanex,17.88,160,146,100,"3,327.41","2,612.33",102,"3,619",AMZ,9.17,1,4.5,285,11,N/A,Amazon,Beauty,Small Parcel,AMZ,28.40 x 10.80 x 21.30 cm,3.41,N/A,"Jul 24, 2023",,No,33,Amazon
"NIVEA Derma Skin Clear - Facial Cleansing Gel - With Salicylic Acid, Niacinamide and Sea Salt - Deep Cleansing - Reduces Pores - Removes Blackheads - Imperfection Prone Skin - 150ml",B0BJ76DFPB,Check,https://www.amazon.es/dp/B0BJ76DFPB?psc=1,https://m.media-amazon.com/images/I/61yedIsX9LL._AC_SY355_.jpg,NIVEA,4.96,"1,407","1,407",800,"7,003.06","7,002.30",181,272,AMZ,3.4,8,4.5,"1,565",9,29,Amazon,Beauty,Large Envelope,AMZ,18.00 x 3.00 x 6.00 cm,0.18,N/A,"Oct 14, 2022",,No,42,Amazon
"Sensilis - Gentle Cleansing Mousse, Espuma Limpiadora Facial sin Jabón, Hidrata, Calma y Protege de la Polución, con Ácido Hialurónico y Prebióticos, para Pieles Sensibles",B09FFFV1XX,Wash,https://www.amazon.es/dp/B09FFFV1XX?psc=1,https://m.media-amazon.com/images/I/51NCQX2vanL._SX342_.jpg,Sensilis,10.75,"1,061",568,400,"16,368.96","6,235.50",171,611,AMZ,4.84,11,4.4,738,6,21,Amazon,Beauty,Extra Large Envelope,AMZ,19.70 x 4.30 x 4.60 cm,0.27,N/A,"Sep 3, 2021",,No,55,Amazon
"CeraVe - 16 oz moisturizing facial cleanser for daily cleansing, dry to normal skin",B01MSSDEPK,Check,https://www.amazon.es/dp/B01MSSDEPK?psc=1,https://m.media-amazon.com/images/I/51DbQev1thL._AC_SY355_.jpg,CeraVe,18.5,"1,438","1,438",800,"26,643.69","26,643.55",83,533,ES,6.63,6,4.6,"103,800",8,438,Botikpharm,Beauty,Extra Large Envelope,MFN,18.90 x 4.90 x 8.79 cm,0.54,N/A,"Jan 26, 2017",,No,111,Botikpharm
"INIBSA Dermatological Body Wash, For Skin And Hair Care, Dermatological Savings Pack, 2 L (Pack of 2 x 1 L)",B01HZN1O2M,Other,https://www.amazon.es/dp/B01HZN1O2M?psc=1,"https://m.media-amazon.com/images/I/51Vc9xBhAGL._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",Inibsa,6.99,"2,842","1,435","1,000","22,427.80","9,810.72",107,175,AMZ,6.06,13,4.5,"3,358",5,N/A,Amazon,Beauty,Small Parcel,AMZ,25.90 x 7.40 x 14.50 cm,2.21,N/A,"May 9, 2016",,No,119,Amazon
"Eucerin DermoPure Clinical Purifying Cleansing Gel (400 ml), Cleansing Gel with Salicylic Acid for Acne-Prone and Sensitive Skin, Facial and Body Cleansing Gel for Oily Skin",B075KJKFNP,Check,https://www.amazon.es/dp/B075KJKFNP?psc=1,https://m.media-amazon.com/images/I/61E7Ft7VKZL._AC_SY355_.jpg,Eucerin,15.79,255,255,200,"3,722.04","3,721.30",173,"1,443",AMZ,6.04,45,4.6,"3,077",10,46,Amazon,Beauty,Extra Large Envelope,AMZ,21.40 x 5.30 x 5.30 cm,0.45,N/A,"Sep 12, 2017",,No,103,Amazon
"URIAGE XEMOSE Anti-Itch Body Cream for Dry Skin with Atopic Eczema Prone I Soothe from the First Application, 48 Hour Anti-Reappearance Action Nourishing Lotion for Face and Body",B07Q4KFRG8,Cream,https://www.amazon.es/dp/B07Q4KFRG8?psc=1,https://m.media-amazon.com/images/I/61UOtITwKLL._AC_SY355_.jpg,Uriage,16.91,66,66,N/A,"1,157.81","1,157.20",178,"11,336",CH,6.39,10,4.6,307,8,8,DERMA EU,Beauty,Extra Large Envelope,FBA,17.90 x 5.60 x 6.70 cm,0.22,N/A,"May 11, 2019",,No,83,DERMA EU
"Mitosyl, Dermoprotective Body Lotion, Deep Hydration, Sensitive and Atopic Skin, Vegan Formula with Shea Butter, 400 ml",B0CK8KD6YQ,Check,https://www.amazon.es/dp/B0CK8KD6YQ?psc=1,https://m.media-amazon.com/images/I/51I1t+mjSWL._AC_SY355_.jpg,Mitosyl,13.05,175,175,100,"2,274.68","2,274.28",119,"3,556",AMZ,5.7,15,4.7,154,7,8,Amazon,Beauty,Small Parcel,AMZ,17.50 x 8.00 x 8.00 cm,0.4,N/A,"Oct 2, 2023",,No,30,Amazon
"GREEN CORNERSS CARE - Oat Moisturizing Cream | 280ml | Suitable for Skin with Atopic Dermatitis | With Prebiotics | 99% Natural | Perfect for the Whole Family, Suitable for Children Under 3 Years",B0DRKGHCM3,Cream,https://www.amazon.es/dp/B0DRKGHCM3?psc=1,https://m.media-amazon.com/images/I/31rizWCPpPL._AC_SY355_.jpg,Green Cornerss Care,19.89,500,500,N/A,"9,941.56","9,936.42",195,"2,898",N/A,6.83,2,4.7,110,9,7,,Beauty,Extra Large Envelope,MFN,19.80 x 5.10 x 5.30 cm,0.31,N/A,"Dec 26, 2024",,No,16,
"DEXERYL Creams, 2 x 500 g cream",B084ZKD8TD,Cream,https://www.amazon.es/dp/B084ZKD8TD?psc=1,"https://m.media-amazon.com/images/I/61ufSGAExHL._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",DEXERYL,26.9,45,45,N/A,"1,117.42","1,117.03",31,"23,229",N/A,8.25,9,4.7,671,8,3,,Beauty,Small Parcel,MFN,23.90 x 6.20 x 12.80 cm,1.13,N/A,"Sep 30, 2020",,No,67,
"Sanex Neutral Moisturizing Shower Gel (4x600ml), with Essential Ingredients, 0% Sulphates*, 0% Soap and 0% Dyes, for All Skin Types, Lasting Hydration, Triple Action Technology",B0DCNYL5HK,Check,https://www.amazon.es/dp/B0DCNYL5HK?psc=1,"https://m.media-amazon.com/images/I/71JLkr9KQ6L._AC_SY355_PIbundle-4,TopRight,0,0_SH20_.jpg",Sanex,12.36,"1,101",935,500,"18,815.09","11,788.98",176,510,AMZ,7.35,1,4.6,171,10,29,Amazon,Beauty,Small Parcel,AMZ,26.00 x 10.40 x 20.40 cm,2.92,N/A,"Aug 9, 2024",Sponsored Brand,No,20,Amazon
