Display Order,Product Details,ASIN,URL,Image URL,Brand,Price  US$,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  US$,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller,Source Keywords
66.,"Plug-in Fly Trap & Nightlight - Indoor Insect Catcher for Mosquitoes, Gnats, Fruit Flies with RGB Night Lamp for Home, Kitchen, Office (White, 1 Bug Light Device with 5 Sticky Pads)",B0F1DKS8DJ,https://www.amazon.com/dp/B0F1DKS8DJ?psc=1,https://m.media-amazon.com/images/I/61bwLe-EGaL._AC_SY355_.jpg,Praxse,13.99,20,10,N/A,238.84,123.04,181,"190,803",US,5.96,1,4.1,80,8,0,Praxse,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.12 x 1.57 x 2.71 in,0.24,N/A,"Apr 30, 2025",,No,13,Praxse,plug in fly trap
67.,"WowCatch Plug-in Flying Insect Trap for Indoors, Fly Trap for Fruit Flies, Gnats & House Flies, UV Light Indoor Bug Catcher for Home, Kitchen, Mess-Free Alternative to Bug Zapper, 1 Device 2 Refills",B0GKPZRMNV,https://www.amazon.com/dp/B0GKPZRMNV?psc=1,https://m.media-amazon.com/images/I/71LTma3ywGL._AC_SY355_.jpg,WowCatch,13.99,"1,163",742,300,"18,478.59","11,726.68",198,"14,646",AMZ,6.19,2,4,69,7,24,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,6.42 x 2.24 x 3.94 in,0.32,N/A,"Mar 23, 2026",,No,2,Amazon,plug in fly trap
68.,Mosalogic Fruit Fly Traps for Indoors Gnat Trap for House Indoor-600 Sqft Protection Area UV Fly Insect Trapper for Fruit Flies，Gnats，Mosquito，and Other Flying Insect Plug-in Bug Killer White 2Pack,B0DLNGMDFG,https://www.amazon.com/dp/B0DLNGMDFG?psc=1,https://m.media-amazon.com/images/I/81jyR75YVPL._AC_SY355_.jpg,mosalogic,29.59,"4,452",898,500,"70,220.92","26,583.55",197,"2,636",US,9.63,1,4.4,"2,032",7,27,Mosalogic LLC,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.00 x 2.72 x 3.35 in,0.55,N/A,"Feb 15, 2025",,No,15,Mosalogic LLC,plug in fly trap
69.,"Flying Insect Trap, Indoor Fly Trap, Fruit Fly Traps, Plug in Bug Light Trap for Gnat Moth for Mosquito, Flies, Fruit Flies, Moth, Gnat, Houseflies (1 Device + 3 Refills)",B0DBS1QSGR,https://www.amazon.com/dp/B0DBS1QSGR?psc=1,https://m.media-amazon.com/images/I/61FxkzzVw4L._AC_SY355_.jpg,BUZZ TRAP,4.73,290,178,100,"2,482.74",869.34,170,"32,708",US,3.95,2,3,33,9,7,Schmidt Empire,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.16 x 2.05 x 3.35 in,0.22,N/A,"Aug 1, 2024",,No,21,Schmidt Empire,plug in fly trap
70.,"4 Pack Plug in Bug Zapper Indoor Flying Insect Trap, Electronic Mosquito Zapper Gnat Traps with LED Light for Patio, Bedroom, Kitchen, Office",B0DSHVQ3S6,https://www.amazon.com/dp/B0DSHVQ3S6?psc=1,https://m.media-amazon.com/images/I/81LlR7QaXAL._AC_SY355_.jpg,Hywean zapper,19.99,38,38,N/A,690.16,689.69,141,"118,097",US,7.35,1,2.8,35,8,0,YOUMWE20,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.69 x 2.91 x 5.31 in,0.57,N/A,"Feb 28, 2026",,No,3,YOUMWE20,plug in fly trap | flying insect trap
71.,"Flowtron Indoor Plug-in Fly Trap, 9W UV Light Electric Insect Trap with Adhesive Board – Silent Mosquito, Gnat & Fruit Fly Catcher, 375 Sq Ft Coverage (White)",B0GDJQX2S4,https://www.amazon.com/dp/B0GDJQX2S4?psc=1,https://m.media-amazon.com/images/I/61zqkp1MfaL._AC_SY355_.jpg,Flowtron,29.99,61,61,N/A,"1,831.54","1,830.81",158,"99,833",US,10.09,2,4.6,28,9,0,DBROTH,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.45 x 3.23 x 3.86 in,0.68,N/A,"Jan 13, 2026",,No,4,DBROTH,plug in fly trap
72.,"Indoor Fly Trap Plug in, Flying Insect Trap with Blue UV Light, Fruit Fly & Gnat Trap for Indoors, Mess-Free Bug Catcher for Home, 1 Device + 5 Refill Glue Cards",B0GHRLRN7F,https://www.amazon.com/dp/B0GHRLRN7F?psc=1,https://m.media-amazon.com/images/I/61weKseC4RL._AC_SY355_.jpg,Acoswsi,23.39,"2,354","2,354","1,000","60,852.53","60,829.53",161,"7,825",N/A,6.72,1,4.4,39,8,14,FFTAO,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.00 x 2.91 x 3.54 in,0.31,N/A,"Mar 26, 2026",,No,2,FFTAO,plug in fly trap
85.,"LiBa Fly Trap Indoor for Home, Plug-in Flying Insect Trap for Flies, Fruit Flies, Moths, Gnats, Mosquito Killer Insect Catcher Fly Tapper with 3 Refill Glue Cards for Home Office",B0CT8CT13H,https://www.amazon.com/dp/B0CT8CT13H?psc=1,https://m.media-amazon.com/images/I/61G9JhHOhaL._AC_SY355_.jpg,LiBa,9.99,789,638,200,"7,278.37","6,364.51",178,"18,179",US,4.41,2,3.8,"1,182",7,0,LiBa,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.02 x 1.26 x 2.99 in,0.15,N/A,"Apr 11, 2024",,No,25,LiBa,plug in fly trap | fruit fly trap
86.,"20 Pcs Refill Glue Cards Compatible with Safer Home SH502 Indoor Fly Trap and Dynatrap DT3005W Plug-in Bug Light for Flies, Fruit Flies, Moths, Gnats, and Other Flying Insects",B0BWCVYTD9,https://www.amazon.com/dp/B0BWCVYTD9?psc=1,https://m.media-amazon.com/images/I/61oO9dEp3gL._AC_SY355_.jpg,Dichroma,7.99,"1,880","1,563","1,000","15,425.33","11,881.35",175,"6,397",US,3.95,1,4.7,"2,785",7,10,Dichroma USA,"Patio, Lawn & Garden",Small Standard-Size,FBA,7.87 x 0.75 x 3.35 in,0.42,N/A,"Apr 4, 2023",,No,37,Dichroma USA,plug in fly trap | fruit fly trap
92.,"Cordless Fruit Fly Trap for Indoors and Outdoors – 2 Device + 10 Refills Rechargeable Gnat Traps for House Indoor with Replaceable Glue Boards, Safe & Odor-Free Sticky Hanging Fly Traps",B0G24MZB7W,https://www.amazon.com/dp/B0G24MZB7W?psc=1,https://m.media-amazon.com/images/I/612LkOQzSmL._AC_SY355_.jpg,STOGA,49.99,37,6,N/A,994.67,266.01,185,"115,703",N/A,13.63,2,3.6,33,8,0,Altech Retail,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.77 x 4.96 x 6.57 in,1.81,N/A,"Jan 13, 2026",Sponsored Brand Video,No,4,Altech Retail,plug in fly trap
96.,"Flying Insect Trap Plug-in, Indoor Mosquito & Gnat Killer, Safe Non-Toxic UV Light Fly Catcher, Night Light Bug Trap with Sticky Pad for Flies, Gnats, Moths (2 Pack, Bright White)",B0FMRBSQ8G,https://www.amazon.com/dp/B0FMRBSQ8G?psc=1,https://m.media-amazon.com/images/I/71aAbd0hHfL._AC_SY355_.jpg,Pestvanish,26.99,197,124,50,"4,830.83","3,349.03",179,"48,085",US,8,1,5,14,7,N/A,GreenWarm Co.,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.65 x 2.64 x 3.23 in,0.46,N/A,"Apr 2, 2026",,No,1,GreenWarm Co.,plug in fly trap
97.,"Flying Insect Trap for Indoors, Plug-in Fly Trap Bug Catcher for Gnats, Fruit Flies & House Flies, Upgraded Blue UV Light Trap with Sticky Cards, Silent & Mess-Free, 1 Device + 5 Refill",B0GH74FPG6,https://www.amazon.com/dp/B0GH74FPG6?psc=1,https://m.media-amazon.com/images/I/71NF6ch3JFL._AC_SY355_.jpg,WowCatch,16.19,"1,761","1,047",500,"33,878.7","17,662.87",185,"4,017",US,6.52,2,4.2,94,8,37,WowCatch USA,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.06 x 2.48 x 4.02 in,0.42,N/A,"Feb 23, 2026",,No,3,WowCatch USA,plug in fly trap
98.,"BANPESTT Indoor Flying Insect Trap, Gnat Trap, Mosquito Trap, Moth Trap, Fruit Fly Traps for Indoors(1 Plug-in Base + 5 Refill Glue Boards)",B0CJM3WX3G,https://www.amazon.com/dp/B0CJM3WX3G?psc=1,https://m.media-amazon.com/images/I/61qmjEjryUL._AC_SY355_.jpg,BANPESTT,7.99,72,72,50,515.36,514.55,139,"185,386",US,4.44,1,4,164,7,0,CleansePhone Inc,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.21 x 3.03 x 3.62 in,0.24,N/A,"Dec 3, 2023",,No,29,CleansePhone Inc,plug in fly trap
103.,"Flying Insect Trap Indoor - Plug-in Fly Catcher and Killers Includes Refills for House Flies, Fruit Flies, Gnats, Cover up to 800 ft², Off-White, 1 Trap + 4 Refills",B0DLNXSHN5,https://www.amazon.com/dp/B0DLNXSHN5?psc=1,https://m.media-amazon.com/images/I/71XHcIoOoTL._AC_SY355_.jpg,kiwinurse,19.99,10,10,N/A,193.71,193.6,164,"51,881",US,8.08,1,3.9,724,7,9,Kiwinurse,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.92 x 1.42 x 3.43 in,0.26,N/A,"Feb 9, 2025",,No,15,Kiwinurse,plug in fly trap | fruit fly trap
104.,"Buzbug Fly Trap Indoor, Plug-in Flying Insect Trap, Fruit Fly Traps for Indoors, Plug in Bug Trap, Gnat Trap for House Indoor, Bug Catcher for Gnat Moth Mosquito, 1 Device + 10 Refills Glue Cards",B0GXWJ4P4S,https://www.amazon.com/dp/B0GXWJ4P4S?psc=1,https://m.media-amazon.com/images/I/715Rl5KkoAL._AC_SY355_.jpg,Buzbug,8.99,260,260,N/A,"2,597.4","2,594.78",195,"17,807",US,4.59,1,4.4,246,6,1,Amazei America,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.65 x 2.13 x 3.82 in,0.31,N/A,"May 9, 2026",,No,0,Amazei America,plug in fly trap
105.,"Hot Shot Flying Insect Trap, Discreet, Hassle-Free Trap Attracts, Captures House and Fruit Flies, 24/7 Continuous Attraction, No Plug-in Or Electricity Needed, 6 Count 984ml Each",B0DGWQV8GK,https://www.amazon.com/dp/B0DGWQV8GK?psc=1,https://m.media-amazon.com/images/I/71RAhcOIbLL._AC_SY355_.jpg,HOT SHOT,12.73,"4,259","4,259","3,000","64,407.15","64,364.44",178,"1,118",AMZ,6.99,1,2.6,"2,107",13,42,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,7.68 x 1.93 x 3.35 in,0.44,N/A,"Sep 13, 2024",,No,20,Amazon,plug in fly trap | fruit fly trap
106.,"BuggyBands Flying Insect Trap, Fruit Fly Trap Plug in Indoor Bug Catcher with 8 Refill for Gnats, Moths, House & Fruit Flies - Refill Compatible with ZevoM364A/Max (2 Devices + 8 Refills)",B0F43FHM2B,https://www.amazon.com/dp/B0F43FHM2B?psc=1,https://m.media-amazon.com/images/I/615qD-cEwsL._AC_SY355_.jpg,BuggyBands,24.99,422,198,100,"6,747.71","3,772.98",187,"17,891",US,9.88,1,4.2,178,8,22,"OMEISI Co., LTD","Patio, Lawn & Garden",Large Standard-Size,FBA,8.71 x 4.14 x 8.16 in,1.1,N/A,"May 22, 2025",,No,12,"OMEISI Co., LTD",plug in fly trap
111.,"Advanced Double-Sided Indoor Fly Trap for Home, Plug-in Ultra 5-Way UV Light Bug Catcher, Fly & Gnat Killer for House Flies, Gnats, Mosquitoes, Moths, Fruit Fly Traps for Indoors, 1 Trap 4 Refills",B0GCQTKDPR,https://www.amazon.com/dp/B0GCQTKDPR?psc=1,https://m.media-amazon.com/images/I/71nVghLYWdL._AC_SY355_.jpg,WowCatch,16.98,991,379,100,"16,675.73","6,623.68",196,"11,330",AMZ,6.64,2,4.2,53,8,15,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,5.04 x 2.05 x 3.07 in,0.33,N/A,"Feb 24, 2026",,No,3,Amazon,plug in fly trap
112.,"BugMD No Buzz Zone Fruit Fly Traps for Indoors with Honey Scent Bait & UV Light – Gnat Traps for House Indoor, Plug in Fly Trap Indoor, Bug Zapper Alternative, Mosquito Trap for Home",B0D38CSTX3,https://www.amazon.com/dp/B0D38CSTX3?psc=1,https://m.media-amazon.com/images/I/71yPyrQtOHL._AC_SY355_.jpg,BugMD,19.97,"1,545",748,500,"34,023.81","14,777.72",182,"6,349",US,7.09,1,4.1,"1,490",7,7,Pur Theory,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.98 x 2.24 x 3.03 in,0.31,N/A,"May 15, 2024",,No,24,Pur Theory,plug in fly trap | flying insect trap
113.,"Indoor Plug-in Fly Trap, 2-in-1 Gnat and Flying Insect Killer with 3-Sided Sticky Glue Board, UV Light and Night Light Function (2, White)",B0GCHH6C4C,https://www.amazon.com/dp/B0GCHH6C4C?psc=1,https://m.media-amazon.com/images/I/71mh8TwkZ+L._AC_SY355_.jpg,PEXPEL,19.99,26,21,N/A,518.59,444.44,138,"312,667",US,8.34,1,3.8,30,9,0,Pexpel,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.06 x 2.83 x 3.23 in,0.6,N/A,"Jan 9, 2026",,No,4,Pexpel,plug in fly trap
114.,"Fruit Fly Traps for Indoors, Plug in Fly Trap Indoor, 900 Sq Ft Protection Area, 6 Color Light Indoor House Bug Catcher with RC for Flying Insects Gnats Fruit Flies (1 Device+7 Refills)",B0FZBW6MG9,https://www.amazon.com/dp/B0FZBW6MG9?psc=1,https://m.media-amazon.com/images/I/71MnU9YEgZL._AC_SY355_.jpg,ZAYMAN,9.99,47,35,N/A,677.6,491.96,185,"99,820",US,6.45,1,4.2,191,8,0,jin ming you,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.00 x 2.01 x 2.80 in,0.29,N/A,"Dec 18, 2025",,No,5,jin ming you,plug in fly trap
115.,"Fly Trap Indoor, Plug in Flying Insect Trap, Effective Fruit Fly Traps for Indoors, House Indoors Fly Trap for Fruit Flies, Gnats, Moths and Other Flying Houseflies(1 Device + 3 Pair of Glue Cards)",B0F12HSLX3,https://www.amazon.com/dp/B0F12HSLX3?psc=1,https://m.media-amazon.com/images/I/610wFGW6ILL._AC_SY355_.jpg,Neyiok,12.49,74,74,N/A,998.05,997.5,197,"104,718",AMZ,3.86,1,4,19,8,0,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,4.61 x 1.65 x 3.27 in,0.22,N/A,"Jun 5, 2025",,No,11,Amazon,plug in fly trap
116.,"LFSYS 3 Pcs Fruit Fly Traps for Indoors (3 Device+18 Refills) Plug in Fly Trap for Gnats, Fruit Flies, Flying Insects Sleek Design Indoor Safe",B0FLTM5DJ6,https://www.amazon.com/dp/B0FLTM5DJ6?psc=1,https://m.media-amazon.com/images/I/715AtOPOQdL._AC_SY355_.jpg,LFSYS,23.99,93,93,50,"2,394.62","2,393.56",142,"106,729",US,4.09,1,4.5,70,6,0,us-garden life,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.37 x 2.64 x 3.19 in,0.07,N/A,"Oct 14, 2025",,No,7,us-garden life,plug in fly trap | fruit fly trap
117.,"Flowtron Indoor Plug-in Fly Trap, 9W UV Light Electric Insect Trap with Adhesive Board – Silent Mosquito, Gnat & Fruit Fly Catcher, 375 Sq Ft Coverage (Black)",B0GDJL6DW5,https://www.amazon.com/dp/B0GDJL6DW5?psc=1,https://m.media-amazon.com/images/I/71Hgy6h0OSL._AC_SY355_.jpg,Flowtron,29.99,62,62,N/A,"1,865.74","1,864.98",158,"78,298",US,9.1,2,4.7,28,9,0,DBROTH,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.37 x 3.35 x 4.02 in,0.67,N/A,"Jan 5, 2026",,No,4,DBROTH,plug in fly trap
118.,"2026 Upgraded 1 Pack Plug-in Flying Insect Traps for Indoors & 5 Refill Cartridges - Fruit Fly Traps Bug Zapper with Purple UV Light Tech for House Flies, Fruit Flies, Gnats to Mosquito Trap (FT91)",B0GQH2G529,https://www.amazon.com/dp/B0GQH2G529?psc=1,https://m.media-amazon.com/images/I/61luK4uQPdL._AC_SY355_.jpg,Thcritter,15.99,204,87,50,"4,302.02","1,392.13",197,"77,219",US,6.49,1,4.7,32,7,13,BYFS LLC,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.76 x 2.44 x 3.62 in,0.29,N/A,"Mar 13, 2026",,No,2,BYFS LLC,plug in fly trap
119.,"FlyWeb - Fruit Fly Traps for Indoors, Gnat Traps for House Indoor - Made in USA, Fruit Fly Killer, Non Bug Zapper Indoor, Plug in Bug Catcher, Bug Light, UV Light, Gardner (Black)",B0C6XZ35Q8,https://www.amazon.com/dp/B0C6XZ35Q8?psc=1,https://m.media-amazon.com/images/I/612PlWwGsJL._AC_SX342_.jpg,Gardner,39.99,262,57,N/A,"10,475.18","2,273.31",179,"42,254",US,11.29,1,4,"3,898",6,0,TIFFAND GOODS,"Patio, Lawn & Garden",Large Standard-Size,FBA,11.14 x 2.95 x 3.74 in,1.06,N/A,"Jun 10, 2023",,No,35,TIFFAND GOODS,plug in fly trap
120.,"2 Fruit Fly Traps & 10 Adhesive Cartridges, Indoor Plug-in Bug Catcher, UV Light Fly Trap Captures Fruit Flies, Gnats, Houseflies, Moths, and Flying Insects for Kitchen, Bathroom, Plant Areas",B0DSQ6X51F,https://www.amazon.com/dp/B0DSQ6X51F?psc=1,https://m.media-amazon.com/images/I/81t3PtRCOZL._AC_SY355_.jpg,Zaperly,21.99,626,503,400,"12,726.01","10,911.73",191,"8,686",US,5.67,1,4.2,408,8,12,Zaperly,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.10 x 4.41 x 4.45 in,0.75,N/A,"Mar 4, 2025",,No,14,Zaperly,plug in fly trap
121.,"MiniMax Plug in Fruit Fly Traps for Indoors! A Flying Insect Trap with UV LED Bulbs & 5 Glue Board Refills! Gnat Trap Used as a Fruit Fly Killer, Indoor Fly Trap, Mosquito Trap, Gnat Killer!",B0CXWKDQZX,https://www.amazon.com/dp/B0CXWKDQZX?psc=1,https://m.media-amazon.com/images/I/81RSKIz97pL._AC_SY355_.jpg,WizTrap,14.95,10,10,N/A,151.52,151.31,190,"256,892",US,7.51,1,3.7,382,8,3,PzPro Inc.,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.61 x 2.13 x 5.20 in,0.24,N/A,"May 13, 2024",,No,24,PzPro Inc.,plug in fly trap
122.,"Katchy Plug-in Bug Trap Indoor – Fly Catcher for Mosquito, Gnat, Fruit Fly & Small Moth – Blue Light, Chemical-Free & Eco-Friendly – All Indoor Areas: Kitchen, Living Room & Plants (1 Pack)",B0CPJ37XZH,https://www.amazon.com/dp/B0CPJ37XZH?psc=1,https://m.media-amazon.com/images/I/81E+UIl7eEL._AC_SY355_.jpg,KATCHY,16.99,"5,221",716,N/A,"166,758.47","12,149.24",189,"2,202",US,6.28,1,4,"5,641",9,"24,583",Katchy Stores,"Patio, Lawn & Garden",Large Standard-Size,FBA,3.90 x 2.44 x 3.27 in,0.24,N/A,"May 10, 2024",,No,24,Katchy Stores,plug in fly trap
123.,"Emerson ITL7103 Plug-in Flying Bug Catcher with UV Light and LED Décor – Indoor Fly, Fruit Fly, Gnat & Moth Catcher, Silent, 24/7 Coverage, Mess-Free, use in Any Room, Includes 3 Glue Cards",B0FQ8G8HX1,https://www.amazon.com/dp/B0FQ8G8HX1?psc=1,https://m.media-amazon.com/images/I/710zT0cS9yL._AC_SY355_.jpg,Emerson,12.57,62,48,N/A,639.15,527.91,189,"102,113",AMZ,5.98,1,5,6,9,0,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,4.96 x 2.44 x 4.13 in,0.29,N/A,"Sep 21, 2025",,No,8,Amazon,plug in fly trap
124.,Mosalogic Fly Insect Trap Plug-in Mosquito Killer Indoor Gnat Moth Catcher Fly Tapper with Night Light UV Attractant Catcher for Home Office White-2pack,B0BR4PZL74,https://www.amazon.com/dp/B0BR4PZL74?psc=1,https://m.media-amazon.com/images/I/614KFUPdTxL._AC_SY355_.jpg,mosalogic,35.99,"1,137",171,100,"25,486.84","6,154.13",152,"33,548",US,10.48,2,3.9,"2,236",8,N/A,Mosalogic LLC,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.76 x 2.83 x 3.43 in,0.51,N/A,"Mar 8, 2023",,No,38,Mosalogic LLC,plug in fly trap
125.,"Fruit Fly Traps for Indoors, Plug in Flying Insect Trap with Auto Night Light, Bug Catcher Indoor, Fly Trap Indoor for Fruit Flies, Gnats, Mosquito, Moths (1 Device + 5 Glue Cards)",B0G47K9B63,https://www.amazon.com/dp/B0G47K9B63?psc=1,https://m.media-amazon.com/images/I/61klX0cN-+L._AC_SY355_.jpg,WAYSLA,9.99,14,14,N/A,137.19,136.97,180,"304,256",US,4.63,1,3.3,26,7,0,WAYSLA,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.61 x 2.72 x 4.57 in,0.35,N/A,"Dec 18, 2025",,No,5,WAYSLA,plug in fly trap
126.,"Fly Trap Indoor, 2 in 1 Plug in Fruit Fly Traps for Indoors with Auto Night Light Gnat Traps for House Indoor Flying Insect Trap for Fruit Flies Moths Mosquito (1 Device + 5 Glue Cards)",B0F1CDGC8Z,https://www.amazon.com/dp/B0F1CDGC8Z?psc=1,https://m.media-amazon.com/images/I/61nzoPSGcLL._AC_SY355_.jpg,WAYSLA,8.99,15,11,N/A,169.72,95.97,185,"175,891",US,4.48,1,3.9,54,7,0,WAYSLA,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.65 x 2.68 x 4.57 in,0.37,N/A,"Apr 29, 2025",,No,13,WAYSLA,plug in fly trap
127.,"2-Pack Large Indoor Plug in Fly Trap, 21 UV LED Bulbs, 10 Sticky Glue Board Refills, A Home Gnat Trap, Moth, Flies, Mosquito Trap! (2 Devices 10 Glue Boards)",B0C3G5XH5Q,https://www.amazon.com/dp/B0C3G5XH5Q?psc=1,https://m.media-amazon.com/images/I/811pI68Dg3L._AC_SX355_.jpg,WizTrap,29.99,46,20,N/A,"1,045.55",628.5,157,"143,435",US,10.11,1,4,292,7,0,PzPro Inc.,"Patio, Lawn & Garden",Large Standard-Size,FBA,10.91 x 3.11 x 5.67 in,1.21,N/A,"Jun 26, 2023",,No,35,PzPro Inc.,plug in fly trap
128.,"Wondercide - Flying Insect and Fly Trap - Indoor Bug Catcher for Fruit and House Flies, Gnats, Moths, and Mosquitoes - Starter Kit for Home and Kitchen - 1 Plug-in Light and 1 Cartridge",B0CJMYL7D3,https://www.amazon.com/dp/B0CJMYL7D3?psc=1,https://m.media-amazon.com/images/I/81lPtZXicPL._AC_SY355_.jpg,Wondercide,18.99,"1,525",477,200,"30,233.12","9,049.39",185,"7,638",US,7.61,2,3.9,"1,220",6,4,Wondercide,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.18 x 3.46 x 5.08 in,0.37,N/A,"Sep 27, 2023",,No,32,Wondercide,plug in fly trap
129.,"Plug-in Fly Trap Indoor with Three-Sided Glue Board, 2 in 1 Gnat Traps for House Indoor with UV & Night Light, Flying Insect Trap for House & Fruit Flies (1 Device + 6 Glue Boards) (White)",B0FLXDNDCP,https://www.amazon.com/dp/B0FLXDNDCP?psc=1,https://m.media-amazon.com/images/I/614rw0J+31L._AC_SY355_.jpg,PEXPEL,19.99,1,1,N/A,14.98,14.93,188,"477,045",US,7.16,1,3.8,14,9,0,Pexpel,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.13 x 2.64 x 3.27 in,0.33,N/A,"Sep 23, 2025",,No,8,Pexpel,plug in fly trap
130.,"Fly Away Indoor Fly Trap Plug-in (2 Pack) with 6 Refills – Catches Fruit Flies, Gnats & Small Flying Insects – Silent, Non-Toxic Sticky Trap with UV Light",B0F9M4BY3H,https://www.amazon.com/dp/B0F9M4BY3H?psc=1,https://m.media-amazon.com/images/I/615mT9iOolL._AC_SY355_.jpg,Fly Away Product,18.49,93,93,N/A,"1,427.21","1,426.2",154,"182,846",US,6.86,1,4.2,31,8,2,Fly Away Product,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.57 x 2.99 x 3.19 in,0.4,N/A,"May 24, 2025",,No,12,Fly Away Product,plug in fly trap
131.,"Fly Trap Indoor, Plug in Flying Insect Trap for Fruit Fly, Gnat, Moth, UV Mosquito Bug Trap Catcher with Night Light, Noiseless and Easy to Use, Ideal for House Bedroom Kitchen(1 Device+ 5 Refills)",B0CTDQJ2MG,https://www.amazon.com/dp/B0CTDQJ2MG?psc=1,https://m.media-amazon.com/images/I/61NEVJX5JsL._AC_SY355_.jpg,TOADWILL,8.97,17,13,N/A,173.64,118.79,197,"161,918",US,4.48,1,3.7,262,7,0,TOADWILL,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.16 x 2.13 x 3.35 in,0.26,N/A,"Apr 11, 2024",,No,25,TOADWILL,plug in fly trap
132.,"Bug Zapper Indoor Fly Trap Plug-in Flying Insect Catcher for Gnats Moths Fruit Flies & Mosquitoes UV Light Sticky Bug Killer for Home, Kitchen, Plants Non-Toxic & Silent (1 Device + 3 Refills)",B0F8P68NLV,https://www.amazon.com/dp/B0F8P68NLV?psc=1,https://m.media-amazon.com/images/I/61b796YZIrL._AC_SY355_.jpg,imio,18.88,6,2,N/A,74.29,42.99,192,"459,184",US,6.92,1,4,41,8,0,PROBOX Store,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.54 x 2.64 x 4.02 in,0.37,N/A,"Jun 19, 2025",,No,11,PROBOX Store,plug in fly trap
133.,"Flying Insect Trap Indoor, Light Fly Trap Captures Flies, Fruit Flies, Gnats, Moths, Mosquito and Other Flying Houseflies(1 Plug-in Device + 3 Pair Refills)",B0F48LCWKM,https://www.amazon.com/dp/B0F48LCWKM?psc=1,https://m.media-amazon.com/images/I/71VAxpvkBiL._AC_SY355_.jpg,ILCPP,12.85,174,46,N/A,"2,375.92",632.51,156,"50,939",AMZ,6.78,1,3.9,498,7,0,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,4.61 x 1.61 x 3.23 in,0.24,N/A,"May 1, 2025",,No,12,Amazon,plug in fly trap
134.,"2 Plug-in Flying Insect Traps & 10 Refills, Effective Fly Trap for Indoor Use, Small Bug Catcher with Purple Light for Fruit Flies, Gnats, Moths and Mosquitoes",B0GRBP6129,https://www.amazon.com/dp/B0GRBP6129?psc=1,https://m.media-amazon.com/images/I/71lfpK57iUL._AC_SY355_.jpg,NocheVacia,33.49,65,26,N/A,"1,440.03",862.48,159,"68,832",US,9.36,1,4.1,23,N/A,0,Blivonta,"Patio, Lawn & Garden",Large Standard-Size,N/A,6.38 x 3.98 x 4.06 in,0.57,N/A,"Apr 17, 2026",,No,1,Blivonta,plug in fly trap
135.,"Bug Zapper Indoor, Fly Traps, Flying Insects, Electronic Insect Killer Fly Insect Trap Plug-in Mosquitoes Killer Mosquito Zapper with Blue Lights for Living Room, Kitchen, Bedroom (2Packs)",B0FGNTGF4M,https://www.amazon.com/dp/B0FGNTGF4M?psc=1,https://m.media-amazon.com/images/I/612Bl1EDHFL._AC_SY355_.jpg,HTTLLH,19.99,9,9,50,186.56,171.98,188,"111,448",US,6.9,1,3.5,154,7,0,Amos International inc.,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.04 x 2.60 x 3.23 in,0.29,N/A,"Aug 23, 2025",,No,9,Amos International inc.,plug in fly trap
