segment,brand,asin,rating,title,review,date
Lure,Raid,B09GDHSW99,1,"Does not work, smells terrible",Does not work,2025-11-18
Lure,Raid,B09GDHSW99,1,Not worth it make it yourself for less,I paid $8 for this fruit fly trap that is made with supposedly essential oils! Lie!!! It’s water and apple cider vinegar! It works but now my kitchen reeks of vinegar. I could have made this myself at home for nothing as I already had the ingredients. I bought it because I hate the smell of vinegar and it mentioned essential oils so I bought it. Never again!!! The company who makes it should be ashamed of themselves for selling this. Oh and the package/ product is very small like 2in x 2” !!! What a ripoff!!!,2023-09-04
Lure,Raid,B09GDHSW99,1,Doesn't work despite the good brand name,"We had an infestation of fruit flies and gnats. Used this product along with sticky tape and zapper. This product caught none, whilst sticky paper probably 50-75 per sheet and hundreds killed with the electric zapper. All products purchased on Amazon. FYI this product is apple cider vinegar in an expensive plastic container. Don't waste your money. Same review for this vendor's competitor.",2024-08-31
Lure,Raid,B09GDHSW99,1,Does not work,I have a problem with fruit flies in my house. They are all over the kitchen area. This has been sitting on the counter next to the bananas for 5 days. Fruit flies all around it but there's zero in it. Doesn't do anything. Just in the way.,2025-01-08
Lure,Raid,B09GDHSW99,1,Buy a plug in Bug Zapper instead.,"Not worth the money! Buy a bug zapper instead, works better all day long!",2025-10-15
Lure,Raid,B09GDHSW99,1,Doesn't work at all,This ain't a trap. Its regular vinegar with soap just liek the home made stuff but overpriced and not as strong. It hasn't captured a single gnat because my homemade stuff is already so much stronger that gnats dont even notice this. Ill post a video,2025-06-26
Lure,Raid,B09GDHSW99,1,It’s just vinegar,Been having this out for a week and it only got ONE fly The flys are just chilling on the side of the container laughing like “haha you thought I was going to fall for this” But yeah it’s literally only vinegar and a waste of money ! Plus it’s a super small container I was expecting to open this up and smell harsh chemicals. I cleared out the whole room and told everyone not to enter until I opened this and situated it. I could just laugh at how dumb I felt smh 😂,2023-07-06
Lure,Raid,B09GDHSW99,1,Nope!,The product raid fruit fly did not work at all. Had it open for 4 weeks now one pests lil guy in there. So no it does not work ..going back to the apple tetro brand,2025-06-01
Lure,Raid,B09GDHSW99,1,They don’t work,I ordered 2 of these traps for fruit flies and after leaving them out for 3 days and these little boogers flying all around they didn’t catch ONE. Not ONE. And it made my whole kitchen smell like vinegar. You might as well make your own vinegar and soap concoction… waste of money.,2024-12-04
Lure,Raid,B09GDHSW99,1,Didn't work,"Bogus product, claims to work upon opening, opened days ago without any progress in eliminating fruit flies.",2025-10-01
Lure,Raid,B09GDHSW99,1,Worst Product Ever,"I BOUGHT TWO FLY TRAPS. NONE OF THEM WORK. FRUIT FLIES AND GNATS EVERYWHERE. THE COMTAINER CAUGHT A TOTAL OF 2. AND THAT'S ONLY BECAUSE I PUSHED THE BUG INTO THE LIQUID. I AM MORE THAN DISAPPOINTED. AND, FURTHERMORE, HOW AM I SUPPOSED TO RETURN THESE LIQUID CONTAINERS WHEN I THREW OUT THE PLASTIC TOPS?????? ABSOLUTELY",2024-08-29
Lure,Raid,B09GDHSW99,3,"Strong smell, not as effective as you'd like",Seemed to help rid the fruit flys but the smell was hardly worth it.,2025-10-30
Lure,Raid,B09GDHSW99,3,Ok product b,"This product was OK. The fruit flies are just not so good to get to and this is very better than home remedies, but it really didn’t do too much for me.",2025-09-17
Lure,Raid,B09GDHSW99,3,Good product,"Worked pretty good and killed the couple I had, just hard to set out if you have pets or kids.",2025-10-12
Lure,Raid,B09GDHSW99,3,"Make your own, its way less expensive.",Basically an apple cider vinegar and dish soap in a name brand jar.,2025-10-22
Lure,Raid,B09GDHSW99,3,Won't buy again,I shook it up like it said and finished following the instructions and it has been out for 3 days and still haven't caught anything,2025-09-24
Lure,Raid,B09GDHSW99,3,Just ok can get cheaper other places,Works decent. Can get cheaper at dg for $1,2025-10-22
Lure,Raid,B09GDHSW99,3,Not as effective as I thought,"Raid Essentials Fruit Fly Trap really works! As soon as I opened the container and put it on the counter above by stove it got a lot of attention from the fruit flies! I highly recommend this! I was excited about this product at first! However, the fruit flies seem to be multiplying, both in the kitchen area and in the sink area in my bathroom. So, I am getting ready to try another brand and see if it works better.",2025-06-18
Lure,Raid,B09GDHSW99,3,Not sure,"It hasn’t trapped any flying insects as it was supposed to maybe it’s just too soon All right, check outside",2025-09-01
Lure,Raid,B09GDHSW99,3,Okay only.,Worked okay. Not as well as I expected.,2025-09-28
Lure,Raid,B09GDHSW99,3,Meh,"Meh. Kinda works, but very strong apple cider vinegar smell. Doesn't really appear to attract them, more like repels from that area. Instead I see them everywhere it's not!",2025-07-23
Lure,Raid,B09GDHSW99,3,Smelly risk for spills,"This trap works well to catch pesky fruit flies. However, a couple issues. 1. buyer beware the smell is STRONG. Your entire room will smell like strong vinegar. It is not for the faint of heart. I wish I had known just how pungent it was before using it. (Not all traps smell this bad). 2. Once you open the container it’s just that, an open container of liquid. Very susceptible to spills.",2025-04-20
Lure,Raid,B09GDHSW99,3,Works but with major concerns,"It works, but I wouldn’t buy it again. It’s a cup full of liquid that you’re supposed to leave wide open, no cover, for a month. Unless you put it in an area where nobody ever goes, there’s a huge chance you’re going to spill this. Plus, it has a very very strong scent of like…balsamic vinegar. It’s not unpleasant but it is also not pleasant - pungent and unexpected.",2025-04-23
Lure,Raid,B09GDHSW99,3,Works great… for a very short time.,Works great for about 3 days and then the flies just sit on the edge of the container and don’t go into the liquid. Definitely doesn’t last (at full strength) for 21 days.,2025-07-15
Lure,Raid,B09GDHSW99,3,Lower the price,This product really works but I think the price is higher than in stores,2025-08-25
Lure,Raid,B09GDHSW99,3,Won’t buy again,Works but it’s really messy. Won’t buy it again.,2025-09-03
Lure,Raid,B09GDHSW99,3,Did not work,"Unfortunately, the product did not work, not even a little. I watched as fruit flies flew around it and did not land or even get close to it. After a few days, there was not one fruit fly in the container. The product containing apple cider vinegar, naturally, had a really strong smell, but it didn't bother me as much. I was really hoping this would help with our fruit fly problems. This video was taken about a week after opening. If anyone has any tips or tricks for this, please let me know.",2025-01-05
Lure,Raid,B09GDHSW99,3,Not as pictured,The sales ad picture shows a cap so gnats can fly it but not escape. Saldly the item didn’t include that top the gnats can escape if they land on the container,2025-07-01
Lure,Raid,B09GDHSW99,3,Does anything take care of all flies?,It works but doesn’t take care of all fruit flies.,2025-08-28
Lure,Raid,B09GDHSW99,3,"Strong ""rotten"" odor","This stuff stinks, do not spill it!",2025-09-02
Lure,Raid,B09GDHSW99,3,It really really stinks,"It really, really stinks, ha.I guess it's a vinegar I can't stand the smell of it.So it's not a good product for me because of allergies and smell sensitivity",2025-06-18
Lure,Raid,B09GDHSW99,3,Very stinky,I’ve only had it open for 3 days very stinky and hasn’t caught one fruit fly. I have little flies in my plants and it hasn’t caught one of those I have to dump it can’t get past the smell. It’s rotten fruit juice.,2024-10-01
Lure,Raid,B09GDHSW99,3,"Fruit Flies love that vinegar smell, but I do not.","We got this to help with some fruitflies/drain flies that swarmed our home a few months back. It worked great for the fruit flies. Even caught a few of the house flies that got inside. Unfortunately, it was just too much for me every morning to be hit with a waft of vinegar smell while making my morning coffee.",2024-05-20
Lure,Raid,B09GDHSW99,3,Don't like,It smells really bad,2025-05-21
Lure,Raid,B09GDHSW99,3,Small,Thought it would be a bigger bottle .. Was pretty small,2025-04-15
Lure,Raid,B09GDHSW99,3,Better than plain vinagre but not great!,I was hoping for a better outcome. The flies would land on the edge but rarely in the concoction. It will tip easily.,2025-02-09
Lure,Raid,B09GDHSW99,3,Not working,Not working,2025-05-07
Lure,Raid,B09GDHSW99,3,Trap does not work,"I bought 2 of these fruit fly traps and I opened both and left them uncovered for a week in my kitchen. I put them both near the kitchen sink and by the fruit. I only saw one dead fruit fly in there after 1 week. Don’t waste your money on these. Well unfortunately, it didn’t work for me!",2023-11-03
Lure,Raid,B09GDHSW99,3,Doesn’t work as advertised,"Honestly, I tried this, but it didn’t seem to work as it was promised in the details. Was able to work a homemade remedy work more efficiently than this product",2024-10-11
Lure,Raid,B09GDHSW99,3,Works for small amount of flies. Not alot,Killed some but still tons flying around it not landing,2025-03-12
Lure,Raid,B09GDHSW99,3,"Works, but it’s literally just vinegar and makes the whole area smell like it","The product works BUT it makes the whole room smell exactly like apple cider vinegar. I recommend you save yourself the money, find a small container, and pour in apple cider vinegar to attract the flies instead.",2024-05-28
Lure,Aunt Fannie's,B07VYPGHFW,1,Not worth it,So so. It smells like vinegar mostly and there’s no way to prevent a spill if it’s open. The flies land on the side a lot. The second one I ordered didn’t work at all. Like they got immune to it or something. Orange juice did the trick in a fraction of the time so save your money.,2026-01-09
Lure,Aunt Fannie's,B07VYPGHFW,1,"Doesn’t kill them, only attracts them.","This doesn't work, it attracts more fruit flies but does not kill them. I used it for more then 2 months and hasn't killed one… I have a lot more flies then before actually.",2026-02-02
Lure,Aunt Fannie's,B07VYPGHFW,1,Save your money.,"Ineffective -- we recently had an issue with fruit flies and this product didn't do its job. Better luck with homemade solution of water, vinegar, and dish soap. Also found sticky traps worked.",2026-01-19
Lure,Aunt Fannie's,B07VYPGHFW,1,Fruit Flies Roundly Ignored this substance.,"Have many fruit flies. Only one was drawn to this solution. Also, one of two bottles leaked all over the packaging. Returned after let it sit there on my counter tempting none of the fruit flies.",2026-01-07
Lure,Aunt Fannie's,B07VYPGHFW,1,Don’t buy if you love your life!,"Do not buy this! I repeat! Do not buy this! Within 10 minutes your house will be full of something that you cannot put your finger on other than grasping for fresh air and trying not to meet your maker. Someone decided that putting some sort of mix of ether, apple cider vinegar and some concoction of liquid from the pits of hell together and put it in a bottle said to be safe for home use and thought that was a good idea. 10/10 do not recommend! Just let the fruit flies dance!",2025-10-31
Lure,Aunt Fannie's,B07VYPGHFW,1,Total waste of money in my case,"I have been battling fruit flies in my kitchen for a while. I've tried several methods including fly strips as well as multiple homemade traps using differing methods (mason jar with apple cider vinegar & dish soap, wine bottles with a bit of wine left, mason jars with apple cider vinegar *and* rotting fruit with saran wrap & holes poked, jars with paper funnel, etc.) I've even heated the apple cider vinegar before setting out the traps to produce an aroma of the fermenting vinegar/fruit. I had high hopes for this product but it literally only caught 1 or 2 fruit flies. I caught many more with just regular fly strips that catch them by chance. I left this product in two separate places in my kitchen for over a week and the fruit flies ignored it completely. Total waste of money in my case. I got rid of my fruit flies by actively spraying them with a spray bottle filled with dish soap & water, fly strips, and pouring boiling water down the drain every day (and being diligent about not leaving food crumbs out). Aunt Fannie's FlyPunch did not help at all and was a waste of money in my case. The fruit flies I had completely ignored this product (which smells like it is simply apple cider vinegar anyway).",2016-10-17
Lure,Aunt Fannie's,B07VYPGHFW,1,An expensive version of a cheap home remedy that doesn't work,"I probably should have researched the product a bit more before buying it. After opening it it became very obvious from the smell and look what it was. It's literally just a bottle of apple cider vinegar with a few drops of soap. It even says so in the ingredient list ""vinegar, water, ethyl lactate(aka soap)"". To be fair it does kind of say that in the description so that's on me. Does it work? - About as well as apple cider vin and soap does (because that's what this product is). I've heard of this working for others so that's what I tried before buying this. For me I caught about 5 flies with my home made stuff and 3 with this product. My other home made trap was a bottle with a small amount of fruit juice and sealed with some plastic wrap with a few small holes. That has caught around 50. Still have an infestation. This, along with the home made stuff, will make the whole area smell of vinegar. If you really want to try this method then just make it yourself for half the cost. Most people have acv and soap laying around anyways. And if it doesn't work then at least you'll have left over soap you can use to clean and acv you can cook with.",2021-11-04
Lure,Aunt Fannie's,B07VYPGHFW,1,Ineffective and malodorous,"I did not expect to open the bottle and find that it was a wide-open design and thus easily spillable. I have pets (including a very inquisitive and ungraceful cat), so I can't put it in certain places. I did try to put one in the kitchen but a tiny spider on the windowsill nearby is catching more fruit flies than this trap. The smell of vinegar is quite strong and not pleasant, and so far the fly trap hasn't caught a single obnoxious flying anything.",2025-10-09
Lure,Aunt Fannie's,B07VYPGHFW,1,Do not recommend,This has been put on my counter for over a day. There is not a single fruit fly in it. Definitely would not recommend. Terro traps are much more effective.,2025-12-23
Lure,Aunt Fannie's,B07VYPGHFW,1,Very disappointed,"I finally received this item after a lengthy shipping period. Both bottles had the caps on wrong and all of the liquid was gone, the packaging is wet and smells like the product. Probably left a trail of fruit fly fluid the whole way.",2025-11-19
Lure,Aunt Fannie's,B07VYPGHFW,1,Didn't work for me AT ALL,"I have several fruit flies around the spyder plants in my kitchen (and near a counter at the other end of the kitchen where I have bananas hanging). I bought this with high hopes... but no go. Initially I opened the bottle, placed it between two plants and gave it a few days. Nothing. I then poured it into four small shallow open containers and placed three around all the plants and one near the bananas. Five days later, only 1 fruit fly ended up in any of the containers (I think it got in there by accident & drowned). I can say that after all this time, the smell of apple cider is still very strong. From reading other reviews, it seems that this is either wildly successful or an absolute miss. I'll leave them out for a while longer, but for me, this was a wasted purchase. I had hoped this would have some sort attractant I didn't know about and would work, but could have saved my money and gone back to a plain old cider vinegar & dishsoap mix (which gave me the same result but was much cheaper).",2022-09-03
Lure,Aunt Fannie's,B07VYPGHFW,1,Caught three flies only. Put your investment elsewhere.,I paid almost $8 to catch three flies. My cat would have done a better job. Basically useless did absolutely nothing to solve my problem. I would be investing in something else.,2025-12-06
Lure,Aunt Fannie's,B07VYPGHFW,1,Total failure,sadly they do not work - don't know why but I was hoping this took care of my problem but not happening - going back to my local hardware store to get the ones that have worked in the past and these are going back to Amazon,2025-11-07
Lure,Aunt Fannie's,B07VYPGHFW,1,Junk,"Don’t waste your money! Not only is this nothing more than vinegar, it is a poor design. The top is just wide open. You have to have small holes so the fruit flies can get in but not out! They were all just hanging out on the popped top diving in for a slurp of vinegar and then resting back on the top. I had more success with a small jar of vinegar with cling wrap poked with a toothpick! China is dumping their junk and Amazon is selling it to us!",2025-08-15
Lure,Aunt Fannie's,B07VYPGHFW,1,Doesn’t work.,"Initially I had high hope for this based on what others were saying. Unfortunately these were a huge let down for me. The design is clumsy at best and is a spill waiting to happen, It’s just a wide open bottle. I have left one out for over a week now where I have an abundance of fruit flies. Not a single fly in it, they’re not even interested in these. Save your money and find a working product.",2025-09-12
Lure,Aunt Fannie's,B07VYPGHFW,1,Save Your $ & Make A Trap From A Old Water Bottle & Vinegar!,A homemade trap from an old water bottle & vinegar with a few drops of soap works better than this any day! This simply doesn't work. The reviewers that say it does must have some bad infestations or something as I've had this in various locations for several weeks and not ONE fruit fly was captured! I even added some foil over the top and poked a few holes as some suggested and it still is a miserable failure!,2025-08-24
Lure,Aunt Fannie's,B07VYPGHFW,1,Odd bottle,"The bottle is odd designed, unprofessional, unpractical.",2026-01-27
Lure,Aunt Fannie's,B07VYPGHFW,1,Don’t waste your money,"Ineffective, and will not get the job done. You could probably make something better on your own.",2025-12-29
Lure,Aunt Fannie's,B07VYPGHFW,1,Ridiculous,Do not waste your time nor your money. Zero effectiveness. Nothing else needs to be stated. Have a nice day.,2025-12-20
Lure,Aunt Fannie's,B07VYPGHFW,1,Just ACV! Biggest waste of money,"Biggest rip off ever. This item is literally a plastic spice jar of apple cider vinegar, you could make this for 50 cents in less time it would take to order this with items in your kitchen. Actually unreal that i just paid $8 for this, should have read the ingredients. Was specifically trying to not use apple cider vinegar because it stinks. DO NOT BUY! It doesn’t work very well.",2025-09-04
Lure,Aunt Fannie's,B07VYPGHFW,1,Probably useless!,"I tried this product Because i was desperate to get rid of fruit flies. It’s my nderstanding that the that the flies would be attracted to it, enter the bottle and die. If I’m correct, the product was useless,as it did not draw a single fly into it, despite my having left it open on my kitchen counter for 4 days. It just so happens that the infestation had significantly improved by the time I received and set the bottle out, and the flies were actually almost gone by the end of the 4 days, so IF the product works just by sitting open and on the counter, it MAY be that the product did work. At this time I’m just trying to be fair and offer the seller the benefit of the doubt; however, I cannot, now give the product more than one star. I invite the seller to clarify the situation, especially if the product does not need to draw the flies into it for it to work. Also, however, the odor emitted from the jar is so strong and pervasive that it made me nauseous and I doubt I could have tolerated it much longer.",2018-12-21
Lure,Aunt Fannie's,B07VYPGHFW,1,Useless Product - Did Nothing,Left out for about a month and caught 0 flies in my kitchen. Just dried up. Waste of money…Avoid.,2025-12-07
Lure,Aunt Fannie's,B07VYPGHFW,1,Apple cider vinger,Not worth the money. This does nothing. Its vinger and that's what I've been using.,2025-12-17
Lure,Aunt Fannie's,B07VYPGHFW,1,Waste of money.,"High priced vinegar. Didn't work for me. Very dissapointed. I usually never take the time to write a review, but this product was so bad. A week went by and just one fruit fly. Another week and still nothing. They don't even seem to go near it. Not worth the risk of accidently spilling the contents, due to open container. Unbelievable how some people love it.",2025-08-19
Lure,Aunt Fannie's,B07VYPGHFW,1,I put out 2 traps & watched cloud's of fruit flies surrounding it,I had an area where some fruits and vegetables had gone bad. I sat both of the items with their tops opened ( sure smelled like Apple Cider Vinegar to me) and for 3 days watched cloud's of fruit flies flying in clouds around it. I saw them land in the bottle but not a single one went into the liquid and died. I've had better luck using plain white vinegar.,2025-08-04
Lure,Aunt Fannie's,B07VYPGHFW,1,An absolute waste of money.,You can achieve the same results BETTER by simply putting some apple cider vinegar in a small dish. This is overpriced for a container that isn’t special. And a solution that is nothing special. Ol Aunt Fannie scammed us all. Aunt Fannie… more like Aunt Farty. Don’t waste your money.,2025-09-24
Lure,Aunt Fannie's,B07VYPGHFW,1,"Doesn't work, save your $$",This product arrived half-empty and the little that remained did not attract any fruit flies. Zero. Don't waste your money.,2025-11-29
Lure,Aunt Fannie's,B07VYPGHFW,1,Does not work at all,"This didn’t work at all. I left it out for several weeks and it didn’t do anything. There isn’t really a trap, it’s just a bottle of vinegar, with a fully open flip top lid, that the gnats can fly in and out of. I feel like this was a complete waste of money and time. It needs a better design as there isn’t a way to actually trap the bugs.",2025-08-01
Lure,Aunt Fannie's,B07VYPGHFW,1,It does not work !,"I bought this brought June 2025. I opened the lid and placed it on the kitchen counter next to the fruit bowl. I let it sit there in disturbed until September 3, 2025, absolutely nothing happened to the flying fruit flies. The fruit flies ignored the bottle all together! Do not waste your money !",2025-09-03
Lure,Aunt Fannie's,B07VYPGHFW,1,"No longer effective, change in formula?","UPDATED REVIEW: Two years ago my apartment has very annoying fruit flies - I lived in a house of four girls, with all of our bananas and avocados and tomatoes, etc, that made it impossible to live produce free for long enough to make the bugs go away. I bought this product, and within days there were over 15 fruit flies that it had gotten rid of. I bought more, and our fruit fly problem went away and stayed away. This year, with the summer heat and plethora of summer fruit, the fruit flies are back. And this time, after buying 5 of these liquid traps, none of them are working. I even see fruit flies flying immediately next to the traps, but after 4 weeks of hoping they would start working again they are not, and I am thoroughly disappointed. The company must have changed their formula for this drastic of a decline in its effectiveness.",2023-08-23
Lure,Aunt Fannie's,B00WMZMHPW,3,Eh,While I do like these and they work okay… They don’t stop the source of the problem which is likely the garbage disposal or a drain. They kill off a fair amount but they keep coming.,2024-03-30
Lure,Aunt Fannie's,B00WMZMHPW,3,OK,"This works okay, but not as good as store products or homemade recipes unless you change it every 3 days.",2024-09-06
Lure,Aunt Fannie's,B00WMZMHPW,3,Doesn’t work much,"The first package was poorly wrapped and arrived with one broken bottle of liquid all over everything. Amazon replaced this with no issue. But, it now sits next to my old jar with homemade stuff in it (red wine, and a bit of dish detergent) and the flies have not used this stuff any more than the homemade. They keep flocking to my homemade stuff. So save your money and look up a nice recipe.",2023-01-26
Lure,Aunt Fannie's,B00WMZMHPW,3,Open bottle - prone to spills,"It caught a couple of fruit flies so that’s good. I was surprised to see a completely open top. If it gets knocked over, it will be a huge headache to clean up never mind disgusting. I’ll probably use it to refill the little apple/strawberry-shaped containers that are less likely to leak if tipped over.",2023-08-01
Lure,Aunt Fannie's,B00WMZMHPW,3,Ineffective trap design,"The trap smelled like other vinegar based traps which I've used before. This is essentially a spice container filled with vinegar/soap solution. There is no inverted bit to keep insects from flying back out. Unfortunately they fly in but don't get caught in the trap unlike others I've used. This didn't work at all. I ended up pouring the solution into a glass with a plastic bag over the top, cut a smaller hole, and it worked better than what I was provided.",2021-12-02
Lure,Aunt Fannie's,B00WMZMHPW,3,Works but so does Apple Cider Vinager,Too expensivet. The cap is not the best for containing the bugs.,2024-10-18
Lure,Aunt Fannie's,B00WMZMHPW,3,Not really worth the cost.,Its just ACV in an container. I thought it was more of a trap that i could refill. I'll still need to add cling wrap to the top so flies dont make their way back out. Creating your own trap with some dollar store cling wrap is a lot cheaper and more cost effective.,2023-07-26
Lure,Aunt Fannie's,B00WMZMHPW,3,Loved it when I bought it previously but it doesn’t seem to be working as well this time.,"I had purchased this product a year or two ago and I was very impressed with how well it worked as it seemed to alleviate all of the fruit flies in our kitchen within ~24 hours after putting it out. When I went to reorder a few weeks ago, I noticed that it had different packaging but didn’t think much of it. However, after having it out for several days now, there are still fruit flies flying around. Not sure if it is a different formula than what was used in the past but it doesn’t seem to be working as well this time. A bit disappointed.",2018-10-10
Lure,Aunt Fannie's,B00WMZMHPW,3,Wasn’t great; smells like vinegar,"This stuff smells just like vinegar. The label says there are other ingredients, but I feel like I just paid way too much for a little bottle of something I already had in my cupboard. More importantly, it didn’t really work that well. As you can see in the picture, there is a fruit fly perched on the outside of the bottle at the top of the label. I managed to catch a few of them, but it wasn’t enough to make a difference.",2021-09-04
Lure,Aunt Fannie's,B00WMZMHPW,3,Aunt Fannie's FlyPunch! Fruit Fly Trap ...,"I have been battling fruit flies for 2 weeks! Between the produce I buy and my fruit flavored vape juice they have been relentless. I just received one of these today along with a 2 pack of Terro brand ""Peaches"". I set all three out in my house. One Terro and this product in kitchen and one Terro in my den. The Aunt Fannie's product has eliminated more flies than the two Terro peaches combined so far (less than 24 hours). Update: You can lead a fly to a lure, but you can't make the fly jump in. I ended up finding a chemical product called PT Alpine that eliminated all the flies in my home in 48 hours.",2017-09-12
Lure,Aunt Fannie's,B00WMZMHPW,3,Fruit Fly Trap,"We all of a sudden had a huge amount of fruit flys in our kitchen and bathroom areas. Tried all the home made remedies we could think of and nothing seemed to work. I bought Aunt Fannies Fruit Fly Killer from Amazon and was hoping to get rid of them all. Much to our disappointment, it did not work as well as we had hoped. It did trap a few flies, but not any better than the home made remedies we tried. We are still battling with them. We even bough a spray by RAID it does kill them but not all of them. Don't know where they are coming from or how to get rid of them",2019-06-28
Lure,Aunt Fannie's,B00WMZMHPW,3,So it did work….,But only for about a week. Honestly this is just apple cider vinegar in a spice container. You could make it yourself if you just buy vinegar and dawn soap.,2024-09-14
Lure,Aunt Fannie's,B00WMZMHPW,3,There are better products on the market.,"Okay so I managed to get some fruit flies the first few days, but not all. Obviously the more you have, the better chance you will get at getting rid of fruit flies. I would consider it mildly effective at best though. And because the lid opens up wide without any sort of barrier, I have unfortunately knocked it over several times and had to clean up a stinky mix of smelly vinegar and dead bugs. After the initial effectiveness wore off, no more flies are taking the bait--I still have tons of flies everywhere. I think you're better off investing in a better product.",2021-11-14
Lure,Aunt Fannie's,B00WMZMHPW,3,Works as well as vinegar and dish soap.,"Works as well as dish soap and apple cidar vinegar or regular white vinegar. More expensive than the mentioned method. The container is cool but you could buy one for cheap. Good option is you do not wish to out the ingredients together yourself and pour into a container. I caught two fruit flies with it, my vinegar and dish soap caught three over a 24 hour period. Could be location of containers. I ended up swatting about 10 of them myself. So get a gooe fly swatter. The flies will land in areas and you can see them and crush their souls.",2021-10-25
Lure,Aunt Fannie's,B00WMZMHPW,3,Didn’t Work as fast as I thought it would,"I liked how easy it was to use, but it took awhile for the flies to get attracted to it, and the smell was a very strong vinegar smell.",2024-08-08
Lure,Aunt Fannie's,B00WMZMHPW,3,Works great but wasn’t packaged well,"These have historically worked great for me, but this is my first time ordering them from Amazon. Both had burst open and leaked all throughout the packaging causing a sticky mess.",2024-07-09
Lure,Aunt Fannie's,B00WMZMHPW,3,kinda works?,"Bought this for some fruit flies we had, had it opened in my room for about 4 days and in that time it caught 2 flies. It's nice because it requires very zero effort but in the same amount of time, I manually squashed maybe 2 or 3 by myself. I don't think the flies were especially attracted to it, but perhaps the unlucky ones who happen to stumble across will get caught. I ended up closing the jar and putting it away because the smell was bothering me more than it was attracting/catching the flies.",2021-11-07
Lure,Aunt Fannie's,B00WMZMHPW,3,Only for fruit flies,"My office has a problem with drain gnats. I thought I would give this a try even though the description says it's specifically designed only for fruit flies. Well they weren't lying. Not a single gnat went in this bottle. They circle it and land right next to it but do not go in. Also, this thing just contains apple cider vinegar and a little soap. You could use an empty spice container and make the same thing at home.",2023-01-12
Lure,Aunt Fannie's,B00WMZMHPW,3,Impressed by the Reviews but Disappointed by the Results,"I have been needing a fruit fly trap desperately and had seen this was one of the top rated products. I had been hoping it’s simple design would be all there was so I left it adjacent to our sink and garbage can (a hotspot) and let it be. Two weeks later, there are only 3 measly flies down at the bottom compared to other pictures I’ve seen where there are dozens gathered down there. I’ve noticed the flies don’t actually go down in the bottle and mostly walk around the outer rim before flying off. Maybe mine are just too smart...",2020-07-07
Lure,Aunt Fannie's,B00WMZMHPW,3,Worked ok,It’s an ok product caught some fruit flys not all of them and it just smells like vinegar and could be made at home,2024-08-21
Lure,Aunt Fannie's,B00WMZMHPW,3,Stinky product,"Omg, this stuff smells so bad! I mean maybe that’s the point to attract the bugs, but I couldn’t stand to be in the same room as an open container of this. For the most part I left it open at night and then lit a candle to get rid of the smell the next morning. To make matters worse, I ended up accidentally knocking over mine.. dead bug juice everywhere. It does work, but not enough for me to want to buy this product again.",2020-10-26
Lure,Aunt Fannie's,B00WMZMHPW,3,Worked decent after awhile,"Like a lot of reviews have mentioned, I opened this thing up with a decent number of fruit flies around and was having seemingly no success. I went ahead and left it in position near my trash can and after a few days it finally started to catch them. Not sure if they needed time to warm up to it or what, but it works decent these days for a relatively cheap product that doesn't stink up the place TOO bad.",2021-04-01
Lure,Aunt Fannie's,B00WMZMHPW,3,Doesn’t seem to attract fruit flies,"Love ease of use, but out of all the different types of traps we set out, these were the only ones that barely attracted a single fruit fly. The ones that work the best are the ones shaped like little red apples with lots of holes in the top. Those are now full of dead fruit flies, but the Aunt fannies fly punch traps have only one fruit fly trapped out of all four of the traps that we set out.",2021-03-01
Lure,Aunt Fannie's,B00WMZMHPW,3,Not effective,It as effective as I would have liked!,2024-10-22
Lure,Aunt Fannie's,B00WMZMHPW,3,Gnats,The product works okay but not as good as I expected.,2024-09-02
Lure,Aunt Fannie's,B00WMZMHPW,3,Moderately effective,"Liked the dead fruit flies! Prefer not having another open liquid container on my kitchen sink, but workable if careful. Has time-limited effectiveness. DOES attract the little buggers but dont expect immediate results. Not the wayvm it's intended to work.",2023-09-10
Lure,Aunt Fannie's,B00WMZMHPW,3,Im not sure...,"So I will say the product works because it did capture a lot of flies after a while. I guess my main concern was that It had to sit on the counter for a long time before anything really started to happen. Im kind of on the fence about ordering again because of that fact. other than that, the product was great, didn't have a unpleasant smell and arrived very quickly.",2021-11-17
Lure,Aunt Fannie's,B00WMZMHPW,3,Worked better when there were A LOT of fruit flies,"Originally this product worked as well as if I'd just put a cup of water on the counter. In over a couple of days since opening it, it was put to use near the source of the problem, and it lured/killed 2 fruit flies while the rest continued to fly around freely in the kitchen. Disappointed 😕 but once I put it around a higher concentration of flies, it lured more. It didn't work well when there were only 5-10 flies.",2020-10-13
Lure,Aunt Fannie's,B00WMZMHPW,3,Not The Best Product For Catching Fruit Flies,Having a Bearded Dragon and Guinea Pigs as well as breeding my own meal worms and super worms for my Bearded Dragon and to sell we tend to get a lot of fruit flies. I bought a 6-pack but unfortunately they have not really been successful in catching the fruit flies. There have been an average of about five in each bottle. It is easy and convenient but not doing the job as we had hoped.,2021-04-12
Lure,Aunt Fannie's,B00WMZMHPW,3,"Not effective. the ""apple"" fruit fly traps work better",thought they were expensive apple cider vinegar..,2024-10-07
Lure,Aunt Fannie's,B00WMZMHPW,1,Not worth it,So so. It smells like vinegar mostly and there’s no way to prevent a spill if it’s open. The flies land on the side a lot. The second one I ordered didn’t work at all. Like they got immune to it or something. Orange juice did the trick in a fraction of the time so save your money.,2026-01-09
