Display Order,Product Details,ASIN,Segment,URL,Marketplace,Image URL,Brand,Price,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
61.1.,Maria Nila Anti-Dandruff Shampoo Head & Hair Heal I Anti-Inflammatory Shampoo for Men and Women Against Scalp Irritation I Stimulates Hair Growth,B06XXP6TJZ,Irritated / Atopic,https://www.amazon.de/dp/B06XXP6TJZ?psc=1,DE,https://m.media-amazon.com/images/I/51XzRfoRhzL._SY445_.jpg,Maria Nila,64,608,87,N/A,"19,158.54","5,547.17",145,"3,948",N/A,14.05,1,4.4,"1,959",6,0,,Beauty,Small Parcel,FBA,29.50 x 7.70 x 7.70 cm,1.09,N/A,"Jun 7, 2017",,No,108,
2,"La Roche-Posay Kerium Anti-Schuppen, Gel-Shampoo bei fettiger und empfindlicher Kopfhaut, Juckreizmildernde, talgreduzierende Formel, Sofort wirksam gegen Schuppen, Mit Zink und Thermalwasser, 200 ml",B00HR3KHR4,Irritated / Atopic,https://www.amazon.de/dp/B00HR3KHR4?psc=1,DE,https://m.media-amazon.com/images/I/611HuCvi3vL._SX342_.jpg,La Roche-Posay,17.7,300,300,100,"5,484.45","5,484.45",199,"7,008",AMZ,6.13,1,4.5,"2,402",1,22,Amazon,Beauty,Extra Large Envelope,AMZ,17.50 x 5.00 x 5.10 cm,0.24,N/A,"Nov 30, 2007",,No,223,Amazon
57.1.,"Head & Shoulders DermaXPro Nourishing Moisture Anti-Dandruff Shampoo 500 ml with Coconut Oil and Ceramide Complex, 72H Moisture for Dry Scalp",B08FB9RLBF,Irritated / Atopic,https://www.amazon.de/dp/B08FB9RLBF?psc=1,DE,https://m.media-amazon.com/images/I/71ps-d2zt+L._SY355_.jpg,Head & Shoulders,7.55,"2,353",611,400,"24,032.42","5,411.68",141,870,N/A,3.8,5,4.5,425,7,39,Amazon,Beauty,Extra Large Envelope,AMZ,25.50 x 5.40 x 10.70 cm,0.52,N/A,"Nov 23, 2024",,No,19,Amazon
55,"DERMASENCE Adtop Medizinal Shampoo 200 ml – Anti-Schuppen Shampoo für trockene, empfindliche Kopfhaut – Lindert Juckreiz – Feuchtigkeitsspendend – Milde Formel für tägliche Anwendung – Vegan",B09WVYRWRL,Irritated / Atopic,https://www.amazon.de/dp/B09WVYRWRL?psc=1,DE,https://m.media-amazon.com/images/I/61fhIJrVXdL._SX342_.jpg,DERMASENCE,14.09,316,316,200,"5,337.58","5,337.58",190,"7,478",N/A,5.91,22,4.6,183,6,0,Schongau-apo,Kosmetik,Extra Large Envelope,MFN,17.50 x 5.20 x 5.30 cm,0.26,N/A,"Mar 30, 2022",,No,51,Schongau-apo
44,"Penaten Ultra Sensitive Bath & Shampoo Especially Mild Baby Bath & Baby Shampoo for Highly Sensitive Baby Skin Prone to Neurodermatitis, 400 ml",B01N3B1IET,Irritated / Atopic,https://www.amazon.de/dp/B01N3B1IET?psc=1,DE,https://m.media-amazon.com/images/I/61d-n9+zUPL._AC_SY355_.jpg,Penaten,4.16,"1,026","1,026",500,"5,079","5,078.99",143,474,AMZ,4.08,7,4.7,799,7,6,Amazon,Baby Products,Large Envelope,AMZ,20.50 x 4.00 x 9.60 cm,0.45,N/A,"Feb 3, 2017",,No,112,Amazon
44,"Salthouse Totes Meer Therapie Anti-Schuppen Shampoo, reduziert Neubildung von Schuppen, mit Aloe Vera für sensible Kopfhaut, 250ml",B018C4QXEM,Irritated / Atopic,https://www.amazon.de/dp/B018C4QXEM?psc=1,DE,https://m.media-amazon.com/images/I/718G1EUUJ5L._SY355_.jpg,Salthouse,2.21,"1,550","1,550",900,"5,078.69","5,078.71",130,891,AMZ,2.99,2,4.6,450,7,12,Amazon,Kosmetik,Large Envelope,AMZ,19.90 x 3.20 x 7.30 cm,0.29,N/A,"Jul 14, 2022",,No,47,Amazon
28,"Wella SP Balance Scalp Shampoo, 250 ml",B005BYPAHS,Irritated / Atopic,https://www.amazon.de/dp/B005BYPAHS?psc=1,DE,https://m.media-amazon.com/images/I/71XrHzsPFfL._SY355_.jpg,Wella Professionals,7.77,"1,126",508,200,"16,750.27","4,589.65",38,"1,799",DE,3.41,11,4.6,"2,999",5,11,Haarboutique,Kosmetik,Large Envelope,FBA,16.60 x 4.00 x 5.40 cm,0.3,N/A,"Mar 2, 2011",,No,183,Haarboutique
37,"OGX Quenching + Coconut Curls Shampoo, 385 ml",B0756J8PXX,,https://www.amazon.de/dp/B0756J8PXX?psc=1,DE,https://m.media-amazon.com/images/I/61CNO50BPHL._SY355_.jpg,OGX,4.71,"1,189",651,300,"8,824.23","4,547.07",45,"1,608",AMZ,4.07,4,4.3,"1,904",6,26,Amazon,Beauty,Extra Large Envelope,AMZ,15.10 x 5.10 x 7.80 cm,0.43,N/A,"Dec 22, 2017",,No,102,Amazon
41,lavera Pflegeshampoo Volumen & Kraft - ohne Silikone - Intensive Feuchtigkeit & sanfte Pflege - vegan - Naturkosmetik - 250 ml,B08VXYSKPD,,https://www.amazon.de/dp/B08VXYSKPD?psc=1,DE,https://m.media-amazon.com/images/I/61+XPmU+AxL._SY355_.jpg,lavera,4.16,986,986,500,"4,456","4,456.02",126,"2,032",AMZ,3.09,3,4.4,361,8,4,Amazon,Kosmetik,Large Envelope,AMZ,20.50 x 3.50 x 5.60 cm,0.29,N/A,"Feb 17, 2021",,No,64,Amazon
39,"Kérastase Shampoo für empfindliche Kopfhaut, Klärendes Haarbad zur Milderung von Juckreiz, Bain Vital Dermo-Calm, Spécifique",B00DO53Y74,Irritated / Atopic,https://www.amazon.de/dp/B00DO53Y74?psc=1,DE,https://m.media-amazon.com/images/I/61-dsPDb+JL._SX342_.jpg,KÉRASTASE,42.54,180,100,100,"12,949.83","4,367.04",124,"14,751",AMZ,9.85,1,4.6,"1,696",6,4,Amazon,Kosmetik,Extra Large Envelope,AMZ,20.00 x 5.80 x 7.40 cm,0.56,N/A,"Jun 27, 2013",,No,156,Amazon
54,SANTE Naturkosmetik Sensitive Care Shampoo - 950 ml - Hair Shampoo for Sensitive Scalp - with Probiotics & Triple Protein Complex - Vegan & Natural,B0CWS3MS1G,Irritated / Atopic,https://www.amazon.de/dp/B0CWS3MS1G?psc=1,DE,https://m.media-amazon.com/images/I/617Iswlb0VL._SY355_.jpg,Sante Naturkosmetik,11.97,301,301,100,"4,283.38","4,283.39",147,"6,184",AMZ,6.59,8,4.1,161,8,3,Amazon,Beauty,Small Parcel,AMZ,23.70 x 8.30 x 8.30 cm,1.04,N/A,"Feb 15, 2024",,No,28,Amazon
48,"Sebamed Every-Day Shampoo 200 ml, Haarshampoo für Damen und Herren, schonende, seifenfreie Reinigung für empfindliche Kopfhaut, besonders mild durch Zuckertensidformel, für alle Haartypen geeignet",B0FBGL1SFY,Irritated / Atopic,https://www.amazon.de/dp/B0FBGL1SFY?psc=1,DE,https://m.media-amazon.com/images/I/61Ew3nn-eyL._SY445_.jpg,Sebamed,2.49,"1,135","1,135",600,"4,282.35","4,282.35",196,"1,782",AMZ,3.4,3,4.6,146,5,10,Amazon,Kosmetik,Extra Large Envelope,AMZ,16.00 x 4.40 x 6.00 cm,0.23,N/A,"Jun 10, 2025",,No,12,Amazon
52,"GSK Physiogel scalp care, mild shampoo, 250 ml",B00FZE0QF0,Irritated / Atopic,https://www.amazon.de/dp/B00FZE0QF0?psc=1,DE,https://m.media-amazon.com/images/I/612JPRb3TIL._SY355_.jpg,Physiogel,13.69,343,314,100,"4,613.27","4,088.25",46,"7,913",NL,5.03,21,4.4,907,6,5,Amazon,Beauty,Extra Large Envelope,MFN,18.80 x 4.10 x 8.90 cm,0.32,N/A,"Oct 24, 2008",,No,212,Amazon
34,"Sorion Shampoo and Sorion Head Fluid Set - Skin Care also for Psoriasis and Eczema with Coconut Oil, Neem and Turmeric",B01DQPQ1QM,Irritated / Atopic,https://www.amazon.de/dp/B01DQPQ1QM?psc=1,DE,https://m.media-amazon.com/images/I/81XjcfpV-GL._SY355_.jpg,Sorion,36.93,84,84,N/A,"3,994.65","3,994.62",118,"28,533",AMZ,11.05,5,4.4,525,2,0,Amazon,Beauty,Extra Large Envelope,AMZ,22.60 x 5.40 x 16.60 cm,0.47,N/A,"Apr 2, 2016",,No,122,Amazon
36,"Ducray KERTYOL P.S.O., Psoriasis Shampoo, Balancing Hair Care for Psoriasis and Itchy Scalp, Clinically Tested, 200 ml",B09R77487Z,Irritated / Atopic,https://www.amazon.de/dp/B09R77487Z?psc=1,DE,https://m.media-amazon.com/images/I/51F4XNsyfkL._SX342_.jpg,Ducray,19.87,216,216,100,"3,962.16","3,962.17",118,"11,729",NL,6.45,24,4.6,252,5,4,Apotheke Online,Beauty,Small Parcel,MFN,19.10 x 6.30 x 6.30 cm,0.25,N/A,"Jan 26, 2022",,No,53,Apotheke Online
29,"DERMASENCE Seborra Shampoo 200 ml - Shampoo for Oily Scalp & Dandruff, with Menthol, Panthenol & Proven Dandruff Active Ingredient, Cooling & Soothing, Vegan, Suitable for Daily Use",B0CNGWNK47,Irritated / Atopic,https://www.amazon.de/dp/B0CNGWNK47?psc=1,DE,https://m.media-amazon.com/images/I/61rE87xmTeL._SY355_.jpg,DERMASENCE,14.28,232,232,100,"3,951.04","3,951.04",181,"8,263",N/A,6.02,22,4.6,122,6,0,Aromaölmanufaktur,Beauty,Extra Large Envelope,MFN,25.80 x 5.70 x 17.70 cm,0.25,N/A,"Jun 30, 2021",,No,60,Aromaölmanufaktur
10,Nova Angel Ducray Elution Shampoo 400 ml - Natural Care,B08HMWV4GD,,https://www.amazon.de/dp/B08HMWV4GD?psc=1,DE,https://m.media-amazon.com/images/I/51fznNi9hDL._SY355_.jpg,Ducray,17.95,192,192,100,"3,661.93","3,661.91",55,"18,077",GB,5.64,17,4.6,407,8,9,cyctsne®,Beauty,Extra Large Envelope,FBA,19.10 x 4.80 x 7.10 cm,0.45,N/A,"Sep 3, 2020",,No,69,cyctsne®
35,Eucerin Dermo Capillary Shampoo Extra Tolerability 250 ml,B0090Y7C1M,Irritated / Atopic,https://www.amazon.de/dp/B0090Y7C1M?psc=1,DE,https://m.media-amazon.com/images/I/41ZyYpnbhGL._SX342_.jpg,Eucerin,9.16,238,238,100,"3,626.65","3,626.65",57,"9,154",N/A,5.53,7,4.3,438,7,3,,Beauty,Large Envelope,MFN,19.30 x 3.00 x 7.10 cm,0.29,N/A,"Aug 21, 2012",,No,166,
13,"PHYSIOGEL Scalp Care Mildes Shampoo und Spülung 250 ml - sanfte Reinigung und Pflege für empfindliche, trockene Kopfhaut - Feuchtigkeitsshampoo & Conditioner für glänzendes Haar",B08VY5QXPV,Irritated / Atopic,https://www.amazon.de/dp/B08VY5QXPV?psc=1,DE,https://m.media-amazon.com/images/I/613coepJlIL._SY355_.jpg,Physiogel,12.52,237,237,200,"3,528.64","3,528.65",177,"3,400",AMZ,5.71,11,4.4,99,6,0,,Kosmetik,Extra Large Envelope,AMZ,18.50 x 4.20 x 9.00 cm,0.32,N/A,"Feb 1, 2021",,No,64,
43,"PsoriTIS 10% Urea Shampoo - Seborrheic and Psoriasis Prone Scalp | Seborrheic Dermatitis, Dandruff, Pityriasis, Ichthyosis | Itchy, Flaky, Inflamed Skin | Wheat Germ Oil - 120 ml",B0851F6C4Z,Irritated / Atopic,https://www.amazon.de/dp/B0851F6C4Z?psc=1,DE,https://m.media-amazon.com/images/I/41agaOHNtqL._SY355_.jpg,TIS farmaceutic,8.3,334,334,200,"3,334.61","3,334.61",178,"11,751",RO,3.84,1,4.2,"2,307",8,45,KLU.Farma (EU),Beauty,Extra Large Envelope,FBA,15.60 x 4.20 x 5.00 cm,0.16,N/A,"Sep 20, 2021",,No,57,KLU.Farma (EU)
51,"Tea Tree Shampoo - Fights Dandruff and Dry Scalp - for Daily Use - Men and Women, Promotes Heathy Scalp - 16 fl oz",B0849L3675,Irritated / Atopic,https://www.amazon.de/dp/B0849L3675?psc=1,DE,https://m.media-amazon.com/images/I/51YQDafFDnL._SY355_.jpg,Botanic Hearth,16.99,247,193,100,"4,120.71","3,275.80",114,"6,917",AE,6.02,1,4.3,"6,437",9,691,ROSENZA INTERNATIONAL TRADING L.L.C,Beauty,Extra Large Envelope,FBA,21.40 x 5.70 x 6.10 cm,0.54,N/A,"Aug 3, 2023",,No,34,ROSENZA INTERNATIONAL TRADING L.L.C
50,Wella Professionals Elements Renewing Shampoo ohne Sulfate und Silikone – beruhigende Haarpflege für empfindliche Kopfhaut – mit Aloe Vera und Vitamin E – 250 ml,B0CB6WCC6J,Irritated / Atopic,https://www.amazon.de/dp/B0CB6WCC6J?psc=1,DE,https://m.media-amazon.com/images/I/61eSq-6hVEL._SX342_.jpg,Wella Professionals,8.18,320,320,100,"3,119.16","3,119.18",161,"5,565",AMZ,3.86,8,4.3,260,6,7,Amazon,Kosmetik,Extra Large Envelope,AMZ,14.90 x 5.40 x 5.60 cm,0.29,N/A,"Aug 11, 2023",,No,34,Amazon
8,Ducray Kelual DS Shampoo I for the Treatment of Seborrheic Dermatitis I 3 x 100 ml Economy Set I Plus PharmaPerle giveaway,B0BNVRGVXD,Irritated / Atopic,https://www.amazon.de/dp/B0BNVRGVXD?psc=1,DE,"https://m.media-amazon.com/images/I/71r+3QxTHPL._AC_SY355_PIbundle-3,TopRight,0,0_SH20_.jpg",PHARMA PERLE,52.86,47,47,N/A,"2,951.70","2,951.70",122,"24,010",DE,N/A,1,4.9,12,5,0,Pharmacura,Beauty,N/A,MFN,N/A,N/A,N/A,"Dec 2, 2022",,No,42,Pharmacura
46,"Wella Professionals INVIGO SCALP BALANCE Sensitive Shampoo – Parfümfreies, sanftes Reinigungsshampoo für empfindliche Kopfhaut",B0CGRRDVZD,Irritated / Atopic,https://www.amazon.de/dp/B0CGRRDVZD?psc=1,DE,https://m.media-amazon.com/images/I/6114wrcTAmL._SX342_.jpg,Wella Professionals,15.43,773,151,100,"9,509.82","2,882.93",126,"3,298",AMZ,6.21,20,4.3,508,6,30,Amazon,Kosmetik,Small Parcel,AMZ,25.30 x 8.30 x 8.50 cm,1.1,N/A,"Feb 3, 2023",,No,40,Amazon
52,"OGX Nourishing + Coconut Milk Shampoo, 385 ml",B000TGEJT8,,https://www.amazon.de/dp/B000TGEJT8?psc=1,DE,https://m.media-amazon.com/images/I/61av2wt3TiL._SY355_.jpg,OGX,4.71,680,409,200,"4,621.70","2,861.04",45,"3,728",AMZ,4.63,2,4.4,"13,332",9,83,Amazon,Beauty,Extra Large Envelope,AMZ,15.30 x 5.40 x 8.30 cm,0.44,N/A,"Nov 6, 2012",,No,163,Amazon
43.3.,Wella Professionals Elements Renewing Shampoo – sulfat- & silikonfreie Pflege für empfindliche & juckende Kopfhaut – mit Aloe Vera & Vitamin E – beruhigend & feuchtigkeitsspendend,B0CHJFHY66,Irritated / Atopic,https://www.amazon.de/dp/B0CHJFHY66?psc=1,DE,https://m.media-amazon.com/images/I/61ZL6yteRML._SX342_.jpg,Wella Professionals,12.38,720,192,100,"13,112.46","2,820.80",179,"4,099",N/A,5.66,11,4.6,430,4,20,Amazon,Kosmetik,Small Parcel,AMZ,18.00 x 6.50 x 6.50 cm,0.55,N/A,"Sep 7, 2023",,No,33,Amazon
54,"Scandinavian Biolabs Bio-Pilixin Shampoo for Men - Strengthens Hair, Reduces Oiliness, Balances Scalp, 250ml",B0B5LGQY1B,,https://www.amazon.de/dp/B0B5LGQY1B?psc=1,DE,https://m.media-amazon.com/images/I/51eHFkDM08L._SY355_.jpg,Scandinavian Biolabs,24.37,115,98,50,"3,215.72","2,756.66",108,"14,154",DK,7.56,1,4,360,5,8,Scandinavian Biolabs,Beauty,Small Parcel,FBA,14.81 x 6.10 x 6.20 cm,0.29,N/A,"Jul 1, 2022",,No,47,Scandinavian Biolabs
48,DUCRAY Anaphase+ Shampoo Supplement for Hair Loss 400 ml Shampoo,B01LDQF1MQ,,https://www.amazon.de/dp/B01LDQF1MQ?psc=1,DE,https://m.media-amazon.com/images/I/41cVUqRoXoL._SY355_.jpg,Ducray,22.29,119,119,50,"2,722.50","2,722.47",64,"25,778",DE,6.58,3,4.4,282,7,13,FAAR OnlineApotheke,Beauty,Extra Large Envelope,MFN,18.70 x 4.90 x 7.20 cm,0.47,N/A,"Sep 1, 2016",,No,117,FAAR OnlineApotheke
9,Ducray Pack Extra Gentle Shampoo 2 x 400 ml,B07FCLTF6Q,Irritated / Atopic,https://www.amazon.de/dp/B07FCLTF6Q?psc=1,DE,"https://m.media-amazon.com/images/I/51tF6ufQJML._SY355_PIbundle-2,TopRight,0,0_AA355SH20_.jpg",Ducray,25.35,147,111,50,"3,073.26","2,671.73",43,"16,518",FR,7.27,10,4.6,259,1,5,INOPHARMA,Beauty,Extra Large Envelope,FBA,21.00 x 5.10 x 15.60 cm,0.92,N/A,"May 5, 2020",,No,73,INOPHARMA
48,Schwarzkopf BC Color Freeze Shampoo 1000ml Multicolor,B09TBCVGJ8,,https://www.amazon.de/dp/B09TBCVGJ8?psc=1,DE,https://m.media-amazon.com/images/I/61CRvzLRQ7L._SY355_.jpg,Schwarzkopf Professional,17.77,167,127,100,"3,263.34","2,662.09",53,"11,403",FR,6.34,24,4.5,552,8,5,FRANCE COIFFURE,Beauty,Small Parcel,FBA,26.40 x 7.80 x 8.00 cm,1.16,N/A,"Mar 15, 2022",,No,51,FRANCE COIFFURE
51,"Goldwell Dualsenses Scalp Specialist Sensitiv Schaum Shampoo für sensible Kopfhaut und dünner werdendes Haar, 250 ml | Haarshampoo für juckende Kopfhaut, mildes Schaumshampoo, sensitiv, sanft reinigend, beruhigt Juckreiz & Irritationen",B01N23X6WJ,Irritated / Atopic,https://www.amazon.de/dp/B01N23X6WJ?psc=1,DE,https://m.media-amazon.com/images/I/51xO9bjN3eL._SX342_.jpg,Goldwell,8.02,238,238,100,"2,375.49","2,375.51",235,"5,307",AMZ,4.96,13,4.6,322,10,1,Amazon,Kosmetik,Extra Large Envelope,AMZ,22.00 x 5.00 x 5.00 cm,0.31,N/A,"Jan 19, 2017",,No,113,Amazon
35,"Clear Men Shampoo Men's Refreshing Grease Control for Oily Hair, Anti-Dandruff and Anti-Sebum Effect, Up to 100% Protection Against Dandruff, with Niacinamide, 3 x 225 ml",B0DNTP3N6J,Irritated / Atopic,https://www.amazon.de/dp/B0DNTP3N6J?psc=1,DE,"https://m.media-amazon.com/images/I/81zcRwYlJ6L._SY355_PIbundle-3,TopRight,0,0_AA355SH20_.jpg",Clear,12.6,153,153,100,"2,297.62","2,297.62",170,"10,048",AMZ,6.69,6,4.5,406,7,24,Amazon,Beauty,Small Parcel,AMZ,23.30 x 9.20 x 15.90 cm,0.87,N/A,"Nov 22, 2024",,No,19,Amazon
58,Ducray Sensinol Anti-Itching Shampoo Instant Soothing Polidocanol Relieves Itching by 77% pH Skin Neutral Sensitive and Irritated Scalp Without Fragrances 400 ml,B0DXFZC4WV,Irritated / Atopic,https://www.amazon.de/dp/B0DXFZC4WV?psc=1,DE,https://m.media-amazon.com/images/I/510b1uwC5WL._SX342_.jpg,Ducray,19.15,93,93,50,"2,268.11","2,268.12",161,"41,900",N/A,7.35,14,4.4,53,6,2,,Beauty,Extra Large Envelope,MFN,18.60 x 5.00 x 6.60 cm,0.48,N/A,"Apr 24, 2020",,No,74,
51,"PHYSIOGEL Scalp Care Extra mildes Shampoo 200 ml - milde Reinigung und Pflege für irritierte, gereizte, trockene Kopfhaut - Irritationen minderndes Feuchtigkeitsshampoo",B08SWTQ2KS,Irritated / Atopic,https://www.amazon.de/dp/B08SWTQ2KS?psc=1,DE,https://m.media-amazon.com/images/I/61fbq6CqpNL._SY355_.jpg,Physiogel,13.36,137,137,50,"2,184.49","2,184.47",168,"12,173",AMZ,5.81,21,4.2,79,7,0,Amazon,Kosmetik,Extra Large Envelope,AMZ,18.20 x 5.30 x 7.90 cm,0.25,N/A,"Jan 1, 2021",,No,65,Amazon
57,"Kérastase Shampoo für empfindliche Kopfhaut und trockenes Haar, Beruhigendes und hypoallergenes Haarbad, Bain Riche Dermo-Calm, Spécifique, 250 ml",B01HBRACPW,Irritated / Atopic,https://www.amazon.de/dp/B01HBRACPW?psc=1,DE,https://m.media-amazon.com/images/I/61zhn5KeJ6L._SX342_.jpg,KÉRASTASE,36.4,60,60,N/A,"2,174.47","2,174.47",146,"29,541",AMZ,9.66,1,4.5,"2,089",7,7,Amazon,Kosmetik,Extra Large Envelope,AMZ,14.00 x 4.50 x 6.60 cm,0.28,N/A,"Aug 18, 2012",,No,166,Amazon
49,Balea Med Ultra Sensitive Shampoo Pack of 3 x 250 ml,B006NW34VG,Irritated / Atopic,https://www.amazon.de/dp/B006NW34VG?psc=1,DE,"https://m.media-amazon.com/images/I/61+uHcvawZL._AC_SY355_PIbundle-3,TopRight,0,0_SH20_.jpg",Volans,10.29,195,178,100,"2,563.78","2,164.21",52,"9,069",DE,5.31,10,4.6,69,1,0,Alle Preise inkl. Mwst,Beauty,Extra Large Envelope,FBA,15.20 x 15.60 x 6.00 cm,0.9,N/A,"Dec 19, 2011",,No,174,Alle Preise inkl. Mwst
38,"DERMASENCE Vitop Forte Mild Care Shampoo, 200 ml - For Itchy & Dry Scalp, for Eczema & Sensitive Skin, Daily Care with Oats & Panthenol, Vegan, for Children & Adults",B09XRCMJB8,Irritated / Atopic,https://www.amazon.de/dp/B09XRCMJB8?psc=1,DE,https://m.media-amazon.com/images/I/61YRqrFNWyL._AC_SY355_.jpg,DERMASENCE,12.14,144,144,50,"2,132.35","2,132.34",165,"11,185",N/A,5.64,20,4.5,79,6,5,Aromaölmanufaktur,Beauty,Extra Large Envelope,MFN,17.30 x 5.20 x 5.40 cm,0.26,N/A,"Apr 12, 2022",,No,50,Aromaölmanufaktur
33,Urtekram Nettle Shampoo Organic Anti-Dandruff 500 ml,B00K2VGTVG,Irritated / Atopic,https://www.amazon.de/dp/B00K2VGTVG?psc=1,DE,https://m.media-amazon.com/images/I/61CTjMUGzYL._SY355_.jpg,Urtekram,8.7,272,205,100,"7,153.33","2,123.18",52,"9,211",AMZ,4.95,9,4.2,"1,248",6,14,Amazon,Beauty,Small Parcel,AMZ,19.20 x 6.30 x 6.40 cm,0.55,N/A,"May 2, 2014",,No,145,Amazon
61.2.,Maria Nila Anti-Dandruff Shampoo Head & Hair Heal I Anti-Inflammatory Shampoo for Men and Women Against Scalp Irritation I Stimulates Hair Growth,B06XY486ZH,Irritated / Atopic,https://www.amazon.de/dp/B06XY486ZH?psc=1,DE,https://m.media-amazon.com/images/I/511jUO8jkuL._SY445_.jpg,Maria Nila,12.48,608,130,N/A,"19,158.54","1,951.50",145,"3,948",N/A,6.28,1,4.4,"1,959",6,0,Maria Nila by New Flag,Beauty,Large Envelope,FBA,10.90 x 3.90 x 3.90 cm,0.11,N/A,"Apr 26, 2017",,No,110,Maria Nila by New Flag
42,"ANNEMARIE BÖRLIND HAIR CARE BALANCE SHAMPOO (250 ml) - Anti-Schuppen-Shampoo, Beruhigung & Pflege für Empfindliche, Gereizte Kopfhaut, Lindert Juckreiz, Vegan",B0FKNK21FN,Irritated / Atopic,https://www.amazon.de/dp/B0FKNK21FN?psc=1,DE,https://m.media-amazon.com/images/I/61RmMD23dyL._SY355_.jpg,ANNEMARIE BÖRLIND,12.56,270,129,50,"4,088.79","1,929.86",158,"6,364",DE,5.66,2,4.7,47,9,1,ANNEMARIE BÖRLIND EU,Kosmetik,Extra Large Envelope,FBA,14.90 x 4.90 x 5.00 cm,0.28,N/A,"Jul 31, 2025",,No,11,ANNEMARIE BÖRLIND EU
20,"Evolsin Eczema & Psoriasis Shampoo for Psoriasis, Eczema & Eczema on Scalp & Body I Without Cortison I Medical Device I For Neurodermatitis & Psoriasis Scalp",B07TZ9HV1S,Irritated / Atopic,https://www.amazon.de/dp/B07TZ9HV1S?psc=1,DE,https://m.media-amazon.com/images/I/61scJ6ON4pL._SY355_.jpg,Evolsin,19.29,92,75,300,"2,529.68","1,724.93",157,"3,239",DE,6.86,12,4.2,"1,744",8,21,Evolsin,Beauty,Extra Large Envelope,FBA,18.40 x 5.50 x 5.70 cm,0.31,N/A,"Aug 21, 2019",,No,82,Evolsin
16,SIRIDERMA Care Basic Care Shampoo 250 ml Without Parabens and Silicone Vegan for Stressed Scalp,B07MCKSMMM,Irritated / Atopic,https://www.amazon.de/dp/B07MCKSMMM?psc=1,DE,https://m.media-amazon.com/images/I/61cP7Qzrt4L._SY355_.jpg,SIRIDERMA,15.08,102,93,50,"1,897.17","1,722.70",95,"17,146",N/A,6.25,6,4.4,153,8,0,Schongau-apo,Beauty,Extra Large Envelope,MFN,18.40 x 4.80 x 4.90 cm,0.3,N/A,"Oct 17, 2018",,No,92,Schongau-apo
27.1.,Wella Professionals INVIGO SCALP BALANCE Pure Shampoo - Gentle Cleansing for Sensitive Scalp - with Soothing Allantoin White 300 ml,B0CH8K9NMR,Irritated / Atopic,https://www.amazon.de/dp/B0CH8K9NMR?psc=1,DE,https://m.media-amazon.com/images/I/61na0I+S6dL._SY355_.jpg,Wella Professionals,7.47,558,161,50,"8,677.34","1,705.10",131,"3,223",N/A,4.28,27,4.4,884,6,36,,Beauty,Large Envelope,AMZ,14.00 x 3.00 x 3.00 cm,0.27,N/A,"Sep 4, 2023",,No,33,
9,"BIODERMA Nodé DS+ Anti-Dandruff Shampoo - Care for Hair and Scalp - Gently Cleans Reduces Sebum Secretion - Fresh, Light Fragrance - Prescribed by Dermatologists - Tube 125 ml",B09SKJM99R,Irritated / Atopic,https://www.amazon.de/dp/B09SKJM99R?psc=1,DE,https://m.media-amazon.com/images/I/61hE-QiKzjL._SY355_.jpg,Bioderma,16.04,88,88,50,"1,661.68","1,661.67",175,"26,382",DE,7.34,35,4.5,984,8,12,DermoBox,Beauty,Small Parcel,FBA,25.60 x 6.40 x 16.80 cm,0.16,N/A,"Feb 15, 2022",,No,52,DermoBox
63.1.,Guhl Kopfhaut Sensitiv Shampoo - Inhalt: 250 ml - Haartyp: alle,B0B6ZWM925,Irritated / Atopic,https://www.amazon.de/dp/B0B6ZWM925?psc=1,DE,https://m.media-amazon.com/images/I/71FUW+Fc1IL._SY355_.jpg,Guhl,2.76,412,412,400,"1,613.67","1,613.68",63,"2,596",AMZ,2.99,5,4.5,479,9,11,Amazon,Kosmetik,Large Envelope,AMZ,18.90 x 3.50 x 7.10 cm,0.3,N/A,"Jul 25, 2022",,No,47,Amazon
41,"Linola Shampoo 200ml – For Dry, Sensitive or eczema prone skin",B00E67IAXW,Irritated / Atopic,https://www.amazon.de/dp/B00E67IAXW?psc=1,DE,https://m.media-amazon.com/images/I/61L+Uk-dygL._SY355_.jpg,Linola,14.45,101,101,50,"1,490.74","1,490.75",62,"17,275",N/A,6.64,21,4.4,"1,318",8,1,Schongau-apo,Beauty,Extra Large Envelope,MFN,16.31 x 4.39 x 6.81 cm,0.26,N/A,"Jun 13, 2008",,No,216,Schongau-apo
52,Terzolin® Gentle PSO Care Shampoo for Psoriasis Prone Scalp and Stubborn Dandruff 200 ml,B0GVJNQXZP,Irritated / Atopic,https://www.amazon.de/dp/B0GVJNQXZP?psc=1,DE,https://m.media-amazon.com/images/I/512uqZzMCeL._SY355_.jpg,TERZOLIN,15.45,94,94,50,"1,486.89","1,486.90",88,"47,985",N/A,6.44,5,4.6,27,10,5,counterapo,Beauty,Large Envelope,MFN,15.90 x 3.50 x 5.70 cm,0.2,N/A,"Mar 31, 2026",,No,3,counterapo
